time,ax,ay,az,fx,fy,fz,tx,ty,tz
9305,-1.32543,0,-9.19627,-2.25919,2.31563,-3.55839,-0.454689,-0.548279,-0.199051
9306,-1.32762,0,-9.19518,-2.26184,2.3384,-3.56526,-0.454439,-0.546135,-0.197691
9307,-1.32981,0,-9.19408,-2.26569,2.36178,-3.57073,-0.454017,-0.543301,-0.195778
9308,-1.33199,0,-9.19298,-2.26636,2.38271,-3.57952,-0.453868,-0.539408,-0.194366
9309,-1.33418,0,-9.19188,-2.26106,2.39559,-3.57394,-0.454186,-0.53709,-0.193646
9310,-1.33636,0,-9.19079,-2.24856,2.40236,-3.56549,-0.45453,-0.534543,-0.194268
9311,-1.33854,0,-9.18969,-2.22669,2.39426,-3.54585,-0.455039,-0.533879,-0.19677
9312,-1.34072,0,-9.18859,-2.2049,2.3822,-3.5233,-0.455862,-0.534505,-0.199043
9313,-1.3429,0,-9.1875,-2.18648,2.37312,-3.5,-0.456915,-0.536794,-0.200892
9314,-1.34508,0,-9.1864,-2.17509,2.37027,-3.47633,-0.457887,-0.540588,-0.201868
9315,-1.34726,0,-9.18531,-2.16766,2.37164,-3.456,-0.458574,-0.544079,-0.20222
9316,-1.34943,0,-9.18421,-2.16017,2.36797,-3.43305,-0.459323,-0.547895,-0.20256
9317,-1.35161,0,-9.18312,-2.14382,2.35661,-3.39618,-0.460463,-0.552198,-0.204187
9318,-1.35378,0,-9.18202,-2.11907,2.33872,-3.356,-0.461667,-0.556931,-0.207144
9319,-1.35595,0,-9.18093,-2.09442,2.32113,-3.32079,-0.462702,-0.561409,-0.209931
9320,-1.35812,0,-9.17983,-2.0755,2.31332,-3.28343,-0.463557,-0.566133,-0.211566
9321,-1.36029,0,-9.17874,-2.057,2.30648,-3.24914,-0.464554,-0.57121,-0.213213
9322,-1.36246,0,-9.17765,-2.04021,2.30024,-3.21998,-0.465212,-0.574763,-0.214251
9323,-1.36463,0,-9.17655,-2.02306,2.2901,-3.18804,-0.466202,-0.579209,-0.215384
9324,-1.3668,0,-9.17546,-2.0026,2.27648,-3.14963,-0.467295,-0.583767,-0.216802
9325,-1.36896,0,-9.17437,-1.97624,2.25826,-3.10814,-0.468614,-0.588345,-0.219176
9326,-1.37113,0,-9.17327,-1.9457,2.23204,-3.05346,-0.470367,-0.595178,-0.222073
9327,-1.37329,0,-9.17218,-1.90887,2.20666,-2.99742,-0.47243,-0.604366,-0.226607
9328,-1.37546,0,-9.17109,-1.86961,2.18069,-2.93959,-0.473883,-0.615709,-0.232275
9329,-1.37762,0,-9.17,-1.8388,2.16923,-2.88705,-0.474403,-0.627581,-0.237126
9330,-1.37978,0,-9.16891,-1.81157,2.1593,-2.83912,-0.47447,-0.638485,-0.241156
9331,-1.38194,0,-9.16781,-1.79484,2.16043,-2.80415,-0.474288,-0.649932,-0.244149
9332,-1.3841,0,-9.16672,-1.78168,2.16336,-2.77452,-0.473349,-0.660177,-0.246761
9333,-1.38625,0,-9.16563,-1.77302,2.16887,-2.75167,-0.471427,-0.668634,-0.248885
9334,-1.38841,0,-9.16454,-1.76453,2.17302,-2.72863,-0.469644,-0.677141,-0.251142
9335,-1.39056,0,-9.16345,-1.76383,2.18505,-2.70846,-0.467725,-0.685307,-0.252344
9336,-1.39272,0,-9.16236,-1.76553,2.20138,-2.69483,-0.465712,-0.691773,-0.253111
9337,-1.39487,0,-9.16127,-1.77332,2.22086,-2.68848,-0.463937,-0.697254,-0.252818
9338,-1.39702,0,-9.16018,-1.7816,2.24035,-2.68058,-0.462496,-0.703081,-0.2527
9339,-1.39917,0,-9.15909,-1.794,2.26384,-2.67418,-0.461077,-0.708031,-0.251837
9340,-1.40132,0,-9.158,-1.80905,2.29261,-2.67325,-0.459734,-0.710809,-0.250217
9341,-1.40347,0,-9.15692,-1.81851,2.31187,-2.66805,-0.459159,-0.712283,-0.248716
9342,-1.40562,0,-9.15583,-1.81676,2.31983,-2.65013,-0.459616,-0.714591,-0.248638
9343,-1.40776,0,-9.15474,-1.81252,2.33159,-2.64193,-0.460327,-0.714589,-0.248357
9344,-1.40991,0,-9.15365,-1.80593,2.34346,-2.62835,-0.461117,-0.714529,-0.248202
9345,-1.41205,0,-9.15256,-1.79652,2.35302,-2.6183,-0.462015,-0.713456,-0.248102
9346,-1.41419,0,-9.15148,-1.78418,2.36192,-2.61453,-0.462816,-0.710938,-0.248196
9347,-1.41634,0,-9.15039,-1.76672,2.36793,-2.6073,-0.463482,-0.707731,-0.248824
9348,-1.41848,0,-9.1493,-1.74744,2.37058,-2.60167,-0.464226,-0.703729,-0.249234
9349,-1.42062,0,-9.14821,-1.72696,2.37837,-2.59631,-0.464747,-0.699622,-0.24991
9350,-1.42275,0,-9.14713,-1.70307,2.37787,-2.58753,-0.465504,-0.696251,-0.25103
9351,-1.42489,0,-9.14604,-1.67722,2.37853,-2.57647,-0.4659,-0.693697,-0.252872
9352,-1.42703,0,-9.14496,-1.65171,2.37734,-2.56677,-0.466031,-0.692171,-0.255069
9353,-1.42916,0,-9.14387,-1.63468,2.37915,-2.56218,-0.46609,-0.691263,-0.255957
9354,-1.4313,0,-9.14279,-1.62198,2.38149,-2.55281,-0.466206,-0.692309,-0.25662
9355,-1.43343,0,-9.1417,-1.61012,2.38116,-2.53928,-0.466495,-0.694792,-0.257444
9356,-1.43556,0,-9.14062,-1.59972,2.37902,-2.52134,-0.46698,-0.69874,-0.258279
9357,-1.43769,0,-9.13953,-1.59124,2.37601,-2.50131,-0.467437,-0.703431,-0.258985
9358,-1.43982,0,-9.13845,-1.58214,2.374,-2.47501,-0.467777,-0.708873,-0.260058
9359,-1.44195,0,-9.13736,-1.57368,2.37058,-2.44834,-0.46851,-0.714438,-0.260962
9360,-1.44408,0,-9.13628,-1.56427,2.3692,-2.42754,-0.46913,-0.719493,-0.26219
9361,-1.44621,0,-9.13519,-1.55428,2.36826,-2.41104,-0.46911,-0.724004,-0.263677
9362,-1.44833,0,-9.13411,-1.54486,2.36971,-2.40153,-0.46853,-0.727597,-0.265368
9363,-1.45045,0,-9.13303,-1.53702,2.37136,-2.39356,-0.467734,-0.730569,-0.266678
9364,-1.45258,0,-9.13195,-1.53337,2.37681,-2.38864,-0.466783,-0.733348,-0.267689
9365,-1.4547,0,-9.13086,-1.5271,2.37903,-2.38191,-0.466015,-0.73585,-0.268724
9366,-1.45682,0,-9.12978,-1.52468,2.38658,-2.37885,-0.465396,-0.737947,-0.269303
9367,-1.45894,0,-9.1287,-1.52268,2.39362,-2.37516,-0.46498,-0.739658,-0.269531
9368,-1.46106,0,-9.12762,-1.52145,2.40143,-2.37113,-0.464482,-0.740862,-0.269383
9369,-1.46318,0,-9.12654,-1.51967,2.41116,-2.36899,-0.464344,-0.741912,-0.269292
9370,-1.46529,0,-9.12545,-1.51932,2.42376,-2.36957,-0.464173,-0.742413,-0.268942
9371,-1.46741,0,-9.12437,-1.52099,2.43399,-2.37725,-0.463833,-0.741938,-0.268275
9372,-1.46953,0,-9.12329,-1.51552,2.44109,-2.38094,-0.463327,-0.741662,-0.269205
9373,-1.47164,0,-9.12221,-1.50941,2.44792,-2.38965,-0.462232,-0.740347,-0.270377
9374,-1.47375,0,-9.12113,-1.50352,2.4556,-2.4017,-0.460945,-0.737807,-0.271237
9375,-1.47586,0,-9.12005,-1.5016,2.4646,-2.40777,-0.460206,-0.735794,-0.27096
9376,-1.47797,0,-9.11897,-1.50365,2.48003,-2.42283,-0.459983,-0.733673,-0.269999
9377,-1.48008,0,-9.11789,-1.50877,2.50156,-2.44334,-0.459275,-0.730002,-0.26852
9378,-1.48219,0,-9.11681,-1.51372,2.52293,-2.46189,-0.458903,-0.725901,-0.266729
9379,-1.4843,0,-9.11573,-1.51754,2.54466,-2.47997,-0.458871,-0.721375,-0.264838
9380,-1.4864,0,-9.11466,-1.51789,2.56349,-2.4975,-0.458987,-0.71716,-0.263751
9381,-1.48851,0,-9.11358,-1.51644,2.58307,-2.52105,-0.458378,-0.712128,-0.263497
9382,-1.49061,0,-9.1125,-1.51902,2.6008,-2.5502,-0.457317,-0.706256,-0.262621
9383,-1.49272,0,-9.11142,-1.51794,2.61135,-2.57316,-0.456645,-0.701276,-0.262405
9384,-1.49482,0,-9.11034,-1.51812,2.62306,-2.59448,-0.455834,-0.697064,-0.262337
9385,-1.49692,0,-9.10927,-1.52328,2.64145,-2.62684,-0.454554,-0.692173,-0.261802
9386,-1.49902,0,-9.10819,-1.53714,2.66636,-2.66286,-0.452827,-0.68631,-0.259448
9387,-1.50112,0,-9.10711,-1.55351,2.69051,-2.70002,-0.451603,-0.680469,-0.256645
9388,-1.50321,0,-9.10603,-1.56571,2.70868,-2.73217,-0.450573,-0.675472,-0.254948
9389,-1.50531,0,-9.10496,-1.5693,2.71572,-2.75131,-0.449717,-0.671444,-0.254887
9390,-1.50741,0,-9.10388,-1.57437,2.72167,-2.77432,-0.449202,-0.667448,-0.254341
9391,-1.5095,0,-9.10281,-1.58058,2.73317,-2.79872,-0.448549,-0.663479,-0.25373
9392,-1.51159,0,-9.10173,-1.59045,2.74881,-2.8314,-0.447518,-0.65916,-0.252895
9393,-1.51369,0,-9.10066,-1.59981,2.76389,-2.86369,-0.446049,-0.653972,-0.252104
9394,-1.51578,0,-9.09958,-1.61196,2.77906,-2.89945,-0.444752,-0.648025,-0.250488
9395,-1.51787,0,-9.09851,-1.62262,2.78943,-2.92712,-0.443925,-0.643146,-0.249115
9396,-1.51996,0,-9.09743,-1.63453,2.79619,-2.9541,-0.443706,-0.63925,-0.247574
9397,-1.52204,0,-9.09636,-1.65054,2.80452,-2.98162,-0.443772,-0.636767,-0.245799
9398,-1.52413,0,-9.09528,-1.66596,2.8123,-3.00592,-0.443306,-0.634152,-0.244241
9399,-1.52622,0,-9.09421,-1.68481,2.82133,-3.03452,-0.442628,-0.631692,-0.242577
9400,-1.5283,0,-9.09313,-1.70524,2.83279,-3.07163,-0.441441,-0.628041,-0.240897
9401,-1.53039,0,-9.09206,-1.72834,2.84882,-3.11901,-0.439409,-0.622157,-0.238952
9402,-1.53247,0,-9.09099,-1.74714,2.85931,-3.15985,-0.437306,-0.616439,-0.23767
9403,-1.53455,0,-9.08991,-1.76625,2.86683,-3.20176,-0.435546,-0.610908,-0.236346
9404,-1.53663,0,-9.08884,-1.78351,2.87126,-3.23675,-0.434116,-0.606178,-0.235322
9405,-1.53871,0,-9.08777,-1.79932,2.86846,-3.27208,-0.432985,-0.602135,-0.234773
9406,-1.54079,0,-9.0867,-1.81338,2.8639,-3.30347,-0.431738,-0.599021,-0.234942
9407,-1.54287,0,-9.08563,-1.83694,2.86397,-3.34362,-0.430217,-0.595753,-0.233695
9408,-1.54494,0,-9.08455,-1.86414,2.86655,-3.39421,-0.428559,-0.591104,-0.231599
9409,-1.54702,0,-9.08348,-1.89424,2.87064,-3.44666,-0.426815,-0.585257,-0.228826
9410,-1.54909,0,-9.08241,-1.91298,2.86624,-3.48786,-0.425042,-0.57916,-0.227766
9411,-1.55117,0,-9.08134,-1.92311,2.85216,-3.52497,-0.423811,-0.573367,-0.227957
9412,-1.55324,0,-9.08027,-1.93347,2.84306,-3.56272,-0.422591,-0.567631,-0.228212
9413,-1.55531,0,-9.0792,-1.94921,2.83617,-3.59827,-0.4214,-0.562596,-0.227324
9414,-1.55738,0,-9.07813,-1.96772,2.82965,-3.63429,-0.420418,-0.558572,-0.226223
9415,-1.55945,0,-9.07706,-1.98701,2.8245,-3.67396,-0.419171,-0.553909,-0.224812
9416,-1.56152,0,-9.07599,-2.0123,2.82678,-3.71452,-0.417769,-0.548951,-0.222255
9417,-1.56359,0,-9.07492,-2.04099,2.83261,-3.75617,-0.416279,-0.542744,-0.218556
9418,-1.56565,0,-9.07385,-2.06123,2.83074,-3.79446,-0.415546,-0.536061,-0.216027
9419,-1.56772,0,-9.07278,-2.07652,2.82652,-3.83039,-0.415255,-0.528542,-0.213711
9420,-1.56978,0,-9.07171,-2.08,2.81575,-3.8588,-0.415567,-0.521081,-0.212944
9421,-1.57185,0,-9.07065,-2.07252,2.79832,-3.88269,-0.41637,-0.513809,-0.213811
9422,-1.57391,0,-9.06958,-2.0642,2.78295,-3.90769,-0.417406,-0.506439,-0.214439
9423,-1.57597,0,-9.06851,-2.05579,2.76991,-3.93016,-0.418159,-0.499851,-0.214872
9424,-1.57803,0,-9.06744,-2.0453,2.76029,-3.95755,-0.41841,-0.492229,-0.215411
9425,-1.58009,0,-9.06638,-2.0345,2.74918,-3.98148,-0.418274,-0.485333,-0.216008
9426,-1.58215,0,-9.06531,-2.01622,2.7336,-4.00493,-0.417851,-0.476756,-0.217389
9427,-1.5842,0,-9.06424,-1.99491,2.71744,-4.03006,-0.417648,-0.467746,-0.218739
9428,-1.58626,0,-9.06318,-1.97774,2.71201,-4.06377,-0.417238,-0.458024,-0.218857
9429,-1.58831,0,-9.06211,-1.94691,2.69161,-4.09315,-0.417043,-0.447038,-0.220384
9430,-1.59037,0,-9.06104,-1.92345,2.67434,-4.11994,-0.417589,-0.4389,-0.220998
9431,-1.59242,0,-9.05998,-1.89766,2.65733,-4.14625,-0.418458,-0.432344,-0.222399
9432,-1.59447,0,-9.05891,-1.88352,2.6506,-4.17732,-0.418027,-0.425956,-0.222411
9433,-1.59652,0,-9.05785,-1.87091,2.63568,-4.20445,-0.418062,-0.421638,-0.222563
9434,-1.59857,0,-9.05678,-1.86875,2.63195,-4.23337,-0.417601,-0.417025,-0.220983
9435,-1.60062,0,-9.05572,-1.86818,2.62839,-4.26272,-0.416762,-0.410613,-0.218149
9436,-1.60267,0,-9.05465,-1.86461,2.62504,-4.28909,-0.416311,-0.404797,-0.216064
9437,-1.60471,0,-9.05359,-1.85467,2.61759,-4.31519,-0.416087,-0.398275,-0.214696
9438,-1.60676,0,-9.05252,-1.83929,2.61052,-4.34833,-0.415122,-0.389659,-0.214096
9439,-1.60881,0,-9.05146,-1.82105,2.59425,-4.38385,-0.414602,-0.38194,-0.214351
9440,-1.61085,0,-9.0504,-1.79975,2.57349,-4.41434,-0.414016,-0.3755,-0.215341
9441,-1.61289,0,-9.04933,-1.78182,2.55041,-4.43759,-0.413061,-0.371145,-0.215738
9442,-1.61493,0,-9.04827,-1.76,2.5237,-4.47527,-0.412362,-0.364968,-0.217619
9443,-1.61697,0,-9.04721,-1.74516,2.49501,-4.49193,-0.410638,-0.361684,-0.217639
9444,-1.61901,0,-9.04614,-1.72661,2.46827,-4.51151,-0.409189,-0.357724,-0.218145
9445,-1.62105,0,-9.04508,-1.70971,2.44029,-4.51919,-0.406921,-0.354546,-0.217174
9446,-1.62309,0,-9.04402,-1.6925,2.41274,-4.52002,-0.404752,-0.352701,-0.215632
9447,-1.62513,0,-9.04296,-1.67094,2.37967,-4.51296,-0.401436,-0.351548,-0.213109
9448,-1.62716,0,-9.0419,-1.64306,2.33349,-4.49655,-0.398041,-0.35108,-0.210846
9449,-1.6292,0,-9.04083,-1.61188,2.28851,-4.48851,-0.39486,-0.348791,-0.208647
9450,-1.63123,0,-9.03977,-1.57834,2.24019,-4.45891,-0.390704,-0.350061,-0.204689
9451,-1.63326,0,-9.03871,-1.54146,2.19046,-4.44275,-0.387163,-0.349556,-0.202021
9452,-1.63529,0,-9.03765,-1.50714,2.1347,-4.41517,-0.38247,-0.351688,-0.198725
9453,-1.63732,0,-9.03659,-1.47246,2.08114,-4.40469,-0.378893,-0.352453,-0.196987
9454,-1.63935,0,-9.03553,-1.44053,2.01982,-4.37383,-0.374511,-0.356799,-0.19381
9455,-1.64138,0,-9.03447,-1.40887,1.96429,-4.35551,-0.371006,-0.359788,-0.192299
9456,-1.64341,0,-9.03341,-1.38208,1.91351,-4.33422,-0.366483,-0.36335,-0.189123
9457,-1.64543,0,-9.03235,-1.35572,1.86007,-4.31765,-0.362782,-0.367056,-0.187108
9458,-1.64746,0,-9.03129,-1.33063,1.80578,-4.30461,-0.358135,-0.371037,-0.185174
9459,-1.64948,0,-9.03024,-1.30341,1.74345,-4.28908,-0.352315,-0.375256,-0.183221
9460,-1.65151,0,-9.02918,-1.27602,1.67001,-4.27051,-0.345611,-0.379312,-0.180209
9461,-1.65353,0,-9.02812,-1.25133,1.59265,-4.258,-0.339056,-0.382469,-0.177515
9462,-1.65555,0,-9.02706,-1.23267,1.5204,-4.25186,-0.33346,-0.385291,-0.175353
9463,-1.65757,0,-9.026,-1.21834,1.45548,-4.23918,-0.328482,-0.389463,-0.172359
9464,-1.65959,0,-9.02494,-1.20966,1.3903,-4.22239,-0.324215,-0.395117,-0.168826
9465,-1.66161,0,-9.02389,-1.20496,1.32604,-4.2149,-0.320194,-0.400183,-0.166088
9466,-1.66363,0,-9.02283,-1.20398,1.26224,-4.21129,-0.315995,-0.404174,-0.163761
9467,-1.66564,0,-9.02177,-1.21008,1.20228,-4.21569,-0.312283,-0.407029,-0.161948
9468,-1.66766,0,-9.02072,-1.21755,1.14979,-4.2207,-0.308632,-0.409082,-0.160054
9469,-1.66967,0,-9.01966,-1.22797,1.09818,-4.22148,-0.305495,-0.411494,-0.156753
9470,-1.67169,0,-9.0186,-1.2365,1.04832,-4.21816,-0.303289,-0.414293,-0.15311
9471,-1.6737,0,-9.01755,-1.24546,1.00515,-4.21698,-0.301622,-0.416591,-0.148965
9472,-1.67571,0,-9.01649,-1.25089,0.965528,-4.21495,-0.300651,-0.418712,-0.145335
9473,-1.67772,0,-9.01544,-1.25517,0.932021,-4.22065,-0.299725,-0.419143,-0.142405
9474,-1.67973,0,-9.01438,-1.25984,0.899585,-4.22979,-0.299438,-0.418968,-0.140745
9475,-1.68174,0,-9.01333,-1.26548,0.870157,-4.242,-0.299625,-0.418316,-0.139687
9476,-1.68375,0,-9.01227,-1.2702,0.845222,-4.25308,-0.299842,-0.417369,-0.139224
9477,-1.68575,0,-9.01122,-1.27587,0.821601,-4.26181,-0.300396,-0.416676,-0.138717
9478,-1.68776,0,-9.01016,-1.28087,0.803103,-4.27267,-0.301183,-0.416074,-0.138345
9479,-1.68976,0,-9.00911,-1.28583,0.784529,-4.28033,-0.301829,-0.415761,-0.13788
9480,-1.69177,0,-9.00806,-1.28895,0.767779,-4.28988,-0.302309,-0.415092,-0.137656
9481,-1.69377,0,-9.007,-1.29123,0.752465,-4.29773,-0.302376,-0.414049,-0.136873
9482,-1.69577,0,-9.00595,-1.28785,0.735317,-4.30714,-0.302271,-0.412512,-0.136862
9483,-1.69777,0,-9.0049,-1.28319,0.719681,-4.32158,-0.301783,-0.409184,-0.136613
9484,-1.69977,0,-9.00384,-1.27667,0.706658,-4.33516,-0.301074,-0.40523,-0.136766
9485,-1.70177,0,-9.00279,-1.26874,0.696178,-4.34903,-0.300291,-0.401311,-0.136624
9486,-1.70377,0,-9.00174,-1.25918,0.683434,-4.36279,-0.299831,-0.397379,-0.136987
9487,-1.70576,0,-9.00069,-1.25217,0.673006,-4.37464,-0.29932,-0.393978,-0.13709
9488,-1.70776,0,-8.99964,-1.24366,0.659642,-4.38425,-0.298675,-0.391646,-0.136947
9489,-1.70975,0,-8.99858,-1.23006,0.644475,-4.38568,-0.296761,-0.390255,-0.136032
9490,-1.71175,0,-8.99753,-1.21692,0.624191,-4.39065,-0.294671,-0.388344,-0.134331
9491,-1.71374,0,-8.99648,-1.20232,0.598181,-4.39415,-0.292749,-0.386864,-0.132977
9492,-1.71573,0,-8.99543,-1.18677,0.568801,-4.39776,-0.290547,-0.385205,-0.131376
9493,-1.71772,0,-8.99438,-1.1721,0.535128,-4.40042,-0.2884,-0.383679,-0.129979
9494,-1.71971,0,-8.99333,-1.15758,0.49991,-4.40185,-0.286276,-0.382459,-0.128347
9495,-1.7217,0,-8.99228,-1.14712,0.468815,-4.40561,-0.28407,-0.381264,-0.125154
9496,-1.72369,0,-8.99123,-1.14061,0.436881,-4.40339,-0.28211,-0.380782,-0.120068
9497,-1.72567,0,-8.99018,-1.13274,0.402371,-4.40013,-0.280329,-0.380763,-0.114586
9498,-1.72766,0,-8.98913,-1.1239,0.365932,-4.39948,-0.278623,-0.37986,-0.109792
9499,-1.72964,0,-8.98808,-1.11797,0.328702,-4.40275,-0.276983,-0.378334,-0.10488
9500,-1.73163,0,-8.98704,-1.1137,0.290052,-4.40468,-0.275605,-0.376659,-0.100207
9501,-1.73361,0,-8.98599,-1.10956,0.252051,-4.41084,-0.274481,-0.374395,-0.0962067
9502,-1.73559,0,-8.98494,-1.10889,0.217608,-4.4183,-0.273274,-0.371825,-0.0916477
9503,-1.73757,0,-8.98389,-1.10648,0.180354,-4.42408,-0.272043,-0.369689,-0.0865262
9504,-1.73955,0,-8.98284,-1.09861,0.139862,-4.43078,-0.270641,-0.366942,-0.0816009
9505,-1.74153,0,-8.9818,-1.09253,0.100037,-4.44238,-0.269068,-0.363032,-0.0759376
9506,-1.74351,0,-8.98075,-1.08455,0.0602301,-4.45341,-0.267456,-0.359136,-0.0701432
9507,-1.74549,0,-8.9797,-1.07576,0.0204588,-4.46496,-0.265746,-0.354713,-0.064
9508,-1.74746,0,-8.97865,-1.06715,-0.0194392,-4.47721,-0.264251,-0.350337,-0.057302
9509,-1.74944,0,-8.97761,-1.05754,-0.0584769,-4.48911,-0.263088,-0.346183,-0.0509478
9510,-1.75141,0,-8.97656,-1.04393,-0.0987974,-4.50195,-0.262319,-0.341785,-0.0467668
9511,-1.75339,0,-8.97552,-1.03931,-0.135616,-4.51699,-0.261668,-0.336316,-0.0435945
9512,-1.75536,0,-8.97447,-1.03221,-0.169304,-4.53407,-0.260885,-0.330618,-0.0414766
9513,-1.75733,0,-8.97342,-1.02424,-0.202552,-4.55247,-0.260142,-0.32523,-0.0391215
9514,-1.7593,0,-8.97238,-1.01242,-0.234659,-4.57137,-0.259115,-0.320176,-0.0365155
9515,-1.76127,0,-8.97133,-0.999779,-0.268378,-4.58956,-0.258402,-0.315329,-0.0338826
9516,-1.76324,0,-8.97029,-0.982285,-0.298331,-4.61111,-0.257008,-0.310451,-0.0300232
9517,-1.7652,0,-8.96924,-0.960141,-0.331249,-4.63472,-0.255263,-0.305283,-0.0243772
9518,-1.76717,0,-8.9682,-0.934434,-0.367152,-4.6608,-0.253339,-0.299457,-0.017996
9519,-1.76914,0,-8.96716,-0.907394,-0.40514,-4.68406,-0.251458,-0.294054,-0.0115706
9520,-1.7711,0,-8.96611,-0.879199,-0.445261,-4.70781,-0.24999,-0.287944,-0.00674614
9521,-1.77306,0,-8.96507,-0.851979,-0.483493,-4.73506,-0.248879,-0.281003,-0.00334726
9522,-1.77503,0,-8.96402,-0.82476,-0.521161,-4.76441,-0.248149,-0.273534,-0.000948311
9523,-1.77699,0,-8.96298,-0.797207,-0.558062,-4.79879,-0.247364,-0.264776,-0.000157564
9524,-1.77895,0,-8.96194,-0.772603,-0.597688,-4.82889,-0.24715,-0.256084,-0.000851547
9525,-1.78091,0,-8.9609,-0.750084,-0.631356,-4.86015,-0.246826,-0.247822,-0.00160489
9526,-1.78287,0,-8.95985,-0.728652,-0.658926,-4.89215,-0.246297,-0.240521,-0.00155553
9527,-1.78483,0,-8.95881,-0.709602,-0.68443,-4.92322,-0.246137,-0.233745,-0.000947331
9528,-1.78678,0,-8.95777,-0.69016,-0.702842,-4.95713,-0.245699,-0.227562,0.000873197
9529,-1.78874,0,-8.95673,-0.670253,-0.72328,-4.98363,-0.245808,-0.222926,0.00315921
9530,-1.79069,0,-8.95569,-0.647548,-0.738402,-5.01113,-0.245445,-0.219143,0.00544917
9531,-1.79265,0,-8.95465,-0.628687,-0.756195,-5.0305,-0.245895,-0.216409,0.00681078
9532,-1.7946,0,-8.9536,-0.612676,-0.776452,-5.04439,-0.247165,-0.213704,0.00646537
9533,-1.79655,0,-8.95256,-0.601306,-0.792873,-5.05681,-0.248576,-0.210561,0.00517191
9534,-1.7985,0,-8.95152,-0.591989,-0.808464,-5.06703,-0.249901,-0.207793,0.00366216
9535,-1.80045,0,-8.95048,-0.583905,-0.822273,-5.0751,-0.250608,-0.205677,0.00292033
9536,-1.8024,0,-8.94944,-0.57742,-0.837783,-5.08154,-0.251117,-0.204358,0.0028746
9537,-1.80435,0,-8.9484,-0.571899,-0.852915,-5.08436,-0.251649,-0.20401,0.00289163
9538,-1.8063,0,-8.94736,-0.569063,-0.870301,-5.08332,-0.252341,-0.204462,0.00300279
9539,-1.80825,0,-8.94632,-0.567977,-0.887975,-5.08062,-0.253042,-0.205265,0.00321799
9540,-1.81019,0,-8.94529,-0.567451,-0.90639,-5.07528,-0.253847,-0.206793,0.0038574
9541,-1.81214,0,-8.94425,-0.567558,-0.924346,-5.06391,-0.254962,-0.209346,0.0044116
9542,-1.81408,0,-8.94321,-0.569168,-0.939616,-5.05416,-0.256053,-0.212327,0.00513296
9543,-1.81602,0,-8.94217,-0.568846,-0.952855,-5.04832,-0.256546,-0.214839,0.00631235
9544,-1.81796,0,-8.94113,-0.569845,-0.97109,-5.03588,-0.257329,-0.217481,0.00758933
9545,-1.8199,0,-8.94009,-0.569811,-0.988412,-5.02562,-0.257964,-0.21961,0.00873303
9546,-1.82184,0,-8.93906,-0.56853,-1.0058,-5.01536,-0.258196,-0.221925,0.0107874
9547,-1.82378,0,-8.93802,-0.566062,-1.0253,-5.00604,-0.257971,-0.223707,0.0133428
9548,-1.82572,0,-8.93698,-0.561318,-1.04915,-4.99954,-0.257484,-0.224042,0.0164085
9549,-1.82766,0,-8.93595,-0.557465,-1.07535,-4.99103,-0.256783,-0.223873,0.020138
9550,-1.82959,0,-8.93491,-0.552759,-1.10142,-4.98139,-0.256052,-0.224186,0.0241075
9551,-1.83153,0,-8.93387,-0.550867,-1.12444,-4.97701,-0.25457,-0.223141,0.0293191
9552,-1.83346,0,-8.93284,-0.547505,-1.15225,-4.9697,-0.253005,-0.221887,0.0351116
9553,-1.8354,0,-8.9318,-0.541618,-1.18197,-4.96572,-0.251357,-0.21957,0.0406057
9554,-1.83733,0,-8.93076,-0.534932,-1.21186,-4.96587,-0.249584,-0.216362,0.0461818
9555,-1.83926,0,-8.92973,-0.527933,-1.24347,-4.9668,-0.24748,-0.212777,0.0530058
9556,-1.84119,0,-8.92869,-0.51795,-1.27814,-4.96514,-0.245326,-0.209244,0.0598454
9557,-1.84312,0,-8.92766,-0.507996,-1.31412,-4.96508,-0.243325,-0.20529,0.067034
9558,-1.84505,0,-8.92662,-0.497464,-1.35174,-4.96176,-0.241213,-0.201537,0.0747699
9559,-1.84698,0,-8.92559,-0.487736,-1.38832,-4.95535,-0.238035,-0.198321,0.0844705
9560,-1.8489,0,-8.92456,-0.481443,-1.42988,-4.93518,-0.23493,-0.195711,0.0943721
9561,-1.85083,0,-8.92352,-0.477756,-1.47481,-4.90863,-0.232332,-0.192888,0.103163
9562,-1.85275,0,-8.92249,-0.471022,-1.52313,-4.87423,-0.230542,-0.190405,0.110062
9563,-1.85468,0,-8.92145,-0.463408,-1.56697,-4.85046,-0.228791,-0.187408,0.117605
9564,-1.8566,0,-8.92042,-0.452555,-1.60467,-4.8364,-0.226435,-0.185001,0.127259
9565,-1.85852,0,-8.91939,-0.440273,-1.641,-4.82811,-0.224089,-0.182546,0.137329
9566,-1.86044,0,-8.91836,-0.424753,-1.67795,-4.81984,-0.222479,-0.179735,0.145175
9567,-1.86236,0,-8.91732,-0.409554,-1.71412,-4.81278,-0.22131,-0.176954,0.152203
9568,-1.86428,0,-8.91629,-0.391857,-1.7527,-4.80415,-0.220615,-0.174178,0.157193
9569,-1.8662,0,-8.91526,-0.375098,-1.79402,-4.79104,-0.220109,-0.17078,0.160661
9570,-1.86812,0,-8.91423,-0.360697,-1.83141,-4.78422,-0.219231,-0.167234,0.164727
9571,-1.87003,0,-8.9132,-0.346139,-1.86748,-4.77487,-0.218612,-0.164316,0.168191
