time,ax,ay,az,fx,fy,fz,tx,ty,tz
9042,-0.708204,0,-9.4944,-1.10811,-0.568969,-4.76677,-0.290728,-0.277379,-0.00906437
9043,-0.710721,0,-9.49323,-1.11866,-0.563837,-4.76549,-0.290536,-0.277418,-0.00870182
9044,-0.713237,0,-9.49206,-1.12597,-0.561917,-4.76166,-0.29068,-0.277745,-0.00875238
9045,-0.715751,0,-9.49089,-1.13199,-0.556731,-4.76006,-0.290326,-0.277669,-0.00827913
9046,-0.718263,0,-9.48972,-1.13751,-0.553424,-4.76101,-0.290365,-0.277219,-0.00790715
9047,-0.720775,0,-9.48855,-1.14177,-0.548686,-4.76142,-0.290223,-0.276815,-0.00764983
9048,-0.723285,0,-9.48739,-1.14754,-0.545979,-4.75929,-0.290375,-0.277272,-0.00761291
9049,-0.725793,0,-9.48622,-1.15184,-0.543619,-4.7556,-0.290337,-0.278376,-0.00738588
9050,-0.7283,0,-9.48505,-1.15651,-0.54405,-4.75106,-0.29008,-0.279525,-0.00634527
9051,-0.730806,0,-9.48388,-1.15849,-0.544113,-4.74626,-0.289757,-0.280522,-0.00591029
9052,-0.733311,0,-9.48271,-1.16025,-0.542616,-4.74398,-0.289339,-0.281028,-0.00483021
9053,-0.735814,0,-9.48155,-1.15918,-0.539047,-4.74521,-0.288769,-0.281425,-0.00359893
9054,-0.738315,0,-9.48038,-1.16068,-0.54134,-4.74058,-0.288336,-0.283271,-0.00173446
9055,-0.740816,0,-9.47921,-1.16004,-0.543768,-4.73598,-0.288276,-0.284524,-0.00192728
9056,-0.743314,0,-9.47805,-1.1607,-0.543385,-4.73662,-0.287665,-0.284443,-0.00071819
9057,-0.745812,0,-9.47688,-1.1559,-0.54433,-4.73588,-0.287342,-0.284334,-0.00051108
9058,-0.748308,0,-9.47571,-1.15633,-0.552592,-4.73036,-0.28757,-0.283152,-0.00129853
9059,-0.750803,0,-9.47455,-1.14976,-0.542714,-4.7463,-0.287426,-0.278942,-0.00416335
9060,-0.753296,0,-9.47338,-1.1473,-0.522355,-4.7724,-0.286641,-0.273202,-0.00485329
9061,-0.755788,0,-9.47222,-1.14778,-0.514968,-4.77648,-0.288234,-0.27142,-0.00864511
9062,-0.758279,0,-9.47105,-1.16392,-0.502949,-4.77835,-0.289258,-0.270761,-0.0105107
9063,-0.760768,0,-9.46989,-1.18897,-0.497593,-4.75944,-0.291001,-0.275536,-0.0103025
9064,-0.763256,0,-9.46873,-1.21433,-0.491538,-4.73399,-0.292345,-0.282179,-0.0090655
9065,-0.765743,0,-9.46756,-1.23937,-0.481527,-4.71601,-0.29288,-0.287968,-0.00597566
9066,-0.768228,0,-9.4664,-1.25678,-0.467965,-4.70514,-0.291965,-0.295161,-0.00177385
9067,-0.770712,0,-9.46523,-1.2727,-0.476413,-4.66946,-0.293723,-0.302133,-0.000770734
9068,-0.773194,0,-9.46407,-1.28611,-0.462385,-4.67223,-0.292744,-0.301718,0.00146445
9069,-0.775675,0,-9.46291,-1.29146,-0.446908,-4.68907,-0.292268,-0.299067,0.00224704
9070,-0.778155,0,-9.46175,-1.29654,-0.448279,-4.67966,-0.293803,-0.298805,-0.00035707
9071,-0.780633,0,-9.46058,-1.29749,-0.426093,-4.70411,-0.293042,-0.292373,-0.00236089
9072,-0.78311,0,-9.45942,-1.29425,-0.403602,-4.71793,-0.294658,-0.288116,-0.00667075
9073,-0.785586,0,-9.45826,-1.30138,-0.379612,-4.73757,-0.294395,-0.281978,-0.00925884
9074,-0.78806,0,-9.4571,-1.31679,-0.369963,-4.7372,-0.295457,-0.284141,-0.0112939
9075,-0.790533,0,-9.45594,-1.33668,-0.37067,-4.72247,-0.297913,-0.286192,-0.0157604
9076,-0.793004,0,-9.45478,-1.36455,-0.361468,-4.71372,-0.298133,-0.286028,-0.0140025
9077,-0.795475,0,-9.45362,-1.38015,-0.346486,-4.70389,-0.299812,-0.289258,-0.0136309
9078,-0.797944,0,-9.45246,-1.39852,-0.329958,-4.69734,-0.301045,-0.291894,-0.0131832
9079,-0.800411,0,-9.4513,-1.42125,-0.315565,-4.68893,-0.302012,-0.295727,-0.0115391
9080,-0.802877,0,-9.45014,-1.46881,-0.281006,-4.65531,-0.301272,-0.307078,-0.0067333
9081,-0.805342,0,-9.44898,-1.58424,-0.226382,-4.62033,-0.319066,-0.319158,-0.0126879
9082,-0.807805,0,-9.44782,-1.71967,-0.124583,-4.64845,-0.330331,-0.325643,-0.017364
9083,-0.810268,0,-9.44666,-1.81228,-0.0297578,-4.70264,-0.333707,-0.330308,-0.0249395
9084,-0.812728,0,-9.4455,-1.88662,-0.0198078,-4.69747,-0.330255,-0.330629,-0.0287601
9085,-0.815188,0,-9.44434,-1.93402,0.0126194,-4.70365,-0.32518,-0.324106,-0.024314
9086,-0.817646,0,-9.44319,-1.86904,0.00219495,-4.67576,-0.319804,-0.319463,-0.015906
9087,-0.820103,0,-9.44203,-1.73992,0.00858672,-4.721,-0.308042,-0.291217,-0.0127881
9088,-0.822558,0,-9.44087,-1.62988,-0.0245824,-4.74309,-0.304134,-0.277675,-0.0183711
9089,-0.825012,0,-9.43972,-1.53565,-0.0479245,-4.79231,-0.300452,-0.265078,-0.0304153
9090,-0.827465,0,-9.43856,-1.5155,-0.0844378,-4.77809,-0.299115,-0.267796,-0.0352683
9091,-0.829916,0,-9.4374,-1.52511,-0.105269,-4.71982,-0.302957,-0.284557,-0.0367536
9092,-0.832366,0,-9.43625,-1.5739,-0.0893733,-4.67303,-0.306727,-0.302107,-0.0354251
9093,-0.834815,0,-9.43509,-1.61036,-0.0741288,-4.64504,-0.311976,-0.314964,-0.0393733
9094,-0.837262,0,-9.43393,-1.64283,-0.0609516,-4.62628,-0.311672,-0.3221,-0.0381983
9095,-0.839708,0,-9.43278,-1.65292,-0.0660582,-4.60035,-0.310632,-0.329748,-0.0374895
9096,-0.842153,0,-9.43162,-1.62813,-0.0672951,-4.60574,-0.307027,-0.326581,-0.0361948
9097,-0.844596,0,-9.43047,-1.58458,-0.0665965,-4.6248,-0.301954,-0.318141,-0.0339316
9098,-0.847038,0,-9.42931,-1.54475,-0.0627717,-4.64417,-0.298743,-0.310449,-0.034352
9099,-0.849479,0,-9.42816,-1.52674,-0.0577469,-4.65235,-0.298004,-0.307269,-0.03705
9100,-0.851918,0,-9.42701,-1.5369,-0.0538636,-4.64783,-0.300036,-0.309248,-0.0402232
9101,-0.854356,0,-9.42585,-1.54509,-0.0489994,-4.64399,-0.302509,-0.311889,-0.043583
9102,-0.856793,0,-9.4247,-1.54676,-0.0428041,-4.64049,-0.301542,-0.312041,-0.0439491
9103,-0.859229,0,-9.42355,-1.54756,-0.0444127,-4.63182,-0.301637,-0.314297,-0.0440129
9104,-0.861663,0,-9.42239,-1.54399,-0.0441389,-4.62599,-0.301186,-0.31634,-0.0438562
9105,-0.864095,0,-9.42124,-1.53786,-0.0476479,-4.62283,-0.299743,-0.316798,-0.0421599
9106,-0.866527,0,-9.42009,-1.53087,-0.0524896,-4.61713,-0.298736,-0.318072,-0.0412332
9107,-0.868957,0,-9.41894,-1.52066,-0.0548643,-4.61773,-0.29715,-0.318046,-0.0402217
9108,-0.871386,0,-9.41779,-1.51352,-0.0592454,-4.61317,-0.296174,-0.318574,-0.0390451
9109,-0.873813,0,-9.41663,-1.5047,-0.062032,-4.60997,-0.295548,-0.319488,-0.0386333
9110,-0.876239,0,-9.41548,-1.4974,-0.0624108,-4.61009,-0.29461,-0.319811,-0.0379523
9111,-0.878664,0,-9.41433,-1.49383,-0.0651428,-4.60772,-0.294574,-0.320951,-0.0374409
9112,-0.881088,0,-9.41318,-1.48734,-0.06585,-4.6084,-0.294022,-0.321183,-0.0377144
9113,-0.88351,0,-9.41203,-1.48153,-0.066329,-4.61151,-0.29304,-0.32026,-0.0373797
9114,-0.885931,0,-9.41088,-1.47812,-0.0691284,-4.6108,-0.292735,-0.320285,-0.0379794
9115,-0.88835,0,-9.40973,-1.47454,-0.0692452,-4.61209,-0.292003,-0.31939,-0.0388056
9116,-0.890769,0,-9.40858,-1.47351,-0.0679069,-4.61527,-0.291676,-0.318478,-0.0384064
9117,-0.893186,0,-9.40743,-1.469,-0.067728,-4.61555,-0.291371,-0.318744,-0.0383734
9118,-0.895601,0,-9.40628,-1.46493,-0.0675818,-4.61477,-0.29112,-0.318492,-0.038969
9119,-0.898016,0,-9.40514,-1.46496,-0.0689871,-4.61305,-0.29123,-0.318809,-0.0392722
9120,-0.900429,0,-9.40399,-1.46907,-0.0676376,-4.61033,-0.291701,-0.319641,-0.0391563
9121,-0.90284,0,-9.40284,-1.47204,-0.0629483,-4.60629,-0.292054,-0.320798,-0.0392823
9122,-0.905251,0,-9.40169,-1.47924,-0.0567301,-4.60337,-0.292425,-0.322172,-0.0381365
9123,-0.90766,0,-9.40054,-1.48383,-0.050747,-4.59806,-0.292984,-0.324305,-0.0385655
9124,-0.910068,0,-9.3994,-1.49961,-0.0443646,-4.58688,-0.294572,-0.327532,-0.0389905
9125,-0.912474,0,-9.39825,-1.52066,-0.0346937,-4.58343,-0.296638,-0.330145,-0.0406845
9126,-0.914879,0,-9.3971,-1.55078,-0.024015,-4.57138,-0.299419,-0.333979,-0.0422878
9127,-0.917283,0,-9.39596,-1.5875,-0.00631181,-4.56747,-0.302249,-0.337409,-0.0435597
9128,-0.919686,0,-9.39481,-1.6241,0.011553,-4.56115,-0.305264,-0.34052,-0.044613
9129,-0.922087,0,-9.39367,-1.65884,0.0296535,-4.55854,-0.307767,-0.342909,-0.0454431
9130,-0.924487,0,-9.39252,-1.68594,0.0515397,-4.55985,-0.309697,-0.343493,-0.0464117
9131,-0.926886,0,-9.39138,-1.71788,0.0626526,-4.5531,-0.312626,-0.345943,-0.0479201
9132,-0.929283,0,-9.39023,-1.74875,0.0858262,-4.56346,-0.315781,-0.345596,-0.0504397
9133,-0.93168,0,-9.38909,-1.78184,0.107974,-4.56852,-0.31805,-0.345459,-0.0522339
9134,-0.934074,0,-9.38794,-1.81961,0.131237,-4.57603,-0.321746,-0.345805,-0.0537716
9135,-0.936468,0,-9.3868,-1.85302,0.162167,-4.58359,-0.324676,-0.346087,-0.0552865
9136,-0.93886,0,-9.38565,-1.88832,0.186662,-4.58909,-0.327107,-0.346152,-0.0554282
9137,-0.941251,0,-9.38451,-1.92105,0.207397,-4.59329,-0.33013,-0.347107,-0.0561886
9138,-0.943641,0,-9.38337,-1.95386,0.225216,-4.59278,-0.332738,-0.348554,-0.0561926
9139,-0.946029,0,-9.38222,-1.98362,0.249719,-4.6013,-0.33481,-0.348134,-0.0562867
9140,-0.948416,0,-9.38108,-2.01109,0.267376,-4.59967,-0.336716,-0.349154,-0.0558816
9141,-0.950802,0,-9.37994,-2.03375,0.282758,-4.60028,-0.338137,-0.350137,-0.0562818
9142,-0.953187,0,-9.3788,-2.05337,0.296314,-4.59862,-0.338282,-0.350585,-0.0559054
9143,-0.95557,0,-9.37765,-2.07514,0.305977,-4.59468,-0.33883,-0.352003,-0.0549478
9144,-0.957952,0,-9.37651,-2.09342,0.314469,-4.58983,-0.339007,-0.35397,-0.0545664
9145,-0.960333,0,-9.37537,-2.11106,0.320802,-4.58773,-0.338273,-0.354859,-0.0532818
9146,-0.962712,0,-9.37423,-2.12768,0.323689,-4.57918,-0.337681,-0.356758,-0.052013
9147,-0.96509,0,-9.37309,-2.1453,0.324399,-4.57049,-0.337369,-0.35916,-0.0504461
9148,-0.967467,0,-9.37195,-2.16256,0.32319,-4.56023,-0.337817,-0.362221,-0.0496226
9149,-0.969843,0,-9.37081,-2.17326,0.326003,-4.55461,-0.33731,-0.364096,-0.0495021
9150,-0.972217,0,-9.36967,-2.1915,0.32453,-4.54341,-0.337224,-0.36607,-0.0476006
9151,-0.97459,0,-9.36853,-2.20313,0.326612,-4.54632,-0.338033,-0.367769,-0.0484854
9152,-0.976962,0,-9.36739,-2.21567,0.323993,-4.53943,-0.33732,-0.368293,-0.0483832
9153,-0.979332,0,-9.36625,-2.22687,0.323408,-4.54305,-0.338368,-0.367716,-0.0493043
9154,-0.981701,0,-9.36511,-2.23628,0.327029,-4.54325,-0.338693,-0.367309,-0.0495766
9155,-0.984069,0,-9.36397,-2.24481,0.334218,-4.55335,-0.339751,-0.365223,-0.0498239
9156,-0.986436,0,-9.36284,-2.24799,0.343353,-4.55998,-0.341067,-0.363829,-0.0503051
9157,-0.988801,0,-9.3617,-2.2427,0.353449,-4.56806,-0.341069,-0.361091,-0.0510652
9158,-0.991166,0,-9.36056,-2.231,0.35966,-4.57583,-0.339857,-0.35721,-0.051629
9159,-0.993528,0,-9.35942,-2.22111,0.361828,-4.58146,-0.338305,-0.353474,-0.0512596
9160,-0.99589,0,-9.35829,-2.20778,0.360864,-4.5828,-0.336915,-0.351358,-0.0516318
9161,-0.99825,0,-9.35715,-2.19765,0.360143,-4.58658,-0.33538,-0.348625,-0.0520273
9162,-1.00061,0,-9.35601,-2.1952,0.36207,-4.58956,-0.335308,-0.346015,-0.0525701
9163,-1.00297,0,-9.35488,-2.1911,0.366857,-4.59618,-0.336182,-0.344784,-0.0541531
9164,-1.00532,0,-9.35374,-2.1869,0.372605,-4.6062,-0.335935,-0.341249,-0.0556026
9165,-1.00768,0,-9.3526,-2.17892,0.378217,-4.61501,-0.335742,-0.338195,-0.0567995
9166,-1.01003,0,-9.35147,-2.16673,0.382049,-4.62003,-0.334453,-0.334553,-0.0569233
9167,-1.01239,0,-9.35033,-2.1512,0.385282,-4.62388,-0.332724,-0.330384,-0.0562793
9168,-1.01474,0,-9.3492,-2.12877,0.390787,-4.62421,-0.331134,-0.326717,-0.0558418
9169,-1.01709,0,-9.34806,-2.10947,0.396141,-4.62185,-0.329655,-0.323346,-0.0547242
9170,-1.01944,0,-9.34693,-2.09518,0.406424,-4.62275,-0.329396,-0.320132,-0.0545571
9171,-1.02178,0,-9.3458,-2.08577,0.421311,-4.62855,-0.330597,-0.316926,-0.055512
9172,-1.02413,0,-9.34466,-2.07692,0.443473,-4.63635,-0.331729,-0.313076,-0.0570485
9173,-1.02648,0,-9.34353,-2.06921,0.461362,-4.64322,-0.332835,-0.309165,-0.0585184
9174,-1.02882,0,-9.34239,-2.0665,0.474914,-4.65064,-0.335055,-0.306136,-0.060556
9175,-1.03116,0,-9.34126,-2.06365,0.497148,-4.66422,-0.336893,-0.301627,-0.0632336
9176,-1.0335,0,-9.34013,-2.05974,0.517866,-4.67344,-0.336952,-0.297172,-0.0646203
9177,-1.03584,0,-9.339,-2.06545,0.529674,-4.6805,-0.339555,-0.295547,-0.066394
9178,-1.03818,0,-9.33786,-2.06835,0.543755,-4.69214,-0.341663,-0.293995,-0.0695559
9179,-1.04052,0,-9.33673,-2.07903,0.561958,-4.69918,-0.343841,-0.292939,-0.0713835
9180,-1.04286,0,-9.3356,-2.09843,0.580041,-4.70816,-0.346972,-0.293387,-0.0723441
9181,-1.04519,0,-9.33447,-2.11633,0.603736,-4.70813,-0.349003,-0.294844,-0.0731485
9182,-1.04753,0,-9.33334,-2.1434,0.622505,-4.71705,-0.352621,-0.29524,-0.0742425
9183,-1.04986,0,-9.33221,-2.17823,0.656164,-4.73493,-0.358388,-0.298638,-0.0774498
9184,-1.05219,0,-9.33108,-2.21368,0.702511,-4.7484,-0.361429,-0.298233,-0.0796188
9185,-1.05452,0,-9.32995,-2.25339,0.745489,-4.77302,-0.365477,-0.298004,-0.0815437
9186,-1.05685,0,-9.32882,-2.28894,0.782121,-4.78265,-0.369265,-0.300999,-0.0830273
9187,-1.05918,0,-9.32769,-2.31676,0.812933,-4.78921,-0.370692,-0.302423,-0.0840504
9188,-1.06151,0,-9.32656,-2.34677,0.834349,-4.80298,-0.373028,-0.304005,-0.0863081
9189,-1.06383,0,-9.32543,-2.38471,0.864582,-4.81556,-0.377175,-0.308668,-0.0896169
9190,-1.06615,0,-9.3243,-2.43989,0.894318,-4.82931,-0.380971,-0.313528,-0.089796
9191,-1.06848,0,-9.32317,-2.49414,0.940423,-4.84118,-0.384462,-0.320356,-0.0909983
9192,-1.0708,0,-9.32204,-2.5708,0.970678,-4.85365,-0.390295,-0.328664,-0.0897503
9193,-1.07312,0,-9.32091,-2.64847,1.02845,-4.88686,-0.397926,-0.339416,-0.0926319
9194,-1.07544,0,-9.31979,-2.73359,1.07423,-4.90421,-0.402697,-0.347251,-0.0911149
9195,-1.07776,0,-9.31866,-2.81259,1.11805,-4.93277,-0.408989,-0.358232,-0.0927645
9196,-1.08007,0,-9.31753,-2.88424,1.15189,-4.95111,-0.412089,-0.36451,-0.0922977
9197,-1.08239,0,-9.31641,-2.94713,1.18464,-4.97275,-0.414774,-0.370194,-0.0927067
9198,-1.0847,0,-9.31528,-3.00368,1.20393,-4.98042,-0.417577,-0.376446,-0.091975
9199,-1.08702,0,-9.31415,-3.05688,1.22494,-4.9779,-0.418864,-0.380231,-0.0890582
9200,-1.08933,0,-9.31303,-3.10466,1.24112,-4.97322,-0.421567,-0.385423,-0.0871009
9201,-1.09164,0,-9.3119,-3.1491,1.25477,-4.96097,-0.424164,-0.390163,-0.0841768
9202,-1.09395,0,-9.31077,-3.18612,1.26697,-4.95429,-0.426874,-0.395948,-0.0833114
9203,-1.09626,0,-9.30965,-3.21959,1.27557,-4.95019,-0.42832,-0.400054,-0.0825946
9204,-1.09856,0,-9.30852,-3.24914,1.28479,-4.95441,-0.428459,-0.401633,-0.0822662
9205,-1.10087,0,-9.3074,-3.26596,1.28401,-4.95611,-0.427497,-0.40101,-0.0834148
9206,-1.10317,0,-9.30627,-3.26452,1.27767,-4.94242,-0.425729,-0.402045,-0.0854661
9207,-1.10548,0,-9.30515,-3.27562,1.27746,-4.93724,-0.425533,-0.402124,-0.0849502
9208,-1.10778,0,-9.30403,-3.28456,1.27818,-4.92527,-0.425369,-0.401703,-0.0832936
9209,-1.11008,0,-9.3029,-3.29477,1.28394,-4.9165,-0.425536,-0.400994,-0.0813466
9210,-1.11238,0,-9.30178,-3.29612,1.28644,-4.90474,-0.425205,-0.399964,-0.0800695
9211,-1.11468,0,-9.30066,-3.28724,1.2876,-4.89481,-0.423786,-0.397399,-0.0795953
9212,-1.11697,0,-9.29953,-3.26216,1.27806,-4.87712,-0.419944,-0.394001,-0.0795894
9213,-1.11927,0,-9.29841,-3.22699,1.2659,-4.85142,-0.414055,-0.387653,-0.0782518
9214,-1.12156,0,-9.29729,-3.19317,1.25371,-4.82533,-0.409893,-0.382765,-0.0758698
9215,-1.12386,0,-9.29617,-3.16089,1.24116,-4.79168,-0.4059,-0.380249,-0.0735672
9216,-1.12615,0,-9.29504,-3.13337,1.24539,-4.78331,-0.404428,-0.3747,-0.0743941
9217,-1.12844,0,-9.29392,-3.11676,1.25508,-4.78273,-0.404449,-0.370866,-0.0762864
9218,-1.13073,0,-9.2928,-3.11015,1.27319,-4.80234,-0.406447,-0.364965,-0.0794371
9219,-1.13302,0,-9.29168,-3.11224,1.29588,-4.82784,-0.410066,-0.360894,-0.0819238
9220,-1.13531,0,-9.29056,-3.11481,1.31956,-4.85461,-0.413799,-0.356706,-0.0836132
9221,-1.13759,0,-9.28944,-3.11053,1.34352,-4.87453,-0.416083,-0.351861,-0.0842627
9222,-1.13988,0,-9.28832,-3.09707,1.36118,-4.87596,-0.416216,-0.34755,-0.0837677
9223,-1.14216,0,-9.2872,-3.07605,1.37285,-4.86594,-0.415009,-0.34294,-0.0825898
9224,-1.14445,0,-9.28608,-3.05305,1.38212,-4.85105,-0.413329,-0.339317,-0.0815211
9225,-1.14673,0,-9.28496,-3.03414,1.39292,-4.84216,-0.412286,-0.335455,-0.0817731
9226,-1.14901,0,-9.28384,-3.02397,1.40502,-4.84157,-0.412111,-0.332215,-0.0823974
9227,-1.15129,0,-9.28272,-3.01802,1.41749,-4.84505,-0.41259,-0.329466,-0.0841359
9228,-1.15356,0,-9.2816,-3.01122,1.43159,-4.84927,-0.413191,-0.326939,-0.0863774
9229,-1.15584,0,-9.28048,-3.00785,1.44295,-4.8583,-0.41388,-0.324014,-0.0885716
9230,-1.15812,0,-9.27937,-3.01379,1.45141,-4.87281,-0.416293,-0.322308,-0.0906074
9231,-1.16039,0,-9.27825,-3.02429,1.46219,-4.88652,-0.419919,-0.322125,-0.0927559
9232,-1.16266,0,-9.27713,-3.0397,1.47637,-4.90168,-0.424368,-0.322869,-0.0949035
9233,-1.16494,0,-9.27601,-3.05352,1.49311,-4.91416,-0.428211,-0.323388,-0.0968768
9234,-1.16721,0,-9.2749,-3.07079,1.51366,-4.93007,-0.431297,-0.323599,-0.0980788
9235,-1.16948,0,-9.27378,-3.08995,1.5263,-4.93174,-0.434195,-0.325377,-0.0987387
9236,-1.17174,0,-9.27266,-3.10617,1.535,-4.93115,-0.437237,-0.330035,-0.100544
9237,-1.17401,0,-9.27155,-3.1223,1.53875,-4.92797,-0.439869,-0.336279,-0.102482
9238,-1.17628,0,-9.27043,-3.14159,1.53452,-4.90346,-0.442734,-0.345483,-0.103329
9239,-1.17854,0,-9.26932,-3.15918,1.53357,-4.8627,-0.446701,-0.357491,-0.104369
9240,-1.18081,0,-9.2682,-3.17639,1.5323,-4.82028,-0.450931,-0.370611,-0.10507
9241,-1.18307,0,-9.26709,-3.18357,1.52524,-4.77698,-0.454416,-0.383094,-0.107189
9242,-1.18533,0,-9.26597,-3.19085,1.52058,-4.74196,-0.456993,-0.393144,-0.108615
9243,-1.18759,0,-9.26486,-3.19697,1.51899,-4.70597,-0.459179,-0.401951,-0.109789
9244,-1.18985,0,-9.26374,-3.20578,1.52403,-4.67622,-0.461338,-0.408735,-0.10967
9245,-1.19211,0,-9.26263,-3.21824,1.53499,-4.65883,-0.463779,-0.414344,-0.10857
9246,-1.19436,0,-9.26151,-3.22603,1.54918,-4.64551,-0.465603,-0.417947,-0.108279
9247,-1.19662,0,-9.2604,-3.23571,1.56944,-4.64856,-0.466675,-0.419506,-0.1077
9248,-1.19887,0,-9.25929,-3.2419,1.58217,-4.64397,-0.466667,-0.419983,-0.107466
9249,-1.20112,0,-9.25818,-3.24502,1.59055,-4.63668,-0.466725,-0.421595,-0.107898
9250,-1.20338,0,-9.25706,-3.2384,1.59508,-4.62259,-0.46657,-0.422593,-0.109918
9251,-1.20563,0,-9.25595,-3.23205,1.60263,-4.60796,-0.466268,-0.423139,-0.111793
9252,-1.20788,0,-9.25484,-3.22448,1.60828,-4.59315,-0.466195,-0.424334,-0.113571
9253,-1.21012,0,-9.25373,-3.21598,1.6189,-4.58894,-0.465907,-0.4243,-0.115426
9254,-1.21237,0,-9.25261,-3.20919,1.63764,-4.58765,-0.465389,-0.422079,-0.116424
9255,-1.21462,0,-9.2515,-3.20317,1.65665,-4.58636,-0.465112,-0.420161,-0.11708
9256,-1.21686,0,-9.25039,-3.19475,1.6742,-4.57881,-0.464409,-0.418711,-0.118113
9257,-1.21911,0,-9.24928,-3.19012,1.69507,-4.58041,-0.464193,-0.418265,-0.118919
9258,-1.22135,0,-9.24817,-3.18557,1.71308,-4.5827,-0.463402,-0.417629,-0.119867
9259,-1.22359,0,-9.24706,-3.18114,1.72575,-4.583,-0.461994,-0.417347,-0.121029
9260,-1.22583,0,-9.24595,-3.1741,1.73552,-4.57461,-0.460938,-0.417315,-0.122192
9261,-1.22807,0,-9.24484,-3.16961,1.74321,-4.56075,-0.460303,-0.418721,-0.122838
9262,-1.23031,0,-9.24373,-3.16239,1.73932,-4.53452,-0.460693,-0.423574,-0.123912
9263,-1.23254,0,-9.24262,-3.15413,1.73705,-4.51226,-0.461318,-0.428344,-0.125094
9264,-1.23478,0,-9.24151,-3.14627,1.73814,-4.48751,-0.461913,-0.432262,-0.125885
9265,-1.23701,0,-9.2404,-3.13889,1.74025,-4.4655,-0.463008,-0.435839,-0.126407
9266,-1.23924,0,-9.2393,-3.12858,1.74273,-4.43925,-0.463935,-0.43893,-0.127104
9267,-1.24148,0,-9.23819,-3.12084,1.75237,-4.4242,-0.464338,-0.440146,-0.127444
9268,-1.24371,0,-9.23708,-3.11618,1.76951,-4.41968,-0.464183,-0.439119,-0.127299
9269,-1.24594,0,-9.23597,-3.10845,1.78746,-4.415,-0.463278,-0.436224,-0.127445
9270,-1.24817,0,-9.23486,-3.0966,1.80284,-4.40862,-0.462442,-0.43205,-0.127978
9271,-1.25039,0,-9.23376,-3.07906,1.8193,-4.39345,-0.461827,-0.428282,-0.129191
9272,-1.25262,0,-9.23265,-3.05586,1.82582,-4.36926,-0.461712,-0.425839,-0.131121
9273,-1.25484,0,-9.23154,-3.02578,1.82778,-4.3396,-0.462268,-0.425412,-0.133949
9274,-1.25707,0,-9.23044,-2.99451,1.83257,-4.29718,-0.4637,-0.42842,-0.136929
9275,-1.25929,0,-9.22933,-2.95814,1.8363,-4.23476,-0.465858,-0.434686,-0.140512
9276,-1.26151,0,-9.22823,-2.91847,1.83722,-4.16279,-0.469171,-0.444896,-0.144439
9277,-1.26373,0,-9.22712,-2.87867,1.839,-4.08772,-0.47256,-0.457337,-0.148515
9278,-1.26595,0,-9.22602,-2.83985,1.85153,-4.026,-0.475081,-0.468805,-0.153024
9279,-1.26817,0,-9.22491,-2.79669,1.85794,-3.96509,-0.476689,-0.479931,-0.158366
9280,-1.27039,0,-9.22381,-2.75071,1.86653,-3.91487,-0.476907,-0.489284,-0.164524
9281,-1.2726,0,-9.2227,-2.70803,1.87941,-3.8788,-0.476132,-0.496022,-0.169834
9282,-1.27482,0,-9.2216,-2.67081,1.90096,-3.85535,-0.474758,-0.500587,-0.174021
9283,-1.27703,0,-9.22049,-2.64185,1.93333,-3.84149,-0.473002,-0.50244,-0.17629
9284,-1.27924,0,-9.21939,-2.61963,1.96829,-3.83412,-0.471446,-0.503539,-0.177084
9285,-1.28145,0,-9.21829,-2.59507,1.9954,-3.82065,-0.469931,-0.503348,-0.178044
9286,-1.28366,0,-9.21718,-2.56227,2.01688,-3.80359,-0.468991,-0.503427,-0.180348
9287,-1.28587,0,-9.21608,-2.52582,2.02703,-3.77641,-0.468131,-0.503819,-0.183019
9288,-1.28808,0,-9.21498,-2.48032,2.02876,-3.74357,-0.467883,-0.506519,-0.187634
9289,-1.29028,0,-9.21388,-2.43392,2.02174,-3.70239,-0.467705,-0.509555,-0.192023
9290,-1.29249,0,-9.21277,-2.39278,2.01907,-3.66032,-0.468068,-0.516226,-0.196299
9291,-1.29469,0,-9.21167,-2.36045,2.02603,-3.62117,-0.468482,-0.52474,-0.199706
9292,-1.2969,0,-9.21057,-2.33277,2.03649,-3.58997,-0.467847,-0.531471,-0.20233
9293,-1.2991,0,-9.20947,-2.31561,2.05004,-3.56397,-0.467266,-0.538132,-0.203253
9294,-1.3013,0,-9.20837,-2.30383,2.06993,-3.55197,-0.466715,-0.543005,-0.203441
9295,-1.3035,0,-9.20727,-2.29536,2.0909,-3.54364,-0.465697,-0.546269,-0.203203
9296,-1.3057,0,-9.20617,-2.28286,2.11199,-3.53509,-0.464336,-0.548914,-0.20417
9297,-1.3079,0,-9.20507,-2.2702,2.13264,-3.53247,-0.46251,-0.550156,-0.205385
9298,-1.31009,0,-9.20397,-2.25542,2.14836,-3.5296,-0.461042,-0.550236,-0.206466
9299,-1.31229,0,-9.20287,-2.24618,2.16554,-3.52193,-0.460009,-0.551074,-0.206503
9300,-1.31448,0,-9.20177,-2.23975,2.18565,-3.52221,-0.459511,-0.552422,-0.206418
9301,-1.31667,0,-9.20067,-2.23844,2.21068,-3.52448,-0.45864,-0.553236,-0.205758
9302,-1.31887,0,-9.19957,-2.24236,2.23792,-3.53678,-0.457299,-0.552267,-0.204399
9303,-1.32106,0,-9.19847,-2.24852,2.26386,-3.54526,-0.456058,-0.551366,-0.202827
9304,-1.32325,0,-9.19737,-2.2524,2.2881,-3.55234,-0.455455,-0.55013,-0.201299
