time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z
0,-0.0109863,-0.998779,0.0876465,-0.036848,-0.919933,9.68302,0.416311,-1.08424,-0.158233
663,-0.0109863,-0.998779,0.0876465,-0.036848,-0.919933,9.68302,0.416311,-1.08424,-0.158233
2069,-0.0109863,-0.998779,0.0876465,-0.0365532,-0.914449,9.68167,0.416267,-1.08432,-0.158328
3526,-0.0109863,-0.998779,0.0876465,-0.0367833,-0.907025,9.68317,0.416311,-1.08436,-0.15834
3993,-0.0117835,-0.994721,0.0882199,-0.0367833,-0.907025,9.68317,0.416311,-1.08436,-0.15834
4732,-0.0117835,-0.994721,0.0882199,-0.0367833,-0.907025,9.68317,0.416311,-1.08436,-0.15834
4972,-0.0117835,-0.994721,0.0882199,-0.0337134,-0.908505,9.68041,0.416263,-1.08437,-0.158406
6388,-0.0117835,-0.994721,0.0882198,-0.03166,-0.914013,9.6794,0.416228,-1.08438,-0.158492
7825,-0.0117835,-0.994721,0.0882198,-0.0292737,-0.908673,9.67862,0.41627,-1.08438,-0.158501
7905,-0.0122236,-0.996141,0.0898916,-0.0292737,-0.908673,9.67862,0.41627,-1.08438,-0.158501
9263,-0.0122236,-0.996141,0.0898915,-0.0276082,-0.910975,9.67927,0.416298,-1.08436,-0.15855
10698,-0.0122236,-0.996141,0.0898915,-0.0306111,-0.909899,9.67862,0.416273,-1.08441,-0.158396
11875,-0.0113802,-0.996605,0.0910016,-0.0306111,-0.909899,9.67862,0.416273,-1.08441,-0.158396
12113,-0.0113802,-0.996605,0.0910016,-0.043103,-0.902624,9.67834,0.416344,-1.08448,-0.158054
13556,-0.0113802,-0.996605,0.0910015,-0.0477773,-0.913866,9.67897,0.416319,-1.08452,-0.158396
14766,-0.0113802,-0.996605,0.0910015,-0.0477773,-0.913866,9.67897,0.416319,-1.08452,-0.158396
14962,-0.0113802,-0.996605,0.0910017,-0.0501104,-0.914017,9.68105,0.416403,-1.08452,-0.158377
15825,-0.014296,-0.99659,0.0888425,-0.0501104,-0.914017,9.68105,0.416403,-1.08452,-0.158377
16425,-0.014296,-0.99659,0.0888427,-0.0573045,-0.90889,9.68146,0.416455,-1.08452,-0.158315
17842,-0.014296,-0.99659,0.088843,-0.0636012,-0.908779,9.68609,0.416518,-1.08463,-0.157988
19274,-0.014296,-0.99659,0.0888432,-0.0734267,-0.903971,9.68435,0.416586,-1.0847,-0.158017
19749,-0.0157822,-0.994107,0.088852,-0.0734267,-0.903971,9.68435,0.416586,-1.0847,-0.158017
20696,-0.0157822,-0.994107,0.0888522,-0.0769678,-0.896663,9.68562,0.41662,-1.08478,-0.157986
22146,-0.0157822,-0.994107,0.0888524,-0.0778082,-0.898496,9.68796,0.416658,-1.0849,-0.158062
23580,-0.0157822,-0.994107,0.0888527,-0.0914744,-0.908252,9.69531,0.416756,-1.08494,-0.158129
23694,-0.0135532,-0.993303,0.0888581,-0.0914744,-0.908252,9.69531,0.416756,-1.08494,-0.158129
24933,-0.0135532,-0.993303,0.0888581,-0.0914744,-0.908252,9.69531,0.416756,-1.08494,-0.158129
24987,-0.0135532,-0.993303,0.0888579,-0.0931536,-0.910959,9.70146,0.41679,-1.0851,-0.157997
26417,-0.0135532,-0.993303,0.0888577,-0.0985402,-0.909019,9.70239,0.416829,-1.0852,-0.158055
27709,-0.0120501,-0.992711,0.0891248,-0.0985402,-0.909019,9.70239,0.416829,-1.0852,-0.158055
27897,-0.0120501,-0.99271,0.0891246,-0.10213,-0.900655,9.7045,0.416861,-1.0853,-0.15809
29302,-0.0120501,-0.99271,0.0891244,-0.101181,-0.903818,9.71022,0.416796,-1.08539,-0.158108
30746,-0.0120501,-0.99271,0.0891243,-0.104058,-0.905653,9.70972,0.416853,-1.08545,-0.157984
31657,-0.0112888,-0.996823,0.0927183,-0.104058,-0.905653,9.70972,0.416853,-1.08545,-0.157984
32193,-0.0112888,-0.996823,0.0927181,-0.107033,-0.907063,9.71331,0.416847,-1.08557,-0.157945
33644,-0.0112888,-0.996823,0.0927179,-0.106518,-0.90825,9.71369,0.416898,-1.08565,-0.157785
35009,-0.0112888,-0.996823,0.0927177,-0.107341,-0.911947,9.71802,0.416899,-1.08577,-0.157675
35012,-0.0112888,-0.996823,0.0927177,-0.107341,-0.911947,9.71802,0.416899,-1.08577,-0.157675
35653,-0.0135406,-0.998152,0.0950243,-0.107341,-0.911947,9.71802,0.416899,-1.08577,-0.157675
36468,-0.0135406,-0.998152,0.095024,-0.11224,-0.905285,9.71604,0.416939,-1.08586,-0.157845
37937,-0.0135406,-0.998152,0.0950237,-0.107086,-0.905186,9.71724,0.416985,-1.08592,-0.157767
39380,-0.0135406,-0.998151,0.0950233,-0.102205,-0.903898,9.71959,0.41701,-1.08598,-0.157669
39538,-0.00943084,-1.00072,0.0943047,-0.102205,-0.903898,9.71959,0.41701,-1.08598,-0.157669
40835,-0.00943084,-1.00072,0.0943044,-0.101837,-0.90424,9.7187,0.417032,-1.08593,-0.157745
42228,-0.00943084,-1.00072,0.094304,-0.105804,-0.90384,9.718,0.417073,-1.08603,-0.157843
43476,-0.00732499,-1.00089,0.0928799,-0.105804,-0.90384,9.718,0.417073,-1.08603,-0.157843
43668,-0.00732499,-1.00089,0.0928796,-0.102809,-0.904984,9.71747,0.417087,-1.08603,-0.157767
45093,-0.00732499,-1.00089,0.0928793,-0.0991625,-0.901547,9.71567,0.417049,-1.08606,-0.157724
45101,-0.00732499,-1.00089,0.0928793,-0.0991625,-0.901547,9.71567,0.417049,-1.08606,-0.157724
46515,-0.00732499,-1.00089,0.0928795,-0.100963,-0.898353,9.71682,0.41702,-1.0861,-0.157781
47393,-0.00756331,-1.00095,0.0919672,-0.100963,-0.898353,9.71682,0.41702,-1.0861,-0.157781
47930,-0.00756331,-1.00095,0.0919674,-0.0866253,-0.901753,9.71233,0.416995,-1.08608,-0.157841
49396,-0.00756331,-1.00095,0.0919675,-0.0844757,-0.896646,9.71144,0.417029,-1.0861,-0.157775
50834,-0.00756331,-1.00095,0.0919677,-0.0695799,-0.902586,9.70499,0.41692,-1.08594,-0.157984
51291,-0.00911507,-1.00064,0.0912083,-0.0695799,-0.902586,9.70499,0.41692,-1.08594,-0.157984
52278,-0.00911507,-1.00064,0.0912085,-0.05859,-0.898346,9.70654,0.416894,-1.08592,-0.158017
53689,-0.00911507,-1.00064,0.0912086,-0.0537674,-0.909093,9.70225,0.416785,-1.0858,-0.158231
55104,-0.00911507,-1.00064,0.0912088,-0.0651008,-0.90006,9.70311,0.416743,-1.08585,-0.158026
55127,-0.00911507,-1.00064,0.0912088,-0.0651008,-0.90006,9.70311,0.416743,-1.08585,-0.158026
55254,-0.00991233,-1.03595,0.0908065,-0.0651008,-0.90006,9.70311,0.416743,-1.08585,-0.158026
56566,-0.00991233,-1.03595,0.0908064,-0.0798725,-0.892365,9.69843,0.416751,-1.08603,-0.157998
57999,-0.00991233,-1.03595,0.0908062,-0.0772873,-0.895139,9.70002,0.416818,-1.08599,-0.157828
59184,-0.0100795,-1.00501,0.0905485,-0.0772873,-0.895139,9.70002,0.416818,-1.08599,-0.157828
59413,-0.0100795,-1.00501,0.0905483,-0.0532828,-0.896805,9.69547,0.416696,-1.08591,-0.158126
60849,-0.0100795,-1.00501,0.0905481,-0.0265686,-0.910842,9.69038,0.416667,-1.08556,-0.158272
62288,-0.0100795,-1.00501,0.090548,-0.0226668,-0.90681,9.68895,0.416593,-1.08552,-0.158361
63139,-0.0110025,-0.999132,0.0903827,-0.0226668,-0.90681,9.68895,0.416593,-1.08552,-0.158361
63728,-0.0110025,-0.999132,0.0903825,-0.0289585,-0.912292,9.68784,0.41659,-1.08543,-0.158407
65137,-0.0110025,-0.999132,0.0903823,-0.0646566,-0.896424,9.68742,0.41664,-1.08558,-0.157996
65143,-0.0110025,-0.999132,0.0903823,-0.0646566,-0.896424,9.68742,0.41664,-1.08558,-0.157996
66575,-0.0110025,-0.999133,0.0903821,-0.102795,-0.894565,9.68692,0.416464,-1.08584,-0.157911
67045,-0.0114719,-0.997244,0.0908012,-0.102795,-0.894565,9.68692,0.416464,-1.08584,-0.157911
68016,-0.0114719,-0.997244,0.0908009,-0.103876,-0.897882,9.68514,0.416575,-1.08582,-0.157868
69459,-0.0114719,-0.997244,0.0908007,-0.0824895,-0.899719,9.69154,0.416534,-1.08579,-0.157937
70864,-0.0114719,-0.997244,0.0908004,-0.037605,-0.906297,9.69112,0.41653,-1.08538,-0.158145
71001,-0.0114732,-0.994479,0.0910702,-0.037605,-0.906297,9.69112,0.41653,-1.08538,-0.158145
72309,-0.0114732,-0.99448,0.09107,-0.0276501,-0.921052,9.69497,0.416568,-1.0852,-0.158261
73752,-0.0114732,-0.99448,0.0910697,-0.0492903,-0.914545,9.69575,0.416546,-1.08527,-0.158093
74944,-0.0119522,-0.98962,0.09098,-0.0492903,-0.914546,9.69575,0.416546,-1.08527,-0.158093
75054,-0.0119522,-0.98962,0.09098,-0.0492903,-0.914546,9.69575,0.416546,-1.08527,-0.158093
75119,-0.0119522,-0.98962,0.0909799,-0.0831317,-0.904244,9.69796,0.41651,-1.08546,-0.157783
76608,-0.0119522,-0.98962,0.0909797,-0.142939,-0.902235,9.69572,0.41656,-1.08604,-0.157951
78042,-0.0119522,-0.989619,0.0909795,-0.13863,-0.900051,9.69781,0.416613,-1.08613,-0.15788
78873,-0.0121964,-0.988053,0.0921479,-0.13863,-0.900051,9.69781,0.416613,-1.08613,-0.15788
79478,-0.0121964,-0.988053,0.0921477,-0.126001,-0.90052,9.69834,0.416673,-1.08623,-0.157612
80863,-0.0121964,-0.988052,0.0921475,-0.0658985,-0.910842,9.70225,0.416783,-1.08577,-0.15778
82304,-0.0121964,-0.988052,0.0921473,-0.0391577,-0.922598,9.70826,0.41674,-1.08555,-0.157836
82789,-0.0129177,-1.00389,0.0928961,-0.0391577,-0.922598,9.70826,0.41674,-1.08555,-0.157836
83742,-0.0129177,-1.00389,0.0928959,-0.0521894,-0.921628,9.70662,0.416939,-1.08551,-0.158005
85152,-0.0129177,-1.00389,0.0928959,-0.0521894,-0.921628,9.70662,0.416939,-1.08551,-0.158005
85157,-0.0129177,-1.00389,0.0928852,-0.103667,-0.909528,9.70979,0.416852,-1.08577,-0.157564
86643,-0.0129177,-1.00389,0.0928744,-0.184774,-0.894055,9.71115,0.416752,-1.08652,-0.157498
86755,-0.0105345,-0.994134,0.0936202,-0.184774,-0.894055,9.71114,0.416752,-1.08652,-0.157498
88082,-0.0105345,-0.994134,0.0936095,-0.208923,-0.905005,9.70939,0.416803,-1.08688,-0.157565
89492,-0.0105345,-0.994134,0.0935987,-0.20296,-0.906147,9.71459,0.416715,-1.08717,-0.157519
90702,-0.00932028,-0.990996,0.0929449,-0.20296,-0.906147,9.71458,0.416715,-1.08717,-0.157519
90931,-0.00932028,-0.990996,0.0929342,-0.113282,-0.911597,9.7168,0.416787,-1.08664,-0.157909
92372,-0.00932028,-0.990996,0.0929234,-0.0512826,-0.913622,9.72698,0.416893,-1.08624,-0.157868
93798,-0.00932028,-0.990996,0.0929127,-0.02617,-0.930398,9.7245,0.417038,-1.08576,-0.158033
94618,-0.00965746,-1.00501,0.0925059,-0.02617,-0.930398,9.72449,0.417038,-1.08576,-0.158033
95103,-0.00965746,-1.00501,0.0925059,-0.02617,-0.930398,9.72449,0.417038,-1.08576,-0.158033
95238,-0.00965746,-1.00501,0.0924847,-0.0859167,-0.91837,9.72445,0.417107,-1.08595,-0.157718
96671,-0.00965746,-1.00501,0.0924634,-0.187983,-0.892558,9.71519,0.416963,-1.08683,-0.157608
98086,-0.00965746,-1.00501,0.0924422,-0.274107,-0.900334,9.71186,0.41693,-1.08776,-0.157421
98556,-0.00994938,-0.992032,0.0916719,-0.274107,-0.900334,9.71184,0.41693,-1.08776,-0.157421
99475,-0.00994938,-0.992032,0.0916507,-0.327088,-0.887809,9.71832,0.416742,-1.08886,-0.157435
100920,-0.00994938,-0.992032,0.0916294,-0.236142,-0.892584,9.71715,0.41675,-1.08859,-0.158121
102395,-0.00994938,-0.992032,0.0916082,-0.131375,-0.923472,9.72059,0.417011,-1.08798,-0.158013
102486,-0.0100984,-0.987841,0.0900869,-0.131375,-0.923472,9.72057,0.417011,-1.08798,-0.158013
103838,-0.0100984,-0.987841,0.0900656,-0.0459025,-0.930496,9.71894,0.417086,-1.08724,-0.158245
105108,-0.0100984,-0.987841,0.0900656,-0.0459025,-0.930496,9.71894,0.417086,-1.08724,-0.158245
105195,-0.0100984,-0.987841,0.0900248,-0.0271217,-0.934055,9.71513,0.417205,-1.08658,-0.158318
106415,-0.0133993,-1.01011,0.0890587,-0.0271217,-0.934055,9.71509,0.417205,-1.08658,-0.158318
106622,-0.0133993,-1.01011,0.089018,-0.171528,-0.907487,9.70526,0.417202,-1.08779,-0.157763
108092,-0.0133993,-1.01011,0.0889772,-0.306993,-0.883871,9.69548,0.416943,-1.08876,-0.15769
109532,-0.0133993,-1.01011,0.0889364,-0.490375,-0.879402,9.6989,0.416611,-1.09109,-0.157554
110388,-0.0155691,-1.01335,0.0923065,-0.490375,-0.879402,9.69886,0.416611,-1.09109,-0.157554
110945,-0.0155691,-1.01335,0.0922657,-0.4712,-0.889119,9.69806,0.416559,-1.09177,-0.157764
112390,-0.0155691,-1.01335,0.0922249,-0.357819,-0.906861,9.70802,0.416739,-1.09154,-0.157551
113837,-0.0155691,-1.01335,0.0921842,-0.193477,-0.934829,9.7103,0.416985,-1.09078,-0.157672
114334,-0.0166734,-1.01439,0.0901778,-0.193477,-0.934829,9.71026,0.416985,-1.09078,-0.157672
114880,-0.0166734,-1.01439,0.0901778,-0.193477,-0.934829,9.71026,0.416985,-1.09078,-0.157672
115291,-0.0166734,-1.01439,0.0901056,-0.0181938,-0.951174,9.71541,0.41716,-1.08876,-0.157975
116709,-0.0166734,-1.01439,0.0900334,-0.106589,-0.915592,9.70906,0.417121,-1.08951,-0.157713
118149,-0.0166734,-1.01439,0.0899611,-0.22958,-0.878103,9.7024,0.41678,-1.08992,-0.157564
118230,-0.0116302,-1.01077,0.0887366,-0.22958,-0.878102,9.70233,0.41678,-1.08992,-0.157564
119583,-0.0116302,-1.01077,0.0886643,-0.491672,-0.848233,9.70765,0.416233,-1.09274,-0.157117
121022,-0.0116302,-1.01077,0.0885921,-0.518725,-0.870418,9.71227,0.416278,-1.09394,-0.157548
122167,-0.0137041,-1.03041,0.086457,-0.518725,-0.870418,9.71221,0.416278,-1.09394,-0.157548
122458,-0.0137041,-1.03041,0.0863848,-0.396334,-0.910303,9.72377,0.416477,-1.09359,-0.157349
123855,-0.0137041,-1.03041,0.0863126,-0.181289,-0.956015,9.72683,0.416902,-1.09243,-0.157975
125090,-0.0137041,-1.03041,0.0863126,-0.181289,-0.956015,9.72683,0.416902,-1.09243,-0.157975
125316,-0.0137041,-1.03041,0.0862094,0.0815444,-0.967481,9.72171,0.417386,-1.08937,-0.158411
126141,-0.0147663,-1.03677,0.0849052,0.0815444,-0.967481,9.72161,0.417386,-1.08937,-0.158411
126753,-0.0147663,-1.03677,0.084802,0.0141893,-0.911524,9.71768,0.417022,-1.08947,-0.158007
128158,-0.0147663,-1.03677,0.0846988,-0.130787,-0.866828,9.70628,0.416452,-1.08971,-0.158145
129574,-0.0147663,-1.03677,0.0845956,-0.463982,-0.830272,9.72,0.415938,-1.09284,-0.158012
130042,-0.00969762,-0.983213,0.08877,-0.463982,-0.830272,9.7199,0.415938,-1.09284,-0.158012
131030,-0.00969762,-0.983213,0.0886669,-0.575785,-0.861693,9.72793,0.415862,-1.09496,-0.158371
132491,-0.00969762,-0.983213,0.0885637,-0.440832,-0.939124,9.7382,0.416516,-1.09463,-0.158058
133869,-0.00969762,-0.983213,0.0884605,-0.227931,-0.998084,9.732,0.416999,-1.09365,-0.158677
133985,-0.0128381,-1.06137,0.0861765,-0.227931,-0.998084,9.7319,0.416999,-1.09365,-0.158677
135142,-0.0128381,-1.06137,0.0861765,-0.227931,-0.998084,9.7319,0.416999,-1.09365,-0.158677
135304,-0.0128381,-1.06137,0.0860515,0.0959875,-0.999329,9.72129,0.417472,-1.08989,-0.159212
136741,-0.0128381,-1.06136,0.0859265,0.0331692,-0.910158,9.70245,0.416882,-1.08982,-0.158513
137987,-0.014448,-1.08669,0.0845322,0.0331692,-0.910157,9.70233,0.416882,-1.08982,-0.158513
138194,-0.014448,-1.08668,0.0844072,-0.13446,-0.853133,9.67876,0.416219,-1.09011,-0.158493
139607,-0.014448,-1.08668,0.0842822,-0.512178,-0.821015,9.68814,0.415687,-1.09363,-0.158282
141031,-0.014448,-1.08668,0.0841572,-0.684179,-0.854125,9.70311,0.415552,-1.09635,-0.158969
141927,-0.0119136,-0.993896,0.0879619,-0.684179,-0.854124,9.70299,0.415552,-1.09635,-0.158969
142463,-0.0119136,-0.993896,0.0878369,-0.512005,-0.984542,9.7067,0.416607,-1.09582,-0.158933
143910,-0.0119136,-0.993895,0.0877119,-0.262749,-1.01433,9.70608,0.417289,-1.09484,-0.159258
145143,-0.0119136,-0.993895,0.0877119,-0.262749,-1.01433,9.70608,0.417289,-1.09484,-0.159258
145375,-0.0119136,-0.993896,0.0875477,0.113576,-0.971748,9.68301,0.417176,-1.09053,-0.159829
145860,-0.010623,-1.02116,0.0914199,0.113576,-0.971748,9.68286,0.417176,-1.09053,-0.159829
146758,-0.010623,-1.02116,0.0912557,0.0703518,-0.899068,9.66108,0.416636,-1.0901,-0.159131
148225,-0.010623,-1.02117,0.0910914,-0.127363,-0.841224,9.63242,0.415859,-1.09072,-0.159297
149669,-0.010623,-1.02117,0.0909272,-0.510124,-0.810208,9.64705,0.415212,-1.09407,-0.158985
149785,-0.00602361,-1.02997,0.093584,-0.510124,-0.810208,9.6469,0.415212,-1.09407,-0.158985
151118,-0.00602361,-1.02997,0.0934198,-0.695193,-0.862838,9.66658,0.415208,-1.0972,-0.15963
152522,-0.00602361,-1.02997,0.0932555,-0.480414,-0.9976,9.67356,0.416706,-1.09611,-0.159844
153709,-0.0202706,-1.02836,0.0886036,-0.480414,-0.997601,9.67341,0.416706,-1.09611,-0.159844
153958,-0.0202706,-1.02836,0.0884394,-0.217058,-1.01017,9.67563,0.417083,-1.09498,-0.159917
154943,-0.0202706,-1.02836,0.0884394,-0.217058,-1.01017,9.67563,0.417083,-1.09498,-0.159917
155382,-0.0202706,-1.02836,0.0882089,0.174163,-0.959143,9.65879,0.416883,-1.09037,-0.16064
156848,-0.0202706,-1.02836,0.0879785,0.122519,-0.893422,9.63578,0.416418,-1.08997,-0.159576
157688,-0.0275751,-0.977144,0.092976,0.122519,-0.893422,9.63556,0.416418,-1.08997,-0.159576
158249,-0.0275751,-0.977144,0.0927456,-0.130849,-0.838146,9.60626,0.415928,-1.09082,-0.159707
159696,-0.0275751,-0.977144,0.0925152,-0.495385,-0.823409,9.61733,0.41545,-1.09399,-0.159321
161121,-0.0275751,-0.977144,0.0922848,-0.68249,-0.903913,9.63287,0.415583,-1.09706,-0.159769
161615,-0.0153908,-0.960722,0.0957281,-0.68249,-0.903913,9.63266,0.415583,-1.09706,-0.159769
162528,-0.0153908,-0.960722,0.0954977,-0.492611,-1.04601,9.62557,0.417146,-1.09597,-0.159957
163940,-0.0153908,-0.960722,0.0952672,-0.312971,-0.986154,9.62706,0.41702,-1.09566,-0.159877
165153,-0.0153908,-0.960722,0.0952672,-0.312971,-0.986154,9.62706,0.41702,-1.09566,-0.159877
165363,-0.0153908,-0.960722,0.0950321,-0.00911735,-0.932198,9.6127,0.41665,-1.09212,-0.160569
165510,-0.0166971,-1.06855,0.0925878,-0.00911735,-0.932198,9.61248,0.41665,-1.09212,-0.160569
166831,-0.0166971,-1.06855,0.0923526,-0.0988261,-0.914814,9.59458,0.416769,-1.09251,-0.159439
168287,-0.0166971,-1.06855,0.0921174,-0.303675,-0.837379,9.59546,0.415719,-1.09354,-0.159329
169481,-0.0173684,-0.992261,0.0928157,-0.303675,-0.837379,9.59525,0.415719,-1.09354,-0.159329
169716,-0.0173684,-0.992261,0.0925806,-0.540516,-0.886146,9.62037,0.415914,-1.09593,-0.159129
171114,-0.0173684,-0.992261,0.0923454,-0.566766,-0.965402,9.63637,0.416604,-1.09763,-0.15948
172593,-0.0173684,-0.992261,0.0921102,-0.293231,-1.01685,9.65194,0.417356,-1.09573,-0.159658
173414,-0.0156781,-0.96775,0.0928103,-0.293231,-1.01685,9.65172,0.417356,-1.09573,-0.159658
173960,-0.0156781,-0.96775,0.0925751,-0.0568781,-0.981922,9.64293,0.417278,-1.0943,-0.159292
175201,-0.0156781,-0.96775,0.0925751,-0.0568781,-0.981922,9.64293,0.417278,-1.0943,-0.159292
175418,-0.0156771,-0.96775,0.0923226,0.250565,-0.90103,9.61484,0.416836,-1.09023,-0.15971
176830,-0.015676,-0.96775,0.0920702,0.178278,-0.820976,9.60869,0.415907,-1.08965,-0.159006
177353,-0.00895655,-0.987934,0.0965393,0.178279,-0.820976,9.60845,0.415907,-1.08965,-0.159006
178290,-0.00895552,-0.987934,0.0962868,-0.0464021,-0.844393,9.60182,0.415857,-1.09016,-0.158765
179740,-0.00895449,-0.987934,0.0960343,-0.36399,-0.885564,9.63929,0.416068,-1.09284,-0.158748
181158,-0.00895346,-0.987934,0.0957818,-0.528981,-0.873963,9.68185,0.415636,-1.09531,-0.158519
181277,-0.00552869,-0.97033,0.090604,-0.52898,-0.873963,9.68161,0.415636,-1.09531,-0.158519
182563,-0.00552766,-0.97033,0.0903516,-0.340422,-1.0384,9.67167,0.417606,-1.09443,-0.158722
184008,-0.00552662,-0.970331,0.0900991,-0.0327839,-0.927677,9.67487,0.416831,-1.0924,-0.158434
184990,-0.00552662,-0.970331,0.0900991,-0.0327839,-0.927677,9.67487,0.416831,-1.0924,-0.158434
185178,-0.0158226,-1.00687,0.0869694,-0.0327839,-0.927677,9.67464,0.416831,-1.0924,-0.158434
185443,-0.0158226,-1.00687,0.0867268,0.320595,-0.859527,9.65655,0.415743,-1.08819,-0.159118
186864,-0.0158226,-1.00687,0.0864843,0.340075,-0.933008,9.634,0.416826,-1.08633,-0.158628
188289,-0.0158226,-1.00687,0.0862418,0.0792902,-0.835554,9.64397,0.415592,-1.08701,-0.158168
189113,-0.00975479,-0.959093,0.0886011,0.0792902,-0.835554,9.64374,0.415592,-1.08701,-0.158168
189705,-0.00975479,-0.959093,0.0883586,-0.306858,-0.930812,9.66214,0.41654,-1.09002,-0.158319
191143,-0.00975479,-0.959092,0.088116,-0.550851,-0.920026,9.69737,0.416407,-1.09301,-0.157835
192613,-0.00975479,-0.959092,0.0878735,-0.439949,-0.969601,9.6997,0.416705,-1.09324,-0.157471
193065,-0.00665035,-0.929574,0.0903521,-0.439949,-0.9696,9.69947,0.416705,-1.09324,-0.157471
194025,-0.00665035,-0.929574,0.0901096,-0.113366,-1.00629,9.67171,0.417688,-1.09116,-0.1578
195017,-0.00665035,-0.929574,0.0901096,-0.113366,-1.00629,9.67171,0.417688,-1.09116,-0.1578
195460,-0.00665035,-0.929574,0.0898423,0.216049,-0.835469,9.65853,0.415945,-1.08796,-0.158278
196939,-0.00665035,-0.929574,0.0895751,0.316159,-0.89528,9.62816,0.416431,-1.08537,-0.157966
196945,-0.00519252,-1.04665,0.0914197,0.316159,-0.89528,9.62792,0.416431,-1.08537,-0.157966
198374,-0.00519252,-1.04665,0.0911524,0.0572841,-0.906393,9.60886,0.416627,-1.08616,-0.157658
199760,-0.00519252,-1.04665,0.0908852,-0.325895,-0.874182,9.63246,0.416078,-1.08902,-0.158121
200915,-0.017605,-0.949298,0.0849956,-0.325895,-0.874183,9.63221,0.416078,-1.08902,-0.158121
201194,-0.017605,-0.949299,0.0847283,-0.670374,-0.885524,9.6559,0.416307,-1.09286,-0.157728
202624,-0.017605,-0.949299,0.0844611,-0.70227,-0.939919,9.66119,0.416765,-1.09496,-0.157474
204098,-0.017605,-0.949299,0.0841939,-0.400263,-0.939679,9.64536,0.417044,-1.09383,-0.158257
204857,-0.0239302,-0.917991,0.088503,-0.400263,-0.939679,9.64511,0.417044,-1.09383,-0.158257
205064,-0.0239302,-0.917991,0.088503,-0.400263,-0.939679,9.64511,0.417044,-1.09383,-0.158257
205491,-0.0239291,-0.917991,0.0881911,-0.02914,-0.853418,9.63472,0.416043,-1.09086,-0.158402
206962,-0.0239281,-0.917991,0.0878792,0.19845,-0.900209,9.60392,0.416511,-1.0879,-0.158607
208350,-0.0239271,-0.917991,0.0875673,0.0673346,-0.892684,9.59345,0.416412,-1.08778,-0.158669
208834,-0.02093,-1.04322,0.0906441,0.0673356,-0.892683,9.59316,0.416412,-1.08778,-0.158669
209792,-0.0209289,-1.04322,0.0903322,-0.329975,-0.859123,9.6115,0.415882,-1.09034,-0.158681
211230,-0.0209279,-1.04322,0.0900203,-0.715288,-0.888548,9.64321,0.416219,-1.09461,-0.158064
212665,-0.0209269,-1.04322,0.0897084,-0.814171,-0.88866,9.66613,0.415839,-1.09716,-0.1585
212775,-0.018448,-0.993273,0.089031,-0.81417,-0.88866,9.66584,0.415839,-1.09716,-0.1585
214083,-0.018447,-0.993273,0.0887191,-0.5465,-0.958137,9.65765,0.416518,-1.09691,-0.159347
215128,-0.018447,-0.993273,0.0887191,-0.5465,-0.958137,9.65765,0.416518,-1.09691,-0.159347
215544,-0.0184459,-0.993273,0.0883786,-0.0382032,-0.902745,9.66072,0.416376,-1.09317,-0.159681
216723,-0.0171828,-0.977155,0.0902644,-0.0382023,-0.902745,9.6604,0.416376,-1.09317,-0.159681
216984,-0.0171817,-0.977155,0.0899239,0.333066,-0.868522,9.64648,0.41574,-1.08902,-0.159655
218395,-0.0171807,-0.977155,0.0895834,0.404473,-0.939971,9.64622,0.416993,-1.08652,-0.159794
219818,-0.0171797,-0.977155,0.0892429,0.0891951,-0.848008,9.66,0.415718,-1.08754,-0.160017
220615,-0.0123671,-0.999014,0.090812,0.0891961,-0.848008,9.65968,0.415718,-1.08754,-0.160017
221243,-0.0123661,-0.999014,0.0904714,-0.355895,-0.92922,9.69187,0.416637,-1.09091,-0.159116
222703,-0.0123651,-0.999014,0.0901309,-0.599447,-0.974592,9.70688,0.417117,-1.09372,-0.159061
224108,-0.012364,-0.999014,0.0897904,-0.556041,-0.943158,9.70132,0.416626,-1.09529,-0.159488
224553,-0.0153922,-1.02447,0.0872289,-0.55604,-0.943158,9.701,0.416626,-1.09529,-0.159488
224777,-0.0153922,-1.02447,0.0872289,-0.55604,-0.943158,9.701,0.416626,-1.09529,-0.159488
225545,-0.0153912,-1.02447,0.0868074,-0.14719,-1.01719,9.6848,0.418052,-1.09223,-0.159116
227007,-0.0153901,-1.02447,0.0863859,0.17827,-0.862052,9.66009,0.416504,-1.08899,-0.158896
228448,-0.0153891,-1.02447,0.0859645,0.200566,-0.937964,9.63062,0.417259,-1.08687,-0.15929
228480,-0.016937,-1.03269,0.0905833,0.200567,-0.937965,9.63023,0.417259,-1.08687,-0.15929
229808,-0.016936,-1.03269,0.0901618,-0.21878,-0.953671,9.62064,0.417479,-1.08921,-0.159363
231300,-0.016935,-1.03269,0.0897403,-0.797561,-0.883424,9.63328,0.416814,-1.09456,-0.158729
232450,-0.0112628,-0.958692,0.0930153,-0.79756,-0.883424,9.63289,0.416814,-1.09456,-0.158729
232736,-0.0112618,-0.958692,0.0925938,-1.14178,-0.989871,9.63434,0.41781,-1.09898,-0.15867
234152,-0.0112608,-0.958693,0.0921724,-1.17098,-0.967761,9.6272,0.417994,-1.10246,-0.159134
234977,-0.0112608,-0.958693,0.0921724,-1.17098,-0.967761,9.6272,0.417994,-1.10246,-0.159134
235597,-0.0112597,-0.958693,0.0916205,-0.816296,-0.857952,9.61288,0.4167,-1.10113,-0.159108
