time,r11,r12,r13,r21,r22,r23,r31,r32,r33
565226,-3.39943e-06,-1,3.66775e-06,0.0543574,-3.84711e-06,-0.998522,0.998522,-3.19503e-06,0.0543574
574788,-3.86449e-06,-1,3.66723e-06,0.0570012,-3.88155e-06,-0.998374,0.998374,-3.64917e-06,0.0570012
585238,-3.5989e-06,-1,3.66664e-06,0.0597242,-3.87503e-06,-0.998215,0.998215,-3.37349e-06,0.0597242
595006,-3.7048e-06,-1,3.66602e-06,0.0624674,-3.89029e-06,-0.998047,0.998047,-3.46855e-06,0.0624674
604864,-3.73953e-06,-1,3.66534e-06,0.0653703,-3.90196e-06,-0.997861,0.997861,-3.49193e-06,0.0653703
614808,-3.84652e-06,-1,3.6646e-06,0.0684121,-3.91916e-06,-0.997657,0.997657,-3.58681e-06,0.0684121
624998,-3.64252e-06,-1,3.66379e-06,0.0715987,-3.91518e-06,-0.997434,0.997434,-3.37085e-06,0.0715987
634776,-3.65473e-06,-1,3.66289e-06,0.0749227,-3.92641e-06,-0.997189,0.997189,-3.37002e-06,0.0749227
645228,-3.49926e-06,-1,3.66195e-06,0.078265,-3.92459e-06,-0.996933,0.996933,-3.20193e-06,0.078265
654962,-3.95528e-06,-1,3.66094e-06,0.0817179,-3.97191e-06,-0.996655,0.996655,-3.64288e-06,0.0817179
665191,-3.7887e-06,-1,3.65982e-06,0.0853096,-3.96969e-06,-0.996354,0.996354,-3.46267e-06,0.0853096
674878,-3.86217e-06,-1,3.65864e-06,0.0889757,-3.98777e-06,-0.996034,0.996034,-3.52132e-06,0.0889757
685276,-4.03185e-06,-1,3.65741e-06,0.0927338,-4.01554e-06,-0.995691,0.995691,-3.67531e-06,0.0927338
695123,-4.10554e-06,-1,3.65611e-06,0.0964947,-4.03521e-06,-0.995334,0.995334,-3.73359e-06,0.0964947
704833,-4.17945e-06,-1,3.65471e-06,0.100309,-4.05551e-06,-0.994956,0.994956,-3.79177e-06,0.100309
715223,-4.08577e-06,-1,3.65324e-06,0.104182,-4.05903e-06,-0.994558,0.994558,-3.68294e-06,0.104182
724928,-3.6448e-06,-1,3.6517e-06,0.108105,-4.02432e-06,-0.994139,0.994139,-3.22867e-06,0.108105
735209,-3.95914e-06,-1,3.65009e-06,0.112099,-4.0709e-06,-0.993697,0.993697,-3.52502e-06,0.112099
744943,-3.80614e-06,-1,3.64839e-06,0.116144,-4.06576e-06,-0.993232,0.993232,-3.35664e-06,0.116144
755259,-3.82145e-06,-1,3.64656e-06,0.120312,-4.07984e-06,-0.992736,0.992736,-3.35497e-06,0.120312
764936,-3.93335e-06,-1,3.64457e-06,0.124688,-4.10657e-06,-0.992196,0.992196,-3.44821e-06,0.124688
775009,-3.85403e-06,-1,3.64247e-06,0.129182,-4.10982e-06,-0.991621,0.991621,-3.3512e-06,0.129182
785071,-3.66698e-06,-1,3.64027e-06,0.133709,-4.09789e-06,-0.991021,0.991021,-3.14732e-06,0.133709
795021,-3.98328e-06,-1,3.63798e-06,0.138282,-4.15385e-06,-0.990393,0.990393,-3.44194e-06,0.138282
805289,-3.90486e-06,-1,3.6355e-06,0.14302,-4.1566e-06,-0.98972,0.98972,-3.34477e-06,0.14302
815055,-4.2943e-06,-1,3.63286e-06,0.147881,-4.22796e-06,-0.989005,0.989005,-3.70985e-06,0.147881
825060,-4.03619e-06,-1,3.6302e-06,0.152687,-4.20391e-06,-0.988275,0.988275,-3.43458e-06,0.152687
834925,-4.38932e-06,-1,3.62749e-06,0.157446,-4.27333e-06,-0.987528,0.987528,-3.76344e-06,0.157446
844793,-4.49103e-06,-1,3.6246e-06,0.16229,-4.30539e-06,-0.986743,0.986743,-3.84325e-06,0.16229
855146,-4.40133e-06,-1,3.62152e-06,0.167236,-4.30658e-06,-0.985917,0.985917,-3.7337e-06,0.167236
864900,-4.19139e-06,-1,3.61848e-06,0.172083,-4.28577e-06,-0.985082,0.985082,-3.50618e-06,0.172083
875068,-2.6325e-06,-1,-6.22699e-06,0.176803,5.66345e-06,-0.984246,0.984246,-3.69198e-06,0.176803
885301,-2.57701e-06,-1,-6.22119e-06,0.181789,5.64905e-06,-0.983338,0.983338,-3.66501e-06,0.181789
894858,-2.24425e-06,-1,-6.21499e-06,0.187002,5.68568e-06,-0.98236,0.98236,-3.36687e-06,0.187002
905099,-2.34303e-06,-1,-6.20847e-06,0.192239,5.64225e-06,-0.981348,0.981348,-3.49284e-06,0.192239
915133,-2.24976e-06,-1,-6.20177e-06,0.197517,5.63523e-06,-0.9803,0.9803,-3.43039e-06,0.197517
924995,-2.67017e-06,-1,-6.19455e-06,0.203043,5.52335e-06,-0.97917,0.97917,-3.87231e-06,0.203043
934854,-2.71775e-06,-1,-6.18697e-06,0.208791,5.48317e-06,-0.97796,0.97796,-3.94964e-06,0.208791
944818,-2.11896e-06,-1,-6.17935e-06,0.214387,5.5814e-06,-0.976749,0.976749,-3.39446e-06,0.214387
955069,-2.49011e-06,-1,-6.17126e-06,0.220136,5.47171e-06,-0.975469,0.975469,-3.78754e-06,0.220136
965130,-2.60883e-06,-1,-6.16286e-06,0.226007,5.41378e-06,-0.974126,0.974126,-3.93418e-06,0.226007
974863,-2.42789e-06,-1,-6.1542e-06,0.231852,5.4236e-06,-0.972751,0.972751,-3.7886e-06,0.231852
985194,-2.65488e-06,-1,-6.1453e-06,0.237678,5.33819e-06,-0.971344,0.971344,-4.0394e-06,0.237678
995170,-3.20361e-06,-1,-6.13579e-06,0.243753,5.16983e-06,-0.969837,0.969837,-4.6026e-06,0.243753
1005124,-2.76909e-06,-1,-6.1259e-06,0.249916,5.23947e-06,-0.968268,0.968268,-4.21218e-06,0.249916
1015235,-2.39526e-06,-1,-6.11596e-06,0.255958,5.29914e-06,-0.966688,0.966688,-3.88089e-06,0.255958
1025367,-2.71563e-06,-1,-6.10549e-06,0.262152,5.18005e-06,-0.965027,0.965027,-4.22122e-06,0.262152
1034900,-2.55554e-06,-1,-6.09444e-06,0.268525,5.18438e-06,-0.963273,0.963273,-4.09819e-06,0.268525
1044989,-2.43227e-06,-1,-6.08335e-06,0.274745,5.18099e-06,-0.961517,0.961517,-4.01004e-06,0.274745
1055308,1.21365e-07,-1,-1.56681e-05,0.281218,1.50699e-05,-0.959644,0.959644,-4.28968e-06,0.281218
1065138,3.47309e-07,-1,-1.56367e-05,0.287721,1.50754e-05,-0.957714,0.957714,-4.16638e-06,0.287721
1074983,3.54674e-07,-1,-1.56053e-05,0.294052,1.50197e-05,-0.955789,0.955789,-4.24977e-06,0.294052
1085272,3.08397e-08,-1,-1.55719e-05,0.300633,1.48608e-05,-0.95374,0.95374,-4.65202e-06,0.300633
1095158,5.70249e-07,-1,-1.55374e-05,0.307256,1.4961e-05,-0.951627,0.951627,-4.23129e-06,0.307256
1104973,5.82296e-07,-1,-1.55021e-05,0.313862,1.49016e-05,-0.949468,0.949468,-4.31267e-06,0.313862
1115266,5.14295e-07,-1,-1.54648e-05,0.320707,1.48129e-05,-0.947178,0.947178,-4.47255e-06,0.320707
1124855,6.60948e-07,-1,-1.54268e-05,0.327489,1.47925e-05,-0.944855,0.944855,-4.42761e-06,0.327489
1135265,9.26657e-07,-1,-1.53883e-05,0.334216,1.48131e-05,-0.942496,0.942496,-4.26964e-06,0.334216
1145142,1.19439e-06,-1,-1.53482e-05,0.341071,1.48352e-05,-0.940037,0.940037,-4.11205e-06,0.341071
1154784,1.32899e-06,-1,-1.53075e-05,0.347848,1.48139e-05,-0.937551,0.937551,-4.07871e-06,0.347848
1165320,1.33311e-06,-1,-1.52655e-05,0.354709,1.47458e-05,-0.934977,0.934977,-4.1684e-06,0.354709
