time,r11,r12,r13,r21,r22,r23,r31,r32,r33
4732,-3.57136e-06,-1,3.6732e-06,9.26287e-06,-3.67323e-06,-1,1,-3.57133e-06,9.26288e-06
14766,-3.63136e-06,-1,3.6732e-06,9.32286e-06,-3.67323e-06,-1,1,-3.63133e-06,9.32287e-06
24933,-3.54741e-06,-1,3.6732e-06,9.08309e-06,-3.67323e-06,-1,1,-3.54738e-06,9.08311e-06
35012,-3.70312e-06,-1,3.6732e-06,9.26297e-06,-3.67323e-06,-1,1,-3.70309e-06,9.26298e-06
45101,-3.75114e-06,-1,3.6732e-06,9.56252e-06,-3.67324e-06,-1,1,-3.7511e-06,9.56253e-06
55127,-3.763e-06,-1,3.6732e-06,9.38274e-06,-3.67324e-06,-1,1,-3.76297e-06,9.38276e-06
65143,-3.66719e-06,-1,3.6732e-06,9.56262e-06,-3.67324e-06,-1,1,-3.66715e-06,9.56263e-06
75054,-3.47538e-06,-1,3.6732e-06,9.80217e-06,-3.67323e-06,-1,1,-3.47534e-06,9.80218e-06
85152,-3.75114e-06,-1,3.6732e-06,9.98194e-06,-3.67324e-06,-1,1,-3.7511e-06,9.98195e-06
95103,-3.66722e-06,-1,3.6732e-06,2.04014e-05,-3.67327e-06,-1,1,-3.66715e-06,2.04014e-05
105108,-3.75125e-06,-1,3.6732e-06,4.10007e-05,-3.67335e-06,-1,1,-3.7511e-06,4.10007e-05
114880,-3.76327e-06,-1,3.6732e-06,8.05212e-05,-3.6735e-06,-1,1,-3.76297e-06,8.05213e-05
125090,-3.82352e-06,-1,3.6732e-06,0.000150521,-3.67378e-06,-1,1,-3.82297e-06,0.000150521
135142,-3.81191e-06,-1,3.6732e-06,0.000250521,-3.67416e-06,-1,1,-3.81099e-06,0.000250521
145143,-4.07604e-06,-1,3.6732e-06,0.00037166,-3.67471e-06,-1,1,-4.07467e-06,0.00037166
154943,-4.01673e-06,-1,3.67318e-06,0.000530828,-3.67531e-06,-1,1,-4.01478e-06,0.000530828
165153,-4.02959e-06,-1,3.67312e-06,0.000754137,-3.67616e-06,-1,1,-4.02682e-06,0.000754137
175201,-4.04234e-06,-1,3.67307e-06,0.00098206,-3.67703e-06,-1,1,-4.03873e-06,0.00098206
184990,-3.92347e-06,-1,3.67303e-06,0.00122674,-3.67785e-06,-0.999999,0.999999,-3.91896e-06,0.00122674
195017,-3.96015e-06,-1,3.67302e-06,0.00146177,-3.67881e-06,-0.999999,0.999999,-3.95478e-06,0.00146177
205064,-3.69754e-06,-1,3.67308e-06,0.00172075,-3.67944e-06,-0.999999,0.999999,-3.69121e-06,0.00172075
215128,-3.86639e-06,-1,3.67309e-06,0.00202302,-3.6809e-06,-0.999998,0.999998,-3.85895e-06,0.00202302
224777,-3.85556e-06,-1,3.6731e-06,0.00235302,-3.68216e-06,-0.999997,0.999997,-3.84691e-06,0.00235302
234977,-3.59335e-06,-1,3.67311e-06,0.00276146,-3.68302e-06,-0.999996,0.999996,-3.5832e-06,0.00276146
244958,-3.60734e-06,-1,3.67313e-06,0.0032963,-3.685e-06,-0.999995,0.999995,-3.59521e-06,0.0032963
254989,-3.77725e-06,-1,3.67313e-06,0.00388671,-3.68778e-06,-0.999992,0.999992,-3.76294e-06,0.00388671
265009,-3.83964e-06,-1,3.67311e-06,0.00453808,-3.6905e-06,-0.99999,0.99999,-3.82293e-06,0.00453808
275091,-3.72212e-06,-1,3.67308e-06,0.00518025,-3.69231e-06,-0.999987,0.999987,-3.70304e-06,0.00518025
285164,-3.50869e-06,-1,3.67308e-06,0.00579893,-3.69337e-06,-0.999983,0.999983,-3.48733e-06,0.00579893
295071,-3.96619e-06,-1,3.67307e-06,0.00638384,-3.69832e-06,-0.99998,0.99998,-3.94266e-06,0.00638384
304842,-3.78879e-06,-1,3.67306e-06,0.00702849,-3.6996e-06,-0.999975,0.999975,-3.76288e-06,0.00702849
315087,-3.65983e-06,-1,3.67307e-06,0.00775846,-3.70136e-06,-0.99997,0.99997,-3.63122e-06,0.00775846
325068,-3.69865e-06,-1,3.67309e-06,0.00857608,-3.70468e-06,-0.999963,0.999963,-3.66701e-06,0.00857608
334989,-3.33077e-06,-1,3.67307e-06,0.00957938,-3.7048e-06,-0.999954,0.999954,-3.29543e-06,0.00957938
345132,-3.59871e-06,-1,3.67302e-06,0.0107308,-3.71142e-06,-0.999942,0.999942,-3.55908e-06,0.0107308
354807,-3.42358e-06,-1,3.67297e-06,0.0119946,-3.71377e-06,-0.999928,0.999928,-3.37928e-06,0.0119946
365128,-3.41656e-06,-1,3.67289e-06,0.0133612,-3.71821e-06,-0.999911,0.999911,-3.36718e-06,0.0133612
374932,-3.84141e-06,-1,3.67282e-06,0.0148012,-3.72927e-06,-0.99989,0.99989,-3.78662e-06,0.0148012
385204,-3.72689e-06,-1,3.67273e-06,0.0162647,-3.73286e-06,-0.999868,0.999868,-3.66666e-06,0.0162647
395095,-3.50472e-06,-1,3.67263e-06,0.0177489,-3.73425e-06,-0.999842,0.999842,-3.43898e-06,0.0177489
404836,-3.72601e-06,-1,3.67254e-06,0.0193027,-3.74378e-06,-0.999814,0.999814,-3.65443e-06,0.0193027
415064,-3.68408e-06,-1,3.67242e-06,0.0209107,-3.74866e-06,-0.999781,0.999781,-3.60648e-06,0.0209107
425278,-3.61809e-06,-1,3.67226e-06,0.0225288,-3.75284e-06,-0.999746,0.999746,-3.53444e-06,0.0225288
434883,-3.4684e-06,-1,3.67212e-06,0.0241972,-3.75497e-06,-0.999707,0.999707,-3.37853e-06,0.0241972
444965,-3.65434e-06,-1,3.67197e-06,0.0258753,-3.7653e-06,-0.999665,0.999665,-3.5581e-06,0.0258753
455226,-3.66076e-06,-1,3.6718e-06,0.0276238,-3.77152e-06,-0.999618,0.999618,-3.55793e-06,0.0276238
464828,-3.85951e-06,-1,3.67161e-06,0.029513,-3.78391e-06,-0.999564,0.999564,-3.74947e-06,0.029513
475005,-3.48329e-06,-1,3.67139e-06,0.031529,-3.77939e-06,-0.999503,0.999503,-3.36581e-06,0.031529
485136,-3.21557e-06,-1,3.67113e-06,0.0336722,-3.77732e-06,-0.999433,0.999433,-3.09014e-06,0.0336722
495205,-3.24818e-06,-1,3.67082e-06,0.0359965,-3.78537e-06,-0.999352,0.999352,-3.11394e-06,0.0359965
504832,-3.32871e-06,-1,3.6705e-06,0.0383869,-3.79557e-06,-0.999263,0.999263,-3.18536e-06,0.0383869
515113,-3.51773e-06,-1,3.67013e-06,0.0409036,-3.81094e-06,-0.999163,0.999163,-3.36466e-06,0.0409036
524734,-3.63517e-06,-1,3.66971e-06,0.0435126,-3.82441e-06,-0.999053,0.999053,-3.47205e-06,0.0435126
534833,-3.48933e-06,-1,3.66927e-06,0.0461964,-3.82654e-06,-0.998932,0.998932,-3.3161e-06,0.0461964
545044,-3.9308e-06,-1,3.6688e-06,0.0489229,-3.85671e-06,-0.998803,0.998803,-3.74661e-06,0.0489229
555134,-3.84487e-06,-1,3.66827e-06,0.0516608,-3.862e-06,-0.998665,0.998665,-3.65023e-06,0.0516608
