time,fx,fy,fz,tx,ty,tz
1576308,-9.8529,0.087363,8.01756,0.215002,-2.15458,-0.096906
1577741,-10.102,0.661754,7.3072,0.189165,-2.17578,-0.095404
1579157,-9.61428,1.28624,6.6102,0.156253,-2.1213,-0.091835
1580598,-10.2366,2.3275,6.31046,0.095026,-2.16333,-0.096079
1582034,-10.6165,2.33486,6.5146,0.087752,-2.16659,-0.092508
1583479,-11.7218,1.24407,6.55536,0.173042,-2.2453,-0.095324
1584887,-11.4411,1.3337,7.08221,0.153768,-2.23322,-0.099015
1586328,-10.7956,1.87615,7.38226,0.121382,-2.20113,-0.091383
1587737,-9.9938,1.77115,7.04445,0.131921,-2.16514,-0.090333
1589207,-8.73959,2.11981,6.826,0.095982,-2.07929,-0.092764
1590635,-8.7707,1.79203,6.82737,0.138771,-2.09181,-0.085403
1592079,-9.01723,2.20596,6.94526,0.099191,-2.08449,-0.090964
1593493,-9.68301,2.1616,7.28979,0.11181,-2.15891,-0.088463
1594924,-8.95811,1.86796,7.25082,0.134722,-2.08988,-0.086733
1596372,-8.44401,2.87065,7.99846,0.069205,-2.10537,-0.086562
1597775,-6.97439,2.89116,7.32834,0.060159,-1.98894,-0.093105
1599216,-6.67138,2.00217,6.55611,0.128371,-1.97793,-0.087086
1600655,-7.40757,3.14686,6.46198,0.069206,-1.98185,-0.08936
1602102,-9.57422,4.25534,6.67305,-0.023689,-2.12798,-0.089886
1603505,-10.2334,3.06727,6.19083,0.078196,-2.14407,-0.079426
1604956,-10.7306,3.40582,6.58372,0.050054,-2.19971,-0.081003
1606389,-9.63624,3.59878,7.4609,0.014633,-2.14479,-0.08617
1607830,-8.3929,2.17247,6.88808,0.123022,-2.05433,-0.078651
1609265,-8.10848,2.59887,6.62613,0.088758,-2.05128,-0.083031
1610683,-8.19745,4.10069,6.48218,0.002409,-2.03994,-0.079912
1612122,-8.901,4.49369,6.31023,-0.023321,-2.09843,-0.074153
1613555,-8.59402,4.11246,6.46188,0.008192,-2.05823,-0.071929
1614968,-8.30234,3.84537,6.9839,0.014358,-2.08725,-0.076084
1616411,-7.07589,3.46606,7.37543,0.032066,-1.98291,-0.072079
1617842,-7.13146,2.96071,6.74649,0.069553,-2.00781,-0.074211
1619255,-6.9951,3.48987,6.39168,0.02855,-1.98062,-0.077441
1620744,-7.5042,4.34038,6.42749,-0.002703,-2.01247,-0.070614
1622112,-7.72502,4.27606,6.40615,-0.019248,-2.0234,-0.073715
1623578,-7.49856,2.87155,6.38377,0.070462,-2.00904,-0.074417
1624991,-7.68665,2.29724,6.5879,0.098593,-2.01844,-0.08213
1626451,-8.02706,2.76377,7.16574,0.071353,-2.0472,-0.079858
1627859,-7.9196,2.72679,6.0768,0.073631,-2.01909,-0.083821
1629304,-8.23657,2.82451,5.87487,0.080292,-2.03721,-0.084419
1630713,-8.73677,3.56017,5.59883,0.01915,-2.04982,-0.086931
1632179,-9.75642,2.94184,5.71066,0.06224,-2.10304,-0.088521
1633615,-10.5836,1.98051,6.10149,0.125436,-2.17334,-0.08628
1635007,-9.94621,2.16509,6.23593,0.104743,-2.12493,-0.088976
1636441,-9.55443,2.16398,6.67452,0.11044,-2.12736,-0.085435
1637872,-8.2813,1.99602,6.06872,0.107147,-2.04655,-0.089116
1639348,-7.51166,1.88736,5.8768,0.120988,-1.99789,-0.091859
1640727,-7.52085,1.67322,5.82531,0.138005,-1.99397,-0.088824
1642167,-8.52471,2.229,6.10898,0.111163,-2.04097,-0.092882
1643646,-9.42163,1.77335,5.98657,0.122352,-2.11422,-0.093986
1645055,-9.12602,1.4344,6.35141,0.165211,-2.07798,-0.093382
1646493,-8.66063,1.86488,7.23979,0.116211,-2.09756,-0.095285
1647899,-6.75606,1.3348,6.79337,0.152988,-1.94731,-0.099813
1649337,-7.0465,-0.084298,5.77846,0.251712,-1.97013,-0.093641
1650803,-8.32528,1.35613,5.6375,0.153719,-2.01125,-0.103867
1652217,-10.156,2.21798,5.58247,0.100049,-2.15003,-0.104229
1653661,-10.1112,0.98037,5.40227,0.195305,-2.11412,-0.093796
1655077,-10.1215,1.65795,6.22289,0.143993,-2.14548,-0.096487
1656500,-8.94526,1.04585,6.70743,0.166025,-2.07629,-0.104502
1657938,-8.45577,-0.25572,6.2913,0.259191,-2.0338,-0.096928
1659387,-8.45439,0.81191,5.82694,0.187234,-2.05227,-0.108735
1660829,-8.64407,1.8862,5.73128,0.131554,-2.03561,-0.095239
1662258,-9.38415,2.26701,5.64497,0.103975,-2.09896,-0.093223
1663703,-9.09444,1.71487,5.84613,0.137206,-2.07596,-0.095163
1665144,-8.71731,1.20872,6.22399,0.169821,-2.07295,-0.096626
1666563,-7.90273,1.01072,6.23399,0.171111,-2.01645,-0.094656
1667989,-7.76347,1.43898,5.81433,0.155327,-2.01782,-0.096318
1669399,-7.60576,1.69797,4.96121,0.138487,-1.99825,-0.096987
1670845,-7.74363,2.83327,5.59102,0.092185,-2.00557,-0.088865
1672283,-7.81533,2.97971,5.73599,0.044984,-2.017,-0.091957
1673739,-7.77965,1.0834,5.30563,0.184872,-1.99612,-0.09019
1675151,-8.64188,1.58807,6.0929,0.156234,-2.06436,-0.08912
1676609,-8.67946,2.62172,6.21816,0.075424,-2.06989,-0.096719
1678041,-8.06224,1.58907,5.26237,0.15154,-2.02751,-0.090001
1679476,-7.64481,2.39496,4.88389,0.101615,-1.99433,-0.085549
1680856,-8.399,3.25229,5.1622,0.046349,-2.02517,-0.091055
1682335,-9.60732,2.52417,4.7071,0.099098,-2.09728,-0.089018
1683773,-10.0059,2.21044,5.03458,0.115975,-2.13448,-0.090832
1685210,-9.51423,2.9455,5.51326,0.070293,-2.09536,-0.083344
1686648,-8.92841,3.20619,6.0083,0.047408,-2.09904,-0.081936
1688068,-7.12662,2.65944,5.38236,0.084561,-1.97266,-0.086367
1689498,-6.88784,2.56433,4.86883,0.092679,-1.96661,-0.089071
1690915,-6.81458,3.16649,5.25461,0.059172,-1.95441,-0.087715
1692346,-7.87506,3.87727,5.05238,0.013528,-2.00128,-0.083431
1693758,-8.61375,3.17647,5.03543,0.063159,-2.07049,-0.085809
1695196,-8.15182,3.75285,5.42586,0.023714,-2.03455,-0.087651
1696631,-7.29994,3.90659,6.53487,0.011562,-2.001,-0.086419
1698072,-6.19588,1.93313,5.43052,0.133026,-1.91169,-0.087152
1699490,-6.87226,2.23378,5.08074,0.117523,-1.9464,-0.088269
1700956,-8.48297,3.63851,4.72953,0.02662,-2.02543,-0.0916
1702396,-9.83927,3.88118,4.02233,0.009785,-2.09646,-0.092263
1703815,-10.2561,3.41038,4.70044,0.050847,-2.12861,-0.082918
1705280,-9.96388,3.15835,5.02827,0.056662,-2.10896,-0.091506
1706687,-9.27085,2.3666,5.8909,0.105942,-2.0931,-0.090891
1708125,-8.26996,1.67131,5.16056,0.134949,-2.00583,-0.088707
1709560,-8.48692,2.24039,4.80053,0.11125,-2.04036,-0.097515
1710962,-8.75147,3.54193,4.62156,0.037488,-2.0274,-0.085804
1712416,-9.67647,3.84516,5.08079,0.017675,-2.09838,-0.087562
1713863,-9.17617,2.54823,5.20203,0.092692,-2.07726,-0.089899
1715263,-8.33109,2.00319,5.85194,0.123975,-2.02077,-0.087755
1716698,-8.1085,1.82867,6.01618,0.130835,-2.02528,-0.090715
1718148,-7.86911,2.043,5.25714,0.116195,-1.99815,-0.098946
1719530,-8.02569,2.47642,4.90632,0.101355,-2.00563,-0.092262
1720957,-8.55636,3.13062,5.13732,0.067775,-2.03463,-0.092048
1722390,-8.28028,3.21618,5.57996,0.039654,-2.03737,-0.095697
1723815,-7.48452,0.999722,5.28594,0.178121,-1.95482,-0.093716
1725276,-8.49771,1.02345,5.74789,0.190957,-2.05627,-0.101282
1726679,-8.00342,2.09889,5.79693,0.103696,-1.99305,-0.102162
1728153,-8.14265,1.26057,5.02331,0.173827,-2.02544,-0.096357
1729599,-7.59521,1.76589,4.35345,0.14245,-1.95579,-0.099156
1731010,-8.84515,2.42125,4.91463,0.094333,-2.03326,-0.100187
1732454,-9.60827,1.19054,4.78362,0.176289,-2.0736,-0.107156
1733883,-10.1016,0.708612,4.82813,0.205985,-2.1107,-0.102979
1735321,-9.85895,1.49917,5.34143,0.148348,-2.10929,-0.103599
1736736,-8.33371,1.50092,5.38467,0.148638,-2.02564,-0.099902
1738173,-7.00244,1.28987,5.05714,0.170564,-1.95243,-0.099932
1739585,-6.61422,1.26264,4.72593,0.168073,-1.92467,-0.104121
1741049,-6.53432,1.37395,4.9898,0.168914,-1.91943,-0.10003
1742432,-7.25234,1.75299,4.97133,0.134651,-1.95076,-0.100343
1743914,-7.52134,1.25512,4.98279,0.170652,-1.98944,-0.10288
1745346,-6.63475,1.8907,5.36017,0.144757,-1.92264,-0.097066
1746781,-6.22652,1.92437,5.72673,0.126824,-1.92724,-0.101979
1748197,-5.16657,0.446444,4.59875,0.221733,-1.82617,-0.102223
1749633,-6.28692,1.04196,4.49294,0.189994,-1.89374,-0.103213
1751082,-7.40579,2.08815,4.33165,0.136367,-1.94654,-0.105081
1752507,-8.28928,2.23616,3.78628,0.115541,-1.99081,-0.105786
1753922,-8.68555,1.85644,4.12661,0.146613,-2.03721,-0.102237
1755363,-7.66547,1.85181,4.35623,0.140696,-1.94809,-0.106283
1756803,-7.37913,1.22032,5.13343,0.179936,-1.97102,-0.108488
1758236,-6.58628,0.462414,4.06788,0.227581,-1.87744,-0.100206
1759673,-7.6113,1.70829,3.86753,0.153799,-1.97635,-0.11118
1761089,-7.63201,2.61798,3.54977,0.101785,-1.93425,-0.09761
1762526,-8.52377,2.59594,3.70536,0.114515,-2.02504,-0.100786
1763972,-7.00238,2.43162,4.063,0.118323,-1.92529,-0.105187
1765405,-6.34774,1.81414,4.2854,0.148294,-1.89344,-0.101301
1766816,-6.10912,1.54062,4.36094,0.173285,-1.88905,-0.10494
1768285,-6.06447,2.35559,4.01581,0.114069,-1.86924,-0.108942
1769734,-6.42565,2.40073,3.62947,0.132046,-1.90488,-0.104027
1771142,-6.64931,3.12414,3.86092,0.094011,-1.88305,-0.093913
1772580,-6.98107,3.52963,4.46453,0.040923,-1.95751,-0.112882
1774013,-5.68696,1.04336,3.77233,0.210136,-1.81996,-0.10326
1775463,-6.98693,1.7387,4.38622,0.161297,-1.94305,-0.107202
1776893,-6.65276,2.87788,4.53059,0.094858,-1.9008,-0.114838
1778311,-6.70136,1.88813,3.49692,0.162091,-1.8942,-0.102622
1779734,-7.0957,2.44212,3.61606,0.132811,-1.92296,-0.106215
1781154,-7.31543,3.23155,3.4131,0.064434,-1.90442,-0.106675
1782597,-8.67929,2.09104,4.05114,0.148491,-2.01584,-0.114545
1783984,-8.57389,1.57589,3.39649,0.18693,-1.9876,-0.105461
1785414,-8.67336,2.98039,4.28865,0.07714,-2.01809,-0.115164
1786881,-7.35824,2.38265,4.18393,0.130144,-1.94392,-0.105001
1788323,-6.50192,1.87321,3.91997,0.154192,-1.87515,-0.106416
1789739,-7.02841,2.07961,4.09377,0.136555,-1.93177,-0.11388
1791140,-7.02251,1.78669,3.84526,0.164427,-1.88389,-0.104764
1792575,-8.66896,2.36073,3.87866,0.12265,-2.00441,-0.107812
1794017,-9.11887,2.44184,3.48558,0.12045,-2.02922,-0.113448
1795460,-8.58903,2.6347,4.19237,0.110283,-2.01081,-0.10417
1796869,-7.32128,2.56208,5.01414,0.103998,-1.95027,-0.105127
1798305,-5.83019,1.25202,4.59008,0.177777,-1.85142,-0.10754
1799745,-6.11658,0.525999,4.19881,0.236269,-1.8491,-0.10658
1801179,-7.99659,1.86215,4.00652,0.144965,-1.95779,-0.108418
1802595,-9.39513,2.57319,3.62326,0.098439,-2.02169,-0.109971
1804067,-10.1688,1.97196,3.53976,0.15725,-2.09401,-0.10765
1805504,-9.25661,2.23473,4.41243,0.124691,-2.02029,-0.101014
1806909,-9.00993,1.25185,4.90859,0.172223,-2.03436,-0.109622
1808382,-8.14881,-0.166637,4.44392,0.267379,-1.97131,-0.111642
1809799,-8.42965,0.688553,4.38333,0.212043,-1.98536,-0.112404
1811233,-8.99344,2.0076,4.05333,0.141776,-2.0162,-0.103976
1812702,-9.52139,2.45067,4.23765,0.109387,-2.05979,-0.106053
1814084,-9.04389,1.75184,4.21249,0.155756,-2.03655,-0.103649
1815525,-8.35862,1.04101,4.72222,0.181287,-2.00375,-0.10515
1816962,-7.78906,0.436629,5.19326,0.225426,-1.97803,-0.110183
1818398,-7.40528,0.520195,4.33839,0.220238,-1.93921,-0.107462
1819809,-8.4786,1.22828,3.86318,0.182928,-2.01799,-0.105697
1821262,-8.70876,2.42906,3.45965,0.106536,-2.0139,-0.101602
1822693,-8.98554,2.50758,4.03641,0.098521,-2.05411,-0.104354
1824124,-8.577,0.381804,3.67576,0.238639,-2.00159,-0.09943
1825543,-9.52376,0.758414,4.73925,0.203095,-2.08797,-0.111998
1826949,-8.93079,1.13793,4.38873,0.176621,-2.04929,-0.10801
1828387,-8.56349,0.889279,3.33717,0.211024,-2.02263,-0.102383
1829829,-8.75621,2.11551,3.25914,0.126587,-2.03238,-0.098748
1831271,-9.25611,2.27909,2.94348,0.116868,-2.04153,-0.101491
1832679,-10.561,1.41869,3.56139,0.178479,-2.15192,-0.103379
1834118,-10.2041,1.27597,3.82773,0.171677,-2.12101,-0.094989
1835557,-9.59847,1.65829,4.32529,0.146038,-2.11682,-0.095511
1837015,-8.31655,1.54159,4.33806,0.16702,-2.0312,-0.091059
1838456,-7.61245,1.94899,4.1056,0.135031,-2.01539,-0.094232
1839878,-6.82764,2.00947,3.71286,0.121359,-1.95674,-0.093858
1841336,-7.09658,1.57372,3.43036,0.173906,-1.94697,-0.079668
1842744,-8.82128,2.73332,3.94178,0.082797,-2.09441,-0.095715
1844169,-8.48291,2.31938,3.92358,0.113858,-2.04616,-0.084931
1845615,-8.43346,2.1812,4.14909,0.124091,-2.07911,-0.080636
1847049,-7.03415,2.56821,4.56121,0.096661,-2.00919,-0.089884
1848485,-5.71938,1.32321,3.76429,0.171858,-1.88272,-0.077006
1849926,-7.52433,1.68785,3.53845,0.149971,-2.03667,-0.09114
1851329,-7.96528,2.95597,3.16375,0.07929,-2.00548,-0.083025
1852767,-9.48758,3.27744,3.08366,0.062692,-2.1402,-0.085613
1854211,-8.88587,2.69713,3.46593,0.10399,-2.07832,-0.072002
1855650,-9.24885,2.84477,3.71487,0.074173,-2.10763,-0.081173
1857061,-9.23799,1.76358,3.99446,0.150317,-2.12818,-0.087975
1858503,-8.66082,1.78416,3.67778,0.149476,-2.06875,-0.075825
1859910,-9.12071,3.371,3.52014,0.037404,-2.12515,-0.082603
1861370,-8.33113,3.15243,3.25815,0.073677,-2.05802,-0.06956
1862816,-8.45174,3.31731,3.78229,0.053037,-2.08449,-0.073336
1864204,-8.17616,3.01592,4.23776,0.06494,-2.0844,-0.075589
1865670,-7.44857,1.96718,4.13724,0.127607,-2.0226,-0.073036
1867111,-7.53107,2.37238,4.46158,0.108698,-2.06753,-0.078529
1868545,-6.57156,2.99736,3.84584,0.072262,-1.97056,-0.071922
1869974,-7.27364,3.17191,3.65117,0.053556,-2.03823,-0.077875
1871399,-6.61786,2.89984,3.28415,0.084493,-1.98004,-0.073881
1872832,-7.354,2.25205,3.54765,0.115822,-1.99995,-0.076098
1874269,-8.84147,2.47303,3.95736,0.097145,-2.1387,-0.086532
1875707,-7.62387,2.49013,3.85402,0.101067,-2.01238,-0.0784
1877119,-7.70164,2.25848,3.90085,0.118242,-2.08335,-0.089932
1878565,-5.93738,2.07163,3.7382,0.124843,-1.91141,-0.082124
1880001,-7.26511,1.90863,3.31688,0.128001,-2.00511,-0.090062
1881416,-8.39769,1.61291,2.72545,0.164678,-2.05601,-0.092169
1882850,-9.8494,2.27404,2.76211,0.120133,-2.131,-0.089211
1884297,-10.0531,2.96732,3.10219,0.080003,-2.17834,-0.091051
1885737,-8.53716,2.29335,3.21885,0.12475,-2.05157,-0.08054
1887146,-7.9426,1.68926,3.82457,0.141161,-2.0822,-0.100595
1888580,-5.8615,1.21778,3.65404,0.173826,-1.89918,-0.09099
1889992,-6.705,0.98948,2.92863,0.193952,-1.96476,-0.098135
1891424,-7.69848,1.94193,2.26911,0.14796,-2.00189,-0.097626
1892843,-8.85809,2.70276,2.42904,0.095209,-2.07649,-0.095992
1894277,-8.84297,2.37851,2.82048,0.130971,-2.08213,-0.095323
1895719,-7.39474,2.01314,3.6093,0.142249,-2.01298,-0.095341
1897238,-5.55869,0.573499,3.86163,0.208566,-1.88866,-0.099638
1898630,-5.9562,-0.5431,2.89713,0.309719,-1.87947,-0.102802
1900047,-8.35357,1.29797,2.15485,0.178694,-2.03675,-0.117874
1901478,-9.39185,2.46917,1.78294,0.124468,-2.06086,-0.101466
1902922,-10.1898,1.99913,1.5644,0.154029,-2.13051,-0.107728
1904355,-9.48242,1.83688,2.75894,0.162036,-2.07723,-0.103716
1905771,-9.05209,0.797321,3.45451,0.201813,-2.06706,-0.113141
1907183,-8.1731,-0.744965,3.06552,0.317469,-2.0167,-0.12415
1908644,-8.07924,0.515907,2.68669,0.237398,-2.0013,-0.116407
1910073,-8.28526,2.02737,2.37209,0.145609,-2.02024,-0.111908
1911497,-8.33037,1.93595,1.91726,0.169142,-2.00334,-0.108901
1912933,-8.64035,1.96829,2.52428,0.143008,-2.06422,-0.120229
1914377,-7.35413,1.02743,3.25868,0.199699,-1.96271,-0.118268
1915813,-6.84157,0.108266,3.66897,0.279323,-1.94662,-0.115573
1917231,-6.82646,0.603872,3.31967,0.241827,-1.94373,-0.127329
1918671,-7.15227,1.27306,2.48737,0.192569,-1.96189,-0.122462
1920074,-7.45813,1.91418,2.32815,0.160417,-1.96428,-0.121606
1921511,-7.4836,2.03476,2.31375,0.152661,-1.97498,-0.125124
1922921,-7.67283,0.857836,2.75547,0.230571,-1.95977,-0.124806
1924362,-8.83837,0.506613,3.06412,0.25844,-2.04939,-0.126621
1925803,-9.01731,1.08489,3.07971,0.213262,-2.05701,-0.133669
1927267,-8.55085,1.16568,2.78326,0.213333,-2.03822,-0.125818
1928688,-7.55363,1.44358,2.53277,0.204662,-1.97103,-0.120912
1930095,-7.53277,1.90899,2.01062,0.161692,-1.94922,-0.129547
1931533,-8.7379,1.18263,2.33349,0.215897,-2.02566,-0.131445
1932966,-9.61531,1.21073,2.42324,0.216191,-2.08194,-0.129026
1934383,-9.46908,2.00863,2.96286,0.160984,-2.08018,-0.128071
1935849,-8.58158,1.87629,3.1491,0.177345,-2.04494,-0.118606
1937291,-7.5136,1.62729,3.48344,0.186067,-1.99526,-0.1287
1938731,-6.1814,1.55864,3.35458,0.179795,-1.90167,-0.122569
1940117,-6.30021,1.0442,2.93047,0.224544,-1.91712,-0.125784
1941549,-6.86575,1.95791,2.83566,0.172297,-1.93511,-0.120807
1942984,-7.7025,2.43519,2.9001,0.131486,-1.99782,-0.127387
1944444,-7.55417,1.97522,3.13826,0.185668,-1.99769,-0.120079
1945867,-6.44745,2.49288,4.15059,0.134586,-1.94588,-0.123297
1947310,-4.91667,0.993982,3.80118,0.215729,-1.83893,-0.122823
1948752,-5.69088,0.324136,3.0947,0.28412,-1.85952,-0.123389
1950168,-7.69064,2.10444,2.67101,0.1457,-2.00539,-0.136149
1951618,-8.00753,2.45242,2.4551,0.148762,-1.97613,-0.122381
1953042,-8.86195,1.99831,2.53091,0.171187,-2.07269,-0.125991
1954497,-7.85888,1.95423,3.02404,0.172357,-1.9788,-0.123087
1955899,-8.00844,1.16315,3.41749,0.200974,-2.02716,-0.129369
1957359,-7.42616,0.309926,2.98987,0.272082,-1.97047,-0.133008
1958740,-7.8802,1.39217,2.71716,0.199909,-2.00062,-0.126865
1960211,-8.06582,2.41581,2.5465,0.13787,-2.01231,-0.12795
1961657,-7.8061,2.33748,2.47568,0.157026,-1.98821,-0.120523
1963063,-7.78441,2.05155,2.98609,0.161995,-2.02159,-0.13306
1964482,-6.5513,0.977923,3.20259,0.224366,-1.92834,-0.123766
1965934,-6.53346,0.98726,3.50763,0.228685,-1.94141,-0.129356
1967363,-6.60656,1.44884,3.27512,0.203734,-1.95351,-0.128078
1968820,-6.40135,1.39137,2.31505,0.204339,-1.90671,-0.12115
1970235,-7.27081,2.05342,2.69347,0.155544,-2.00483,-0.126859
1971661,-6.31185,1.77636,2.62715,0.173438,-1.89494,-0.12887
1973088,-7.20325,0.284328,2.90693,0.274757,-1.96793,-0.132091
1974531,-7.8507,0.419306,3.44699,0.262859,-2.00541,-0.134393
1975969,-7.84817,1.34491,3.07405,0.188984,-2.00095,-0.135362
1977377,-7.84278,0.887539,2.59768,0.232502,-2.02226,-0.132725
1978810,-6.89905,0.734836,2.46593,0.247328,-1.9269,-0.1233
1980257,-7.79957,1.47488,2.66976,0.188656,-1.99538,-0.135141
1981699,-8.49676,0.782188,2.75141,0.238318,-2.03592,-0.135893
1983118,-8.68022,0.498303,2.7375,0.258699,-2.0362,-0.13467
1984555,-8.78755,1.26659,3.02331,0.205462,-2.07465,-0.134223
1985992,-7.88535,1.35491,3.20475,0.19889,-2.00745,-0.126779
1987422,-7.36533,1.03767,3.01627,0.21038,-2.00687,-0.131279
1988832,-6.59374,0.893606,2.68451,0.225086,-1.93206,-0.124988
1990282,-7.00912,1.05366,2.76175,0.218159,-1.97508,-0.13148
1991717,-7.27189,1.58619,2.65942,0.180029,-1.97562,-0.127562
1993152,-8.03207,1.31255,2.8883,0.207377,-2.041,-0.123828
1994593,-7.1958,1.65278,3.04578,0.163444,-2.00902,-0.122882
1996015,-5.51976,1.59022,3.85672,0.165698,-1.91046,-0.128255
1997438,-4.68282,0.054331,3.20815,0.271573,-1.8548,-0.123907
1998881,-5.60442,0.348207,3.02196,0.254795,-1.88364,-0.127742
2000320,-7.59811,1.30533,2.47544,0.193583,-2.00762,-0.134186
2001727,-8.7836,1.80669,1.7253,0.17081,-2.0498,-0.129272
2003176,-9.71712,2.21927,2.41905,0.157443,-2.12735,-0.128036
2004612,-8.79214,1.61785,2.60951,0.183007,-2.05724,-0.126102
2006052,-8.22288,1.34689,3.6765,0.194083,-2.06423,-0.135268
2007467,-6.66704,0.599462,3.35477,0.229908,-1.95907,-0.127841
2008909,-6.28171,0.818892,2.85619,0.230611,-1.93865,-0.127378
2010343,-6.69285,2.05469,2.40931,0.150702,-1.94701,-0.127362
2011781,-7.6601,2.57374,2.14091,0.125729,-2.00674,-0.125564
2013191,-7.94247,2.28767,2.29573,0.146694,-2.02816,-0.129913
2014634,-7.41329,1.99605,2.96898,0.163903,-2.00185,-0.122698
2016074,-6.65021,2.09598,3.41314,0.142725,-1.96813,-0.132156
2017510,-5.90478,1.4587,3.17055,0.188319,-1.93055,-0.130512
2018949,-5.58918,1.60768,3.036,0.198224,-1.88199,-0.121295
2020363,-6.16689,2.74547,3.17285,0.109563,-1.96169,-0.135866
2021817,-5.35726,2.24281,2.31944,0.132545,-1.83924,-0.122138
2023266,-7.24022,1.66358,2.49876,0.196102,-1.98832,-0.126002
2024660,-7.46418,2.42527,2.79806,0.130775,-1.99393,-0.137847
2026091,-7.21942,1.9619,3.43829,0.163038,-1.97022,-0.126457
2027523,-6.72235,1.30137,2.85152,0.199634,-1.97461,-0.132844
2028968,-5.38507,1.8802,2.8343,0.16769,-1.84266,-0.125236
2030407,-6.87041,2.112,2.62006,0.149681,-1.95701,-0.13444
2031820,-7.42577,1.8942,1.94485,0.170821,-1.95831,-0.134136
2033253,-8.30687,2.7397,2.21277,0.114097,-2.02832,-0.134319
2034693,-7.91191,2.62454,2.80483,0.12679,-2.01724,-0.130495
2036135,-6.68033,2.26823,3.29508,0.14282,-1.93136,-0.127331
2037557,-6.12472,1.78918,3.5011,0.162714,-1.93345,-0.134218
2038984,-4.93487,1.41904,3.20418,0.188846,-1.83363,-0.129378
2040418,-5.39807,1.81927,2.77883,0.170261,-1.85577,-0.132782
2041895,-6.85564,2.31431,1.92769,0.134371,-1.93781,-0.130582
2043320,-7.84919,2.76383,2.37885,0.120362,-1.99176,-0.132266
2044737,-7.24408,2.88077,2.87638,0.091098,-1.99578,-0.128776
2046175,-5.23512,1.82817,3.81553,0.16393,-1.85317,-0.1298
2047612,-4.40997,0.755538,3.69545,0.232584,-1.81805,-0.127307
2049029,-4.60355,0.903022,3.65259,0.215,-1.80196,-0.131945
2050495,-6.70088,1.36736,2.35618,0.184851,-1.92765,-0.13792
2051896,-7.69116,2.24258,1.82721,0.146777,-1.97087,-0.128735
2053343,-8.46368,2.80531,2.55548,0.109892,-2.03434,-0.129365
2054767,-7.45454,1.82182,2.85366,0.159794,-1.96062,-0.130772
2056202,-6.82261,0.861996,3.82405,0.212646,-1.95563,-0.136011
2057629,-5.83885,0.593682,3.69124,0.236147,-1.8787,-0.134554
2059053,-5.90391,1.0278,3.51203,0.20711,-1.89221,-0.137598
2060501,-6.23469,1.55434,2.66137,0.178354,-1.89395,-0.132326
2061906,-7.11851,2.36817,2.51268,0.129545,-1.95738,-0.132241
2063363,-6.84903,2.48599,2.97611,0.122067,-1.94304,-0.134241
2064782,-5.99741,1.23846,3.27173,0.195231,-1.90168,-0.134168
2066207,-5.46774,0.844322,3.97665,0.218001,-1.88152,-0.142009
2067645,-4.82328,0.868861,3.8817,0.211216,-1.84072,-0.133929
2069072,-4.86654,0.866261,3.52406,0.225045,-1.82018,-0.130137
2070539,-5.91652,1.71094,2.67055,0.162414,-1.91469,-0.143086
2071954,-5.41938,1.51622,2.62701,0.165715,-1.84262,-0.132176
2073408,-6.55529,1.04734,2.93351,0.213469,-1.92108,-0.132984
2074826,-6.76147,1.09708,3.58795,0.201467,-1.94607,-0.142721
2076265,-6.44308,0.827638,3.52957,0.213155,-1.91663,-0.140848
2077698,-6.365,0.687121,3.20903,0.23355,-1.92811,-0.14042
2079139,-5.59783,1.291,3.20539,0.200768,-1.858,-0.13437
2080552,-6.37858,1.29191,2.67617,0.192761,-1.90001,-0.141059
2081991,-7.15768,1.07785,2.65234,0.21199,-1.95808,-0.141493
2083435,-7.29426,1.92802,2.78021,0.149587,-1.95486,-0.140859
2084848,-6.64436,1.57306,3.67802,0.181323,-1.95136,-0.139089
2086291,-5.1949,1.07018,3.46719,0.20946,-1.84304,-0.136831
2087727,-5.04269,1.38814,4.03071,0.191628,-1.87098,-0.138838
2089152,-3.76874,1.18761,3.43352,0.195406,-1.76712,-0.141652
2090605,-4.24944,1.16103,3.19961,0.21138,-1.79918,-0.136699
2092012,-5.18009,2.05707,2.95134,0.149289,-1.8571,-0.139553
2093448,-5.10792,2.07452,3.07309,0.155806,-1.84701,-0.134774
2094891,-4.81374,1.84397,3.59745,0.15998,-1.86048,-0.136164
2096332,-3.21254,1.39864,3.76638,0.183371,-1.75248,-0.137725
2097739,-2.81801,0.582994,3.47133,0.239611,-1.70803,-0.133642
2099152,-4.1223,0.934498,3.25963,0.221896,-1.78894,-0.138375
2100592,-5.1537,1.91274,2.62358,0.165047,-1.83862,-0.141485
2102018,-6.10815,2.18811,2.10933,0.145669,-1.88743,-0.132489
2103453,-6.23527,2.06894,2.72659,0.16015,-1.91288,-0.136112
2104882,-5.34553,2.03143,3.17502,0.156061,-1.83777,-0.133314
2106335,-5.28196,1.19723,3.66256,0.201914,-1.87711,-0.143949
2107803,-4.35195,1.00359,2.95226,0.219686,-1.77424,-0.134951
2109245,-5.25844,2.12272,3.09285,0.146478,-1.85889,-0.136439
2110633,-5.16336,2.41538,2.51429,0.125332,-1.8378,-0.136082
2112067,-5.27871,2.55371,2.57183,0.125229,-1.8517,-0.124542
2113516,-4.97354,2.5047,3.2031,0.12055,-1.84239,-0.132109
2114956,-4.11238,1.91927,3.41826,0.158094,-1.79208,-0.127201
2116342,-4.16818,1.8743,3.58574,0.148848,-1.80292,-0.131555
