time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z,z_1,z_2,z_3,z_4,z_5,z_6
5242398,-1.02223,0.103071,0.00178489,18.3095,-1.0435,10.0209,0.438581,-0.287826,-0.149923,8.96335,-0.101132,10.0372,0.397117,-0.699056,-0.149923
5243705,-1.01703,0.0911758,0.00501203,18.3095,-1.0435,10.021,0.438581,-0.287826,-0.149923,9.01085,-0.209886,10.0669,0.401902,-0.696966,-0.149923
5243829,-1.01703,0.0911758,0.00518561,18.3012,-1.01586,10.038,0.438423,-0.287825,-0.150073,9.00258,-0.182251,10.0854,0.401744,-0.696964,-0.150073
5245260,-1.01703,0.0911757,0.00535919,18.2736,-0.99793,10.046,0.437992,-0.288111,-0.150033,8.97501,-0.164317,10.095,0.401313,-0.69725,-0.150033
5246679,-1.01703,0.0911757,0.00553277,18.2352,-0.983147,10.0581,0.437541,-0.288611,-0.149788,8.93659,-0.149535,10.1087,0.400862,-0.69775,-0.149788
5247619,-1.01499,0.0886039,0.00702077,18.2352,-0.983147,10.0583,0.437541,-0.288611,-0.149788,8.95521,-0.173049,10.1225,0.401896,-0.696931,-0.149788
5248117,-1.01499,0.0886038,0.00719435,18.201,-0.997072,10.0719,0.437549,-0.289243,-0.149719,8.92106,-0.186974,10.1377,0.401905,-0.697562,-0.149719
5249557,-1.01499,0.0886038,0.00736793,18.1789,-1.00777,10.0914,0.437509,-0.289729,-0.149842,8.89895,-0.197675,10.1588,0.401865,-0.698047,-0.149842
5250088,-1.01499,0.0886038,0.00736793,18.1789,-1.00777,10.0914,0.437509,-0.289729,-0.149842,8.89895,-0.197675,10.1588,0.401865,-0.698047,-0.149842
5250981,-1.01499,0.0886038,0.00755011,18.1858,-1.02076,10.1065,0.437483,-0.290012,-0.149853,8.9058,-0.210657,10.1755,0.401838,-0.698331,-0.149853
5251538,-1.00545,0.0834574,0.00200402,18.1858,-1.02075,10.1066,0.437483,-0.290012,-0.149853,8.99297,-0.25771,10.125,0.403909,-0.694495,-0.149853
5252428,-1.00545,0.0834575,0.00218619,18.1931,-1.03701,10.1247,0.437756,-0.290123,-0.149885,9.0003,-0.273961,10.1447,0.404182,-0.694606,-0.149885
5253844,-1.00545,0.0834576,0.00236837,18.1931,-1.03395,10.1472,0.437744,-0.290398,-0.149887,9.00028,-0.270901,10.1688,0.40417,-0.69488,-0.149887
5255283,-1.00545,0.0834576,0.00255055,18.1718,-1.04286,10.1571,0.437711,-0.290788,-0.14985,8.97903,-0.279811,10.1805,0.404137,-0.695271,-0.14985
5255442,-1.00496,0.0930397,-0.000677259,18.1718,-1.04286,10.1573,0.437711,-0.290788,-0.14985,8.98354,-0.192203,10.1511,0.400283,-0.695072,-0.14985
5256717,-1.00496,0.0930398,-0.000495082,18.1414,-1.07334,10.1611,0.437958,-0.291341,-0.150072,8.95316,-0.222688,10.1566,0.40053,-0.695626,-0.150072
5258130,-1.00496,0.0930399,-0.000312905,18.13,-1.09827,10.1754,0.438321,-0.291774,-0.149996,8.94173,-0.247612,10.1725,0.400892,-0.696058,-0.149996
5259355,-1.00477,0.0951246,-0.00617072,18.13,-1.09827,10.1755,0.438321,-0.291774,-0.149996,8.94351,-0.228551,10.1191,0.400053,-0.69598,-0.149996
5259593,-1.00477,0.0951247,-0.00598855,18.1433,-1.12308,10.1928,0.438835,-0.292012,-0.15,8.95677,-0.253365,10.138,0.400567,-0.696218,-0.15
5260198,-1.00477,0.0951247,-0.00598855,18.1433,-1.12308,10.1928,0.438835,-0.292012,-0.15,8.95677,-0.253365,10.138,0.400567,-0.696218,-0.15
5261040,-1.00477,0.0951248,-0.00580501,18.1682,-1.12604,10.1997,0.439228,-0.291976,-0.150131,8.98175,-0.256325,10.1467,0.40096,-0.696182,-0.150131
5262448,-1.00477,0.0951249,-0.00562147,18.1951,-1.11632,10.2056,0.439312,-0.2919,-0.15032,9.00864,-0.246603,10.1542,0.401045,-0.696106,-0.15032
5263295,-0.995202,0.0944301,-0.0128765,18.1951,-1.11632,10.2058,0.439312,-0.2919,-0.15032,9.09609,-0.252956,10.0881,0.401324,-0.692258,-0.15032
5263864,-0.995202,0.0944302,-0.012693,18.2083,-1.09838,10.215,0.439508,-0.291886,-0.150132,9.10922,-0.235008,10.0989,0.401519,-0.692244,-0.150132
5265300,-0.995202,0.0944303,-0.0125094,18.2142,-1.06703,10.215,0.439243,-0.291871,-0.150178,9.11516,-0.203661,10.1006,0.401255,-0.692229,-0.150178
5266762,-0.995202,0.0944304,-0.0123259,18.2268,-1.05258,10.2198,0.439125,-0.291783,-0.150247,9.12779,-0.189214,10.1071,0.401136,-0.692141,-0.150247
5267214,-1.00404,0.0981034,-0.0164695,18.2268,-1.05258,10.22,0.439125,-0.291783,-0.150247,9.047,-0.155631,10.0694,0.399659,-0.695697,-0.150247
5268174,-1.00404,0.0981035,-0.0162859,18.2508,-1.0455,10.2214,0.439065,-0.291585,-0.150024,9.07094,-0.148551,10.0725,0.399599,-0.695499,-0.150024
5269611,-1.00404,0.0981036,-0.0161024,18.2843,-1.02438,10.2253,0.43879,-0.291244,-0.149934,9.10441,-0.127424,10.0781,0.399324,-0.695157,-0.149934
5269832,-1.00404,0.0981036,-0.0161024,18.2843,-1.02438,10.2253,0.43879,-0.291244,-0.149934,9.10441,-0.127424,10.0781,0.399324,-0.695157,-0.149934
5271042,-1.00404,0.0981035,-0.0159011,18.3052,-1.00559,10.2209,0.438438,-0.290898,-0.149896,9.12539,-0.108633,10.0755,0.398972,-0.694811,-0.149896
5271142,-1.00752,0.0989006,-0.0165701,18.3052,-1.00559,10.2211,0.438438,-0.290898,-0.149896,9.09359,-0.101346,10.0696,0.398651,-0.69621,-0.149896
5272472,-1.00752,0.0989005,-0.0163687,18.3119,-0.978857,10.2162,0.437905,-0.290631,-0.149722,9.10026,-0.074618,10.0666,0.398118,-0.695943,-0.149722
5273927,-1.00752,0.0989004,-0.0161674,18.3074,-0.9579,10.216,0.437398,-0.290516,-0.149593,9.09575,-0.0536615,10.0682,0.397611,-0.695828,-0.149593
5275052,-1.01406,0.0870342,-0.0144521,18.3074,-0.9579,10.2162,0.437398,-0.290516,-0.149593,9.03593,-0.162153,10.084,0.402385,-0.69846,-0.149593
5275341,-1.01406,0.0870341,-0.0142508,18.292,-0.930647,10.2187,0.436805,-0.29071,-0.149792,9.02051,-0.134902,10.0884,0.401792,-0.698654,-0.149792
5276803,-1.01406,0.087034,-0.0140495,18.298,-0.916359,10.21,0.436408,-0.290571,-0.150056,9.02653,-0.120614,10.0816,0.401395,-0.698515,-0.150056
5278230,-1.01406,0.0870339,-0.0138481,18.3245,-0.898951,10.2052,0.4358,-0.290257,-0.150234,9.05307,-0.103207,10.0786,0.400787,-0.698202,-0.150234
5278950,-1.0119,0.074908,-0.0132069,18.3245,-0.898951,10.2054,0.4358,-0.290257,-0.150234,9.07278,-0.214073,10.0847,0.405665,-0.697334,-0.150234
5279659,-1.0119,0.0749079,-0.0130055,18.3448,-0.90433,10.2044,0.435724,-0.289874,-0.150236,9.09309,-0.219453,10.0855,0.405589,-0.696951,-0.150236
5280297,-1.0119,0.0749079,-0.0130055,18.3448,-0.90433,10.2044,0.435724,-0.289874,-0.150236,9.09309,-0.219453,10.0855,0.405589,-0.696951,-0.150236
5281077,-1.0119,0.0749078,-0.0128198,18.3589,-0.883844,10.1875,0.43496,-0.289482,-0.150238,9.10715,-0.198968,10.0703,0.404825,-0.696559,-0.150238
5282491,-1.0119,0.0749078,-0.012634,18.3534,-0.877515,10.1887,0.434678,-0.289432,-0.150231,9.10165,-0.192639,10.0732,0.404544,-0.696508,-0.150231
5282871,-1.01105,0.0722653,-0.0121106,18.3534,-0.877515,10.1889,0.434678,-0.289432,-0.150231,9.10942,-0.216799,10.0782,0.405607,-0.696166,-0.150231
5283923,-1.01105,0.0722653,-0.0119248,18.3378,-0.882434,10.1793,0.434362,-0.289469,-0.150202,9.0938,-0.221718,10.0702,0.405291,-0.696203,-0.150202
5285372,-1.01105,0.0722652,-0.0117391,18.3174,-0.884612,10.1838,0.434103,-0.289576,-0.149845,9.07341,-0.223897,10.0765,0.405031,-0.69631,-0.149845
5286798,-1.01105,0.0722652,-0.0115533,18.3068,-0.911999,10.1759,0.43413,-0.28962,-0.149948,9.06282,-0.251284,10.0703,0.405058,-0.696353,-0.149948
5286811,-1.01872,0.068056,-0.00655015,18.3068,-0.911999,10.1761,0.43413,-0.28962,-0.149948,8.9927,-0.289768,10.1162,0.406752,-0.699438,-0.149948
5288213,-1.01872,0.068056,-0.0063644,18.2986,-0.929378,10.177,0.434254,-0.289609,-0.150129,8.98456,-0.307148,10.1188,0.406875,-0.699427,-0.150129
5289687,-1.01872,0.0680559,-0.00617864,18.2956,-0.939465,10.1867,0.434368,-0.289607,-0.150028,8.98159,-0.317235,10.1302,0.40699,-0.699425,-0.150028
5289961,-1.01872,0.0680559,-0.00617864,18.2956,-0.939465,10.1867,0.434368,-0.289607,-0.150028,8.98159,-0.317235,10.1302,0.40699,-0.699425,-0.150028
5290690,-1.01374,0.0753542,-0.00368389,18.2956,-0.939465,10.1869,0.434368,-0.289607,-0.150028,9.02704,-0.250507,10.1532,0.404054,-0.697425,-0.150028
5291157,-1.01374,0.0753543,-0.00351426,18.2926,-0.950902,10.1685,0.434394,-0.289491,-0.150431,9.02404,-0.261944,10.1364,0.40408,-0.697309,-0.150431
5292540,-1.01374,0.0753543,-0.00334464,18.2861,-0.949977,10.1695,0.434445,-0.289652,-0.150205,9.01748,-0.261019,10.1389,0.404131,-0.69747,-0.150205
5293995,-1.01374,0.0753544,-0.00317501,18.2803,-0.954989,10.1664,0.434394,-0.289682,-0.150163,9.01176,-0.26603,10.1374,0.40408,-0.6975,-0.150163
5294646,-1.01177,0.0769528,-0.00829255,18.2803,-0.954989,10.1666,0.434394,-0.289682,-0.150163,9.02979,-0.251416,10.0907,0.403437,-0.696707,-0.150163
5295418,-1.01177,0.0769528,-0.00812292,18.2774,-0.95995,10.1669,0.434604,-0.289737,-0.15008,9.02686,-0.256376,10.0926,0.403647,-0.696762,-0.15008
5296852,-1.01177,0.0769529,-0.0079533,18.2768,-0.951045,10.1621,0.434325,-0.289845,-0.150051,9.02619,-0.247471,10.0894,0.403368,-0.696869,-0.150051
5298245,-1.01177,0.0769529,-0.00778367,18.2726,-0.949565,10.163,0.434525,-0.28993,-0.149913,9.02206,-0.245991,10.0919,0.403567,-0.696955,-0.149913
5298562,-1.00922,0.080929,-0.00815829,18.2726,-0.949565,10.1632,0.434525,-0.28993,-0.149913,9.04537,-0.209637,10.0886,0.401968,-0.695929,-0.149913
5299678,-1.00922,0.0809291,-0.00798866,18.2589,-0.940363,10.1669,0.434395,-0.290136,-0.149761,9.03162,-0.200435,10.0939,0.401838,-0.696135,-0.149761
5299784,-1.00922,0.0809291,-0.00798866,18.2589,-0.940363,10.1669,0.434395,-0.290136,-0.149761,9.03162,-0.200435,10.0939,0.401838,-0.696135,-0.149761
5301135,-1.00922,0.0809289,-0.00782503,18.2504,-0.91994,10.1719,0.434036,-0.290175,-0.149847,9.02313,-0.180013,10.1003,0.40148,-0.696174,-0.149847
5302532,-1.00822,0.0771959,-0.00818528,18.2504,-0.91994,10.172,0.434036,-0.290175,-0.149847,9.03233,-0.214143,10.0972,0.402981,-0.695769,-0.149847
5302561,-1.00822,0.0771958,-0.00802165,18.2464,-0.91481,10.1687,0.433949,-0.290358,-0.149646,9.02837,-0.209015,10.0954,0.402894,-0.695952,-0.149646
5303972,-1.00822,0.0771956,-0.00785802,18.2395,-0.903127,10.1793,0.433837,-0.290424,-0.14985,9.0214,-0.197334,10.1075,0.402782,-0.696019,-0.14985
5305410,-1.00822,0.0771955,-0.00769439,18.2362,-0.884245,10.1797,0.433446,-0.290626,-0.149922,9.01819,-0.178453,10.1094,0.402391,-0.696221,-0.149922
5306462,-1.00797,0.0763935,-0.00879375,18.2362,-0.884245,10.1799,0.433446,-0.290626,-0.149922,9.02045,-0.185785,10.0995,0.402714,-0.696121,-0.149922
5306846,-1.00797,0.0763934,-0.00863012,18.2409,-0.875492,10.1762,0.433199,-0.290629,-0.150028,9.02509,-0.177033,10.0973,0.402466,-0.696124,-0.150028
5308315,-1.00797,0.0763932,-0.00846649,18.2459,-0.857819,10.1789,0.432807,-0.290638,-0.150032,9.03015,-0.159362,10.1015,0.402075,-0.696133,-0.150032
5309703,-1.00797,0.0763931,-0.00830286,18.2592,-0.851361,10.1802,0.432455,-0.290531,-0.150044,9.0434,-0.152905,10.1043,0.401723,-0.696025,-0.150044
5309954,-1.00797,0.0763931,-0.00830286,18.2592,-0.851361,10.1802,0.432455,-0.290531,-0.150044,9.0434,-0.152905,10.1043,0.401723,-0.696025,-0.150044
5310363,-1.00729,0.0702984,-0.00912369,18.2592,-0.851361,10.1803,0.432455,-0.290531,-0.150044,9.04966,-0.208628,10.0969,0.404175,-0.69575,-0.150044
5311133,-1.00729,0.0702984,-0.00897112,18.2689,-0.849731,10.1794,0.432208,-0.29037,-0.15015,9.05934,-0.206998,10.0974,0.403928,-0.69559,-0.15015
5312597,-1.00729,0.0702985,-0.00881855,18.2688,-0.849971,10.1798,0.431943,-0.290361,-0.150068,9.05927,-0.207237,10.0991,0.403663,-0.69558,-0.150068
5314002,-1.00729,0.0702986,-0.00866598,18.2754,-0.864378,10.183,0.432,-0.290391,-0.15016,9.06584,-0.221644,10.1038,0.40372,-0.695611,-0.15016
5314283,-1.00702,0.0699271,-0.00931922,18.2754,-0.864378,10.1831,0.432,-0.290391,-0.15016,9.0683,-0.225039,10.0979,0.403869,-0.695502,-0.15016
5315422,-1.00702,0.0699272,-0.00916665,18.2762,-0.875216,10.185,0.431968,-0.290378,-0.150023,9.0691,-0.235877,10.1012,0.403837,-0.695489,-0.150023
5316862,-1.00702,0.0699273,-0.00901408,18.291,-0.878696,10.1826,0.4318,-0.290264,-0.15001,9.08398,-0.239356,10.1002,0.403669,-0.695375,-0.15001
5318203,-1.01209,0.0698466,-0.0125586,18.291,-0.878696,10.1828,0.4318,-0.290264,-0.15001,9.0376,-0.240094,10.068,0.403702,-0.697416,-0.15001
5318300,-1.01209,0.0698466,-0.012406,18.3001,-0.901348,10.1827,0.431951,-0.290075,-0.150132,9.04671,-0.262746,10.0692,0.403852,-0.697227,-0.150132
5319739,-1.01209,0.0698467,-0.0122534,18.3122,-0.92178,10.1807,0.432107,-0.28994,-0.150129,9.05879,-0.283177,10.0686,0.404008,-0.697092,-0.150129
5320220,-1.01209,0.0698467,-0.0122534,18.3122,-0.92178,10.1807,0.432107,-0.28994,-0.150129,9.05879,-0.283177,10.0686,0.404008,-0.697092,-0.150129
5321170,-1.01209,0.0698464,-0.0121205,18.311,-0.942166,10.18,0.432452,-0.289836,-0.15011,9.05756,-0.303567,10.0692,0.404354,-0.696988,-0.15011
5322125,-1.01631,0.0744175,-0.01175,18.311,-0.942167,10.1802,0.432452,-0.289836,-0.15011,9.01901,-0.261773,10.0727,0.402515,-0.698684,-0.15011
5322626,-1.01631,0.0744172,-0.0116171,18.3147,-0.973289,10.1768,0.432992,-0.289704,-0.150014,9.02268,-0.292898,10.0705,0.403055,-0.698552,-0.150014
5324027,-1.01631,0.0744168,-0.0114842,18.3259,-0.9914,10.1767,0.43348,-0.289514,-0.15,9.03391,-0.311013,10.0717,0.403543,-0.698362,-0.15
5325466,-1.01631,0.0744165,-0.0113513,18.339,-1.00868,10.1696,0.433803,-0.289295,-0.150162,9.047,-0.328292,10.0658,0.403866,-0.698143,-0.150162
5326044,-1.01796,0.0838199,-0.011337,18.339,-1.00868,10.1697,0.433803,-0.289295,-0.150162,9.03184,-0.242318,10.0661,0.400083,-0.69881,-0.150162
5326898,-1.01796,0.0838195,-0.0112041,18.3598,-1.0203,10.1667,0.434249,-0.288942,-0.149925,9.05265,-0.253946,10.0642,0.400529,-0.698457,-0.149925
5328322,-1.01796,0.0838192,-0.0110712,18.3726,-1.02407,10.1647,0.434565,-0.288654,-0.150204,9.06548,-0.257718,10.0635,0.400845,-0.698169,-0.150204
5329770,-1.01796,0.0838189,-0.0109382,18.3825,-1.03348,10.1711,0.435074,-0.288353,-0.150114,9.07533,-0.267131,10.0711,0.401354,-0.697869,-0.150114
5329898,-1.01796,0.0838189,-0.0109382,18.3825,-1.03348,10.1711,0.435074,-0.288353,-0.150114,9.07533,-0.267131,10.0711,0.401354,-0.697869,-0.150114
5329978,-1.01832,0.0858615,-0.00944051,18.3825,-1.03348,10.1712,0.435074,-0.288353,-0.150114,9.07208,-0.248454,10.0849,0.400533,-0.698012,-0.150114
5331201,-1.01832,0.0858619,-0.00934919,18.3914,-1.04037,10.1727,0.435371,-0.288044,-0.149974,9.08095,-0.255337,10.0873,0.40083,-0.697702,-0.149974
5332613,-1.01832,0.0858623,-0.00925787,18.4052,-1.04829,10.1799,0.435728,-0.287706,-0.150018,9.09479,-0.263254,10.0953,0.401187,-0.697364,-0.150018
5333908,-1.02395,0.0874514,-0.00944421,18.4052,-1.04829,10.18,0.435728,-0.287706,-0.150018,9.04334,-0.248725,10.0936,0.400547,-0.699628,-0.150018
5334058,-1.02395,0.0874517,-0.00935289,18.4145,-1.04968,10.1842,0.436063,-0.287459,-0.1502,9.05269,-0.250117,10.0987,0.400882,-0.699381,-0.1502
5335488,-1.02395,0.0874521,-0.00926157,18.4284,-1.03735,10.1938,0.436141,-0.287047,-0.149959,9.06654,-0.237784,10.1091,0.40096,-0.698969,-0.149959
5336963,-1.02395,0.0874525,-0.00917024,18.4358,-1.02559,10.1991,0.436185,-0.286785,-0.149964,9.07392,-0.226022,10.1153,0.401004,-0.698707,-0.149964
5337839,-1.02616,0.0853093,-0.00939722,18.4358,-1.02559,10.1992,0.436185,-0.286785,-0.149964,9.0537,-0.245616,10.1133,0.401866,-0.699596,-0.149964
5338341,-1.02616,0.0853097,-0.0093059,18.4316,-1.02412,10.2058,0.436274,-0.286592,-0.149998,9.04948,-0.244136,10.1208,0.401955,-0.699403,-0.149998
5339780,-1.02616,0.0853101,-0.00921458,18.4205,-1.00801,10.2126,0.436202,-0.286597,-0.150065,9.03838,-0.228025,10.1283,0.401883,-0.699409,-0.150065
5340127,-1.02616,0.0853101,-0.00921458,18.4205,-1.00801,10.2126,0.436202,-0.286597,-0.150065,9.03838,-0.228025,10.1283,0.401883,-0.699409,-0.150065
5341273,-1.02616,0.0853099,-0.00914853,18.4204,-0.990576,10.2195,0.436174,-0.286412,-0.14991,9.03829,-0.210595,10.1358,0.401855,-0.699224,-0.14991
5341768,-1.03117,0.0848452,-0.0127936,18.4204,-0.990576,10.2195,0.436174,-0.286412,-0.14991,8.99244,-0.214843,10.1025,0.402042,-0.701241,-0.14991
5342703,-1.03117,0.0848451,-0.0127276,18.4178,-0.965462,10.2214,0.435949,-0.286248,-0.149969,8.98985,-0.18973,10.1051,0.401817,-0.701076,-0.149969
5344097,-1.03117,0.0848449,-0.0126615,18.4197,-0.939794,10.2289,0.435553,-0.286126,-0.149899,8.99173,-0.164064,10.1132,0.401421,-0.700955,-0.149899
5345517,-1.03117,0.0848447,-0.0125955,18.4162,-0.916474,10.2344,0.435078,-0.286081,-0.149951,8.98825,-0.140745,10.1192,0.400945,-0.70091,-0.149951
5345702,-1.03256,0.0851271,-0.0152095,18.4162,-0.916474,10.2345,0.435078,-0.286081,-0.149951,8.97561,-0.138164,10.0954,0.400832,-0.701466,-0.149951
5346946,-1.03256,0.0851269,-0.0151435,18.404,-0.894402,10.2403,0.434612,-0.286109,-0.14978,8.96345,-0.116094,10.1019,0.400366,-0.701494,-0.14978
5348394,-1.03256,0.0851267,-0.0150774,18.4017,-0.897597,10.2465,0.434417,-0.286093,-0.14977,8.96114,-0.11929,10.1086,0.400172,-0.701478,-0.14977
5349585,-1.0331,0.085188,-0.016536,18.4017,-0.897597,10.2465,0.434417,-0.286093,-0.14977,8.95618,-0.118731,10.0953,0.400147,-0.701696,-0.14977
5349715,-1.0331,0.085188,-0.016536,18.4017,-0.897597,10.2465,0.434417,-0.286093,-0.14977,8.95618,-0.118731,10.0953,0.400147,-0.701696,-0.14977
5349831,-1.0331,0.0851879,-0.0164822,18.4031,-0.905258,10.2528,0.434263,-0.285982,-0.149857,8.95761,-0.126392,10.1021,0.399993,-0.701585,-0.149857
5351242,-1.0331,0.0851878,-0.0164284,18.4105,-0.910422,10.2562,0.434138,-0.285858,-0.149925,8.965,-0.131557,10.106,0.399868,-0.701461,-0.149925
5352670,-1.0331,0.0851877,-0.0163746,18.4094,-0.907251,10.2593,0.434106,-0.285792,-0.149961,8.96385,-0.128387,10.1096,0.399836,-0.701395,-0.149961
5353509,-1.02369,0.0762153,-0.0173549,18.4094,-0.907251,10.2593,0.434106,-0.285792,-0.149961,9.04989,-0.210421,10.1007,0.403445,-0.697609,-0.149961
5354116,-1.02369,0.0762152,-0.0173011,18.4145,-0.909008,10.2531,0.433842,-0.285632,-0.149872,9.055,-0.212179,10.095,0.403181,-0.69745,-0.149872
5355569,-1.02369,0.0762151,-0.0172473,18.4167,-0.91627,10.2537,0.433806,-0.285544,-0.149844,9.0572,-0.219442,10.096,0.403146,-0.697361,-0.149844
5356972,-1.02369,0.076215,-0.0171935,18.4184,-0.929029,10.2522,0.433749,-0.285356,-0.149925,9.05888,-0.232201,10.095,0.403089,-0.697173,-0.149925
5357441,-1.02694,0.0715906,-0.0177954,18.4184,-0.929029,10.2522,0.433749,-0.285356,-0.149925,9.02911,-0.274481,10.0895,0.404949,-0.698483,-0.149925
5358411,-1.02694,0.0715905,-0.0177416,18.4175,-0.945013,10.2491,0.434017,-0.285225,-0.149835,9.02823,-0.290467,10.0869,0.405216,-0.698352,-0.149835
5359863,-1.02694,0.0715905,-0.0176877,18.4232,-0.962372,10.2444,0.434315,-0.285147,-0.149891,9.03391,-0.307826,10.0827,0.405515,-0.698274,-0.149891
5359987,-1.02694,0.0715905,-0.0176877,18.4232,-0.962372,10.2444,0.434315,-0.285147,-0.149891,9.03391,-0.307826,10.0827,0.405515,-0.698274,-0.149891
5361263,-1.02694,0.0715905,-0.0176636,18.4169,-0.965242,10.2413,0.434493,-0.285032,-0.149812,9.0277,-0.310696,10.0798,0.405693,-0.698159,-0.149812
5361366,-1.02822,0.0705896,-0.0196471,18.4169,-0.965242,10.2413,0.434493,-0.285032,-0.149812,9.016,-0.319848,10.0617,0.406096,-0.698673,-0.149812
5362696,-1.02822,0.0705896,-0.019623,18.4184,-0.954454,10.2395,0.434428,-0.284993,-0.149867,9.01749,-0.309059,10.0601,0.406031,-0.698634,-0.149867
5364151,-1.02822,0.0705897,-0.0195988,18.4143,-0.942745,10.2367,0.434345,-0.284957,-0.150093,9.01338,-0.297348,10.0576,0.405947,-0.698599,-0.150093
5365275,-1.02917,0.0778251,-0.0207975,18.4143,-0.942745,10.2368,0.434345,-0.284957,-0.150093,9.00469,-0.231196,10.0466,0.403037,-0.698981,-0.150093
5365575,-1.02917,0.0778252,-0.0207734,18.415,-0.92379,10.2333,0.43408,-0.284884,-0.150194,9.00539,-0.212241,10.0434,0.402772,-0.698908,-0.150194
5366991,-1.02917,0.0778252,-0.0207492,18.4198,-0.908805,10.2323,0.433848,-0.284798,-0.150208,9.01012,-0.197255,10.0426,0.40254,-0.698822,-0.150208
5368422,-1.02917,0.0778253,-0.0207251,18.4169,-0.905741,10.2324,0.433683,-0.284838,-0.150308,9.00724,-0.19419,10.0429,0.402374,-0.698862,-0.150308
5369196,-1.02673,0.0707953,-0.0214028,18.4169,-0.905741,10.2324,0.433683,-0.284838,-0.150308,9.02954,-0.258465,10.0368,0.405202,-0.697881,-0.150308
5369783,-1.02673,0.0707953,-0.0214028,18.4169,-0.905741,10.2324,0.433683,-0.284838,-0.150308,9.02954,-0.258465,10.0368,0.405202,-0.697881,-0.150308
5369890,-1.02673,0.0707952,-0.0214144,18.413,-0.895828,10.2315,0.433375,-0.284909,-0.150279,9.0257,-0.248553,10.0357,0.404895,-0.697952,-0.150279
5371304,-1.02673,0.0707951,-0.0214259,18.4092,-0.877566,10.2258,0.43305,-0.284961,-0.150225,9.02186,-0.230292,10.0299,0.40457,-0.698004,-0.150225
5372739,-1.02673,0.070795,-0.0214374,18.4032,-0.861771,10.2228,0.432729,-0.284972,-0.150227,9.01587,-0.214498,10.0268,0.404249,-0.698015,-0.150227
5373162,-1.02577,0.0692671,-0.0176104,18.4032,-0.861771,10.2228,0.432729,-0.284972,-0.150227,9.02467,-0.228467,10.0617,0.404864,-0.697628,-0.150227
5374185,-1.02577,0.069267,-0.0176219,18.3928,-0.84883,10.2192,0.432269,-0.285092,-0.150133,9.01431,-0.215527,10.058,0.404404,-0.697748,-0.150133
5375615,-1.02577,0.0692669,-0.0176335,18.3836,-0.843873,10.217,0.432004,-0.285187,-0.150212,9.0051,-0.210571,10.0557,0.404139,-0.697842,-0.150212
5377041,-1.02577,0.0692668,-0.017645,18.367,-0.849759,10.2122,0.431822,-0.285381,-0.150215,8.9885,-0.216458,10.0509,0.403957,-0.698036,-0.150215
5377049,-1.02776,0.0697027,-0.0170557,18.367,-0.849759,10.2122,0.431822,-0.285381,-0.150215,8.97034,-0.212473,10.0563,0.403782,-0.698835,-0.150215
5378495,-1.02776,0.0697026,-0.0170672,18.3552,-0.860539,10.2141,0.431758,-0.28552,-0.149954,8.95854,-0.223254,10.0581,0.403717,-0.698974,-0.149954
5379914,-1.02776,0.0697025,-0.0170787,18.3393,-0.872413,10.2148,0.431667,-0.285755,-0.149982,8.94257,-0.235129,10.0586,0.403627,-0.69921,-0.149982
5380134,-1.02776,0.0697025,-0.0170787,18.3393,-0.872413,10.2148,0.431667,-0.285755,-0.149982,8.94257,-0.235129,10.0586,0.403627,-0.69921,-0.149982
5380971,-1.02188,0.0699891,-0.0167503,18.3393,-0.872413,10.2148,0.431667,-0.285755,-0.149982,8.99627,-0.232508,10.0616,0.403511,-0.696846,-0.149982
5381328,-1.02188,0.0699895,-0.0167605,18.322,-0.864827,10.2173,0.431611,-0.286046,-0.14999,8.97899,-0.224919,10.0641,0.403455,-0.697138,-0.14999
5382811,-1.02188,0.0699898,-0.0167707,18.3085,-0.861661,10.2164,0.431393,-0.28623,-0.150194,8.96547,-0.22175,10.063,0.403237,-0.697321,-0.150194
5384213,-1.02188,0.0699902,-0.0167809,18.297,-0.865637,10.2147,0.431321,-0.286479,-0.15023,8.95402,-0.225722,10.0613,0.403165,-0.69757,-0.15023
5384946,-1.01956,0.0700516,-0.0142074,18.297,-0.865637,10.2147,0.431321,-0.286479,-0.15023,8.97522,-0.22516,10.0848,0.40314,-0.696637,-0.15023
5385636,-1.01956,0.070052,-0.0142176,18.2902,-0.875662,10.2105,0.431352,-0.286717,-0.150071,8.96841,-0.235182,10.0805,0.403171,-0.696876,-0.150071
5387042,-1.01956,0.0700524,-0.0142278,18.2846,-0.90029,10.2137,0.431589,-0.286989,-0.150046,8.9628,-0.259807,10.0836,0.403408,-0.697147,-0.150046
5388504,-1.01956,0.0700527,-0.014238,18.2842,-0.927223,10.2108,0.43191,-0.287232,-0.149907,8.96245,-0.286736,10.0806,0.403729,-0.69739,-0.149907
5388793,-1.01409,0.0719709,-0.0152214,18.2842,-0.927222,10.2107,0.43191,-0.287232,-0.149907,9.0125,-0.269198,10.0716,0.402957,-0.695188,-0.149907
5389919,-1.01409,0.0719712,-0.0152316,18.2874,-0.943694,10.2091,0.43212,-0.287366,-0.149769,9.01564,-0.285667,10.0699,0.403166,-0.695322,-0.149769
5389948,-1.01409,0.0719712,-0.0152316,18.2874,-0.943694,10.2091,0.43212,-0.287366,-0.149769,9.01564,-0.285667,10.0699,0.403166,-0.695322,-0.149769
