time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z,z_1,z_2,z_3,z_4,z_5,z_6
438304,1.0199,0.0703981,0.0238259,-0.619773,-0.887637,9.94541,0.426157,-1.12004,-0.148402,8.70509,-0.243993,10.1633,0.397836,-0.709747,-0.148402
438309,1.01994,0.0703981,0.0219854,-0.617026,-0.911851,9.9348,0.426148,-1.11989,-0.148399,8.70822,-0.268207,10.1358,0.397828,-0.709583,-0.148399
439744,1.01998,0.0703981,0.020145,-0.53845,-0.919435,9.93307,0.426083,-1.11887,-0.148187,8.78719,-0.27579,10.1173,0.397762,-0.708543,-0.148187
439923,1.01998,0.0703981,0.020145,-0.53845,-0.919435,9.93307,0.426083,-1.11887,-0.148187,8.78719,-0.27579,10.1173,0.397762,-0.708543,-0.148187
441186,1.02003,0.0703978,0.0182198,-0.430348,-0.937216,9.92813,0.426221,-1.11722,-0.148478,8.89573,-0.293574,10.0947,0.3979,-0.706874,-0.148478
442224,1.0353,0.0615366,0.0306878,-0.430303,-0.937216,9.92634,0.426221,-1.11722,-0.148478,9.03537,-0.374592,10.2069,0.401465,-0.70073,-0.148478
442616,1.03535,0.0615363,0.0287627,-0.360888,-0.94246,9.92157,0.426449,-1.11583,-0.14832,9.10523,-0.379838,10.1845,0.401693,-0.69932,-0.14832
444038,1.0354,0.0615361,0.0268375,-0.350205,-0.929273,9.90952,0.426201,-1.11484,-0.148354,9.11636,-0.366654,10.1549,0.401445,-0.698309,-0.148354
445468,1.03545,0.0615358,0.0249123,-0.402934,-0.918067,9.89855,0.426096,-1.11491,-0.148203,9.06407,-0.35545,10.1263,0.401341,-0.698357,-0.148203
446172,1.00191,0.0665026,0.0342966,-0.402889,-0.918067,9.89675,0.426096,-1.1149,-0.148203,8.75754,-0.310039,10.2103,0.399343,-0.711845,-0.148203
446904,1.00196,0.0665023,0.0323714,-0.453327,-0.89144,9.89622,0.425742,-1.1149,-0.147918,8.70754,-0.283415,10.1922,0.398989,-0.711818,-0.147918
448344,1.00201,0.0665021,0.0304462,-0.47992,-0.892026,9.89845,0.425448,-1.11518,-0.148289,8.68139,-0.284003,10.1768,0.398695,-0.712084,-0.148289
449785,1.00206,0.0665019,0.0285211,-0.41088,-0.903579,9.89908,0.425564,-1.11413,-0.148479,8.75088,-0.295557,10.1598,0.398811,-0.711017,-0.148479
450111,0.988817,0.0675749,0.0301139,-0.410835,-0.903579,9.89728,0.425564,-1.11413,-0.148479,8.62984,-0.285747,10.1726,0.398379,-0.716342,-0.148479
450121,0.988817,0.0675749,0.0301139,-0.410835,-0.903579,9.89728,0.425564,-1.11413,-0.148479,8.62984,-0.285747,10.1726,0.398379,-0.716342,-0.148479
451200,0.988871,0.0675753,0.0281445,-0.317105,-0.886892,9.90551,0.425336,-1.11277,-0.148566,8.72406,-0.269057,10.1628,0.398151,-0.714959,-0.148566
452645,0.988924,0.0675757,0.0261751,-0.20688,-0.886155,9.90563,0.42516,-1.11081,-0.148612,8.83478,-0.268316,10.145,0.397975,-0.712979,-0.148612
454034,1.00633,0.0609237,0.0331267,-0.20683,-0.886154,9.9038,0.42516,-1.11081,-0.148612,8.99399,-0.329134,10.2067,0.400651,-0.705974,-0.148612
454075,1.00639,0.060924,0.0311573,-0.13308,-0.893031,9.90633,0.425284,-1.10907,-0.148484,9.06823,-0.336007,10.1912,0.400775,-0.704211,-0.148484
455487,1.00644,0.0609244,0.0291878,-0.142449,-0.863754,9.91237,0.424665,-1.10819,-0.148588,9.05935,-0.306727,10.1792,0.400155,-0.703315,-0.148588
456920,1.00649,0.0609248,0.0272184,-0.204088,-0.854828,9.9124,0.424624,-1.1082,-0.148446,8.9982,-0.297797,10.1613,0.400115,-0.703297,-0.148446
457986,0.980016,0.0617772,0.0336995,-0.204038,-0.854827,9.91056,0.424624,-1.1082,-0.148446,8.75617,-0.290004,10.2187,0.399772,-0.713946,-0.148446
458366,0.98007,0.0617775,0.03173,-0.241427,-0.863366,9.90976,0.424542,-1.10814,-0.148466,8.71927,-0.298539,10.1999,0.39969,-0.713874,-0.148466
459800,0.980123,0.0617779,0.0297606,-0.197544,-0.86075,9.91941,0.424234,-1.10713,-0.148346,8.76364,-0.295919,10.1915,0.399382,-0.712841,-0.148346
459887,0.980123,0.0617779,0.0297606,-0.197544,-0.86075,9.91941,0.424234,-1.10713,-0.148346,8.76364,-0.295919,10.1915,0.399382,-0.712841,-0.148346
461216,0.980182,0.0617778,0.0277435,-0.115332,-0.895878,9.9228,0.424726,-1.10561,-0.148512,8.84639,-0.331049,10.1765,0.399873,-0.711298,-0.148512
461925,0.969702,0.0619611,0.0279492,-0.115277,-0.895878,9.92092,0.424726,-1.10561,-0.148512,8.75064,-0.329373,10.1765,0.399799,-0.715511,-0.148512
462652,0.969761,0.061961,0.0259321,-0.0431212,-0.900314,9.92487,0.424775,-1.10393,-0.148617,8.82333,-0.33381,10.162,0.399849,-0.713805,-0.148617
464100,0.96982,0.0619608,0.023915,-0.0371206,-0.904714,9.93273,0.4248,-1.10286,-0.1482,8.82987,-0.338211,10.1514,0.399874,-0.712715,-0.1482
465531,0.969879,0.0619607,0.0218979,-0.096604,-0.916792,9.9352,0.42525,-1.10271,-0.147908,8.77092,-0.35029,10.1354,0.400324,-0.71254,-0.147908
465829,0.968774,0.0608543,0.0248041,-0.0965492,-0.916792,9.93332,0.42525,-1.10271,-0.147908,8.76088,-0.360406,10.1601,0.400769,-0.712982,-0.147908
466944,0.968833,0.0608542,0.022787,-0.195351,-0.904918,9.93465,0.424899,-1.10336,-0.147939,8.66261,-0.348533,10.143,0.400418,-0.713611,-0.147939
468389,0.968892,0.0608541,0.0207698,-0.255632,-0.93251,9.92904,0.425275,-1.10363,-0.148122,8.60287,-0.376126,10.1189,0.400794,-0.713852,-0.148122
469767,0.956082,0.0636744,0.0242062,-0.255578,-0.93251,9.92716,0.425275,-1.10362,-0.148122,8.4858,-0.35034,10.1485,0.399659,-0.719003,-0.148122
469826,0.956141,0.0636742,0.0221891,-0.295712,-0.950354,9.91687,0.425711,-1.10391,-0.147878,8.44621,-0.368186,10.1197,0.400096,-0.719265,-0.147878
470053,0.956141,0.0636742,0.0221891,-0.295712,-0.950354,9.91687,0.425711,-1.10391,-0.147878,8.44621,-0.368186,10.1197,0.400096,-0.719265,-0.147878
471262,0.956206,0.0636742,0.0201085,-0.309476,-0.930682,9.9073,0.425344,-1.10374,-0.147967,8.43304,-0.348513,10.0911,0.399728,-0.719066,-0.147967
472679,0.956271,0.0636742,0.0180278,-0.33051,-0.950665,9.88651,0.425764,-1.10374,-0.148198,8.4126,-0.368496,10.0513,0.400149,-0.719039,-0.148198
473708,0.989082,0.0642847,0.026329,-0.330449,-0.950665,9.88457,0.425764,-1.10373,-0.148198,8.71265,-0.362915,10.1253,0.399903,-0.705836,-0.148198
474113,0.989147,0.0642847,0.0242483,-0.399708,-0.952958,9.86321,0.425942,-1.10446,-0.147986,8.64399,-0.365208,10.0849,0.400081,-0.706542,-0.147986
475548,0.989212,0.0642847,0.0221676,-0.482263,-0.932237,9.84349,0.425721,-1.10511,-0.147911,8.56203,-0.344487,10.0462,0.39986,-0.707159,-0.147911
476985,0.989277,0.0642847,0.020087,-0.655836,-0.95243,9.82709,0.426125,-1.1074,-0.148039,8.38905,-0.36468,10.0107,0.400264,-0.709425,-0.148039
477651,0.999674,0.0642254,0.0334393,-0.655776,-0.95243,9.82515,0.426125,-1.1074,-0.148039,8.48417,-0.365222,10.1309,0.400287,-0.705239,-0.148039
478433,0.999739,0.0642254,0.0313587,-0.818942,-0.947143,9.81278,0.425997,-1.10975,-0.148518,8.3216,-0.359935,10.0995,0.40016,-0.707563,-0.148518
479844,0.999805,0.0642254,0.029278,-0.96802,-0.941568,9.80148,0.425983,-1.11252,-0.148428,8.17311,-0.354361,10.0692,0.400146,-0.710307,-0.148428
479940,0.999805,0.0642254,0.029278,-0.96802,-0.941568,9.80148,0.425983,-1.11252,-0.148428,8.17311,-0.354361,10.0692,0.400146,-0.710307,-0.148428
481305,0.999876,0.0642254,0.0271126,-0.99996,-0.945285,9.78724,0.425949,-1.11421,-0.148345,8.14182,-0.358077,10.0351,0.400112,-0.711968,-0.148345
481563,1.02366,0.0634481,0.0371371,-0.999894,-0.945285,9.78522,0.425949,-1.1142,-0.148345,8.35938,-0.365184,10.1248,0.400424,-0.702395,-0.148345
482721,1.02374,0.0634481,0.0349717,-0.969728,-0.940253,9.77457,0.42589,-1.11465,-0.148445,8.3902,-0.360153,10.0943,0.400366,-0.702814,-0.148445
484157,1.02381,0.0634481,0.0328063,-0.985305,-0.954975,9.76157,0.425906,-1.11584,-0.148702,8.37528,-0.374875,10.0615,0.400382,-0.703977,-0.148702
485488,1.07101,0.0632792,0.0452859,-0.985238,-0.954975,9.75955,0.425906,-1.11584,-0.148702,8.80688,-0.376419,10.1736,0.40045,-0.684986,-0.148702
485598,1.07108,0.0632792,0.0431205,-1.06292,-0.919969,9.75154,0.425558,-1.11741,-0.148793,8.72985,-0.341413,10.1458,0.400101,-0.686528,-0.148793
487023,1.07115,0.0632792,0.0409552,-1.18608,-0.918265,9.74913,0.425501,-1.12007,-0.148618,8.60735,-0.339709,10.1236,0.400044,-0.689156,-0.148618
488459,1.07122,0.0632792,0.0387898,-1.26338,-0.90665,9.74862,0.42519,-1.12222,-0.148793,8.53069,-0.328094,10.1033,0.399733,-0.691286,-0.148793
489409,1.0744,0.0680221,0.0507571,-1.26332,-0.90665,9.74661,0.42519,-1.12222,-0.148793,8.55985,-0.284729,10.2107,0.397825,-0.690002,-0.148793
489882,1.07447,0.0680221,0.0485917,-1.24757,-0.909765,9.75968,0.424923,-1.12363,-0.14912,8.57626,-0.287844,10.2039,0.397558,-0.691377,-0.14912
490137,1.07447,0.0680221,0.0485917,-1.24757,-0.909765,9.75968,0.424923,-1.12363,-0.14912,8.57626,-0.287844,10.2039,0.397558,-0.691377,-0.14912
491314,1.07455,0.0680223,0.0463154,-1.14194,-0.945442,9.76499,0.425438,-1.12367,-0.14916,8.68262,-0.32352,10.1884,0.398073,-0.691392,-0.14916
492747,1.07463,0.0680225,0.0440391,-1.02205,-0.956419,9.7693,0.425675,-1.12325,-0.149218,8.80325,-0.334495,10.1719,0.398311,-0.690941,-0.149218
493340,1.07575,0.0631223,0.0535225,-1.02197,-0.956419,9.76718,0.425675,-1.12325,-0.149218,8.81352,-0.379297,10.2565,0.400282,-0.690489,-0.149218
494172,1.07583,0.0631225,0.0512462,-0.95955,-0.960937,9.77729,0.425891,-1.12263,-0.1489,8.87668,-0.383813,10.2458,0.400498,-0.689834,-0.1489
495611,1.07591,0.0631227,0.0489699,-1.0425,-0.951207,9.779,0.425909,-1.12416,-0.148706,8.79447,-0.374082,10.2267,0.400515,-0.69133,-0.148706
497067,1.07599,0.0631229,0.0466936,-1.16308,-0.925041,9.79138,0.425551,-1.12605,-0.148546,8.67462,-0.347914,10.2183,0.400157,-0.693193,-0.148546
497277,1.08058,0.0620609,0.0463493,-1.163,-0.925041,9.78926,0.425551,-1.12605,-0.148546,8.71667,-0.357624,10.213,0.400584,-0.691343,-0.148546
498477,1.08066,0.0620611,0.044073,-1.30611,-0.927507,9.81167,0.425503,-1.12892,-0.148201,8.5743,-0.360088,10.2146,0.400537,-0.694178,-0.148201
499770,1.08066,0.0620611,0.044073,-1.30611,-0.927507,9.81167,0.425503,-1.12892,-0.148201,8.5743,-0.360088,10.2146,0.400537,-0.694178,-0.148201
499949,1.08075,0.062061,0.0416874,-1.3158,-0.966048,9.83442,0.425948,-1.13023,-0.148607,8.56543,-0.398629,10.2156,0.400982,-0.695452,-0.148607
501211,1.10247,0.0712046,0.0468884,-1.31572,-0.966048,9.8322,0.425948,-1.13022,-0.148607,8.76405,-0.31503,10.2609,0.397303,-0.686713,-0.148607
501408,1.10256,0.0712045,0.0445028,-1.21372,-1.02048,9.86005,0.426834,-1.1301,-0.148427,8.86687,-0.369459,10.2669,0.398189,-0.686554,-0.148427
502780,1.10265,0.0712045,0.0421172,-1.08718,-1.04434,9.87882,0.427475,-1.12958,-0.148617,8.99423,-0.393324,10.2639,0.39883,-0.685998,-0.148617
504198,1.10274,0.0712044,0.0397316,-0.956216,-1.039,9.89097,0.427755,-1.12812,-0.148511,9.12602,-0.387982,10.2542,0.39911,-0.684506,-0.148511
505132,1.1111,0.0814036,0.0458323,-0.956133,-1.039,9.88875,0.427755,-1.12812,-0.148511,9.20254,-0.294732,10.3078,0.395007,-0.681139,-0.148511
505637,1.11119,0.0814036,0.0434467,-0.999199,-1.00428,9.89639,0.42755,-1.12902,-0.148435,9.16029,-0.260018,10.2936,0.394802,-0.681998,-0.148435
507066,1.11128,0.0814035,0.0410611,-1.0659,-0.952681,9.89902,0.426806,-1.12985,-0.148355,9.09442,-0.208415,10.2744,0.394058,-0.682795,-0.148355
508532,1.11137,0.0814034,0.0386756,-1.1451,-0.963339,9.9021,0.427026,-1.13162,-0.148068,9.01604,-0.219074,10.2557,0.394279,-0.684526,-0.148068
509065,1.0773,0.0836168,0.0295405,-1.14501,-0.963339,9.89988,0.427026,-1.13161,-0.148068,8.70461,-0.198837,10.17,0.393388,-0.698229,-0.148068
509930,1.07739,0.0836168,0.0271549,-1.08425,-0.981844,9.90379,0.42725,-1.13136,-0.148423,8.7662,-0.217342,10.1521,0.393612,-0.697935,-0.148423
509940,1.07739,0.0836168,0.0271549,-1.08425,-0.981844,9.90379,0.42725,-1.13136,-0.148423,8.7662,-0.217342,10.1521,0.393612,-0.697935,-0.148423
511360,1.07749,0.0836166,0.0246481,-1.00164,-0.977436,9.90785,0.42712,-1.13098,-0.148595,8.84972,-0.212936,10.1332,0.393482,-0.69752,-0.148595
512797,1.07759,0.0836165,0.0221412,-0.877051,-0.992496,9.9072,0.427519,-1.12948,-0.148835,8.97523,-0.227998,10.1096,0.393882,-0.695983,-0.148835
513016,1.09902,0.0747161,0.0289911,-0.876958,-0.992497,9.90486,0.42752,-1.12948,-0.148835,9.17129,-0.309374,10.1699,0.397462,-0.687356,-0.148835
514256,1.09912,0.0747159,0.0264843,-0.815005,-0.945066,9.90555,0.426977,-1.12851,-0.148679,9.23416,-0.261945,10.1477,0.396919,-0.686343,-0.148679
515647,1.09922,0.0747158,0.0239775,-0.848746,-0.900806,9.91048,0.42627,-1.12871,-0.148425,9.20133,-0.217686,10.1297,0.396212,-0.686508,-0.148425
516973,1.10751,0.0662833,0.0299815,-0.848653,-0.900806,9.90814,0.42627,-1.12871,-0.148425,9.27723,-0.294784,10.1823,0.399605,-0.683168,-0.148425
517088,1.10761,0.0662831,0.0274747,-0.92093,-0.897919,9.9073,0.426061,-1.12939,-0.148242,9.20587,-0.291898,10.1585,0.399396,-0.683811,-0.148242
518529,1.10771,0.066283,0.0249679,-0.948849,-0.90013,9.90547,0.425766,-1.13016,-0.148219,9.17886,-0.29411,10.1337,0.399101,-0.684542,-0.148219
519962,1.10781,0.0662829,0.022461,-0.874235,-0.932273,9.89579,0.426042,-1.12918,-0.147976,9.25439,-0.326254,10.1012,0.399378,-0.683522,-0.147976
520170,1.10781,0.0662829,0.022461,-0.874235,-0.932273,9.89579,0.426042,-1.12918,-0.147976,9.25439,-0.326254,10.1012,0.399378,-0.683522,-0.147976
520948,1.06318,0.0644633,0.0297944,-0.874131,-0.932273,9.89334,0.426042,-1.12918,-0.147976,8.8464,-0.342891,10.1657,0.40011,-0.701473,-0.147976
521385,1.06329,0.0644632,0.0271592,-0.801079,-0.93499,9.88592,0.426254,-1.1286,-0.148101,8.92047,-0.345608,10.1342,0.400321,-0.700853,-0.148101
522836,1.0634,0.0644631,0.024524,-0.709228,-0.895624,9.87771,0.42568,-1.12696,-0.148422,9.01334,-0.306243,10.1019,0.399747,-0.699167,-0.148422
524280,1.06351,0.0644631,0.0218888,-0.6812,-0.901263,9.86138,0.425595,-1.12644,-0.148411,9.04239,-0.311882,10.0615,0.399663,-0.698607,-0.148411
524887,1.05256,0.0728748,0.0277692,-0.681096,-0.901263,9.85892,0.425595,-1.12644,-0.148411,8.94235,-0.234975,10.1128,0.396279,-0.703009,-0.148411
525723,1.05267,0.0728747,0.025134,-0.660638,-0.902149,9.84979,0.425546,-1.12537,-0.148407,8.96382,-0.235862,10.0796,0.396229,-0.701895,-0.148407
527135,1.05278,0.0728746,0.0224988,-0.711083,-0.899261,9.84328,0.425264,-1.12581,-0.148293,8.9144,-0.232974,10.049,0.395948,-0.702288,-0.148293
528591,1.05289,0.0728746,0.0198636,-0.695822,-0.933769,9.83859,0.425681,-1.12542,-0.148146,8.93068,-0.267483,10.0202,0.396365,-0.701851,-0.148146
528815,1.04839,0.0681901,0.0266724,-0.695718,-0.933769,9.83613,0.425681,-1.12541,-0.148146,8.88967,-0.310313,10.08,0.398249,-0.703656,-0.148146
529817,1.04839,0.0681901,0.0266724,-0.695718,-0.933769,9.83613,0.425681,-1.12541,-0.148146,8.88967,-0.310313,10.08,0.398249,-0.703656,-0.148146
530025,1.04852,0.0681901,0.0239316,-0.612835,-0.939598,9.81979,0.425624,-1.12413,-0.148382,8.97368,-0.316141,10.0386,0.398192,-0.702324,-0.148382
531453,1.04864,0.0681902,0.0211909,-0.499799,-0.936672,9.80938,0.425425,-1.12245,-0.148178,9.08785,-0.313214,10.0031,0.397992,-0.700595,-0.148178
532753,1.04465,0.0671748,0.0357087,-0.499684,-0.936672,9.80683,0.425425,-1.12245,-0.148178,9.05148,-0.322498,10.1333,0.398401,-0.702196,-0.148178
532862,1.04477,0.0671749,0.032968,-0.382316,-0.921413,9.78594,0.425384,-1.12021,-0.148479,9.16998,-0.307238,10.0874,0.39836,-0.699908,-0.148479
534292,1.0449,0.067175,0.0302272,-0.370514,-0.907733,9.77198,0.425277,-1.11903,-0.148703,9.18291,-0.293558,10.0483,0.398254,-0.698681,-0.148703
535748,1.04502,0.067175,0.0274865,-0.443301,-0.931768,9.7546,0.42545,-1.11894,-0.148661,9.11126,-0.317592,10.0059,0.398427,-0.698535,-0.148661
536690,1.00276,0.0640854,0.0408965,-0.443185,-0.931768,9.75204,0.42545,-1.11893,-0.148661,8.72494,-0.34584,10.126,0.399669,-0.715533,-0.148661
537163,1.00288,0.0640855,0.0381557,-0.52558,-0.946913,9.74621,0.425562,-1.1194,-0.148647,8.64368,-0.360985,10.0951,0.399781,-0.715957,-0.148647
538610,1.003,0.0640855,0.035415,-0.546191,-0.930384,9.74782,0.425396,-1.11938,-0.148309,8.6242,-0.344455,10.0716,0.399615,-0.715878,-0.148309
539711,1.003,0.0640855,0.035415,-0.546191,-0.930384,9.74782,0.425396,-1.11938,-0.148309,8.6242,-0.344455,10.0716,0.399615,-0.715878,-0.148309
540025,1.00314,0.0640855,0.0326098,-0.472612,-0.9401,9.74662,0.425623,-1.11811,-0.148541,8.699,-0.354171,10.0448,0.399842,-0.714562,-0.148541
540642,0.986296,0.0745203,0.0436223,-0.472488,-0.9401,9.744,0.425623,-1.11811,-0.148541,8.54513,-0.258766,10.1428,0.395645,-0.721332,-0.148541
541442,0.986429,0.0745203,0.0408172,-0.359034,-0.937328,9.74405,0.425685,-1.11642,-0.148497,8.6598,-0.255995,10.1172,0.395707,-0.719596,-0.148497
542900,0.986562,0.0745203,0.0380121,-0.240693,-0.91534,9.74301,0.425542,-1.11419,-0.148097,8.77936,-0.234007,10.0906,0.395563,-0.71731,-0.148097
544318,0.986695,0.0745203,0.0352069,-0.170449,-0.932679,9.72457,0.425711,-1.11233,-0.148176,8.85082,-0.251346,10.0465,0.395733,-0.715391,-0.148176
544583,1.02286,0.0767716,0.0484071,-0.170325,-0.932679,9.72196,0.425711,-1.11232,-0.148176,9.1816,-0.230762,10.1645,0.394827,-0.700837,-0.148176
545751,1.02299,0.0767716,0.045602,-0.213595,-0.885241,9.71904,0.424979,-1.11182,-0.148272,9.13954,-0.183324,10.136,0.394095,-0.700285,-0.148272
547187,1.02313,0.0767716,0.0427968,-0.262422,-0.87463,9.7099,0.42489,-1.11174,-0.148495,9.09193,-0.172713,10.1012,0.394005,-0.700153,-0.148495
548529,0.985391,0.0696026,0.0735531,-0.262298,-0.87463,9.70729,0.42489,-1.11174,-0.148495,8.74705,-0.238259,10.3798,0.396889,-0.715328,-0.148495
548628,0.985524,0.0696026,0.0707479,-0.231166,-0.86184,9.69473,0.424471,-1.1109,-0.147882,8.7794,-0.225469,10.3416,0.396471,-0.714438,-0.147882
550038,0.985524,0.0696026,0.0707479,-0.231166,-0.86184,9.69473,0.424471,-1.1109,-0.147882,8.7794,-0.225469,10.3416,0.396471,-0.714438,-0.147882
550059,0.985668,0.0696026,0.0679175,-0.162717,-0.852312,9.69389,0.424293,-1.10939,-0.148255,8.84916,-0.215941,10.3149,0.396293,-0.712869,-0.148255
551476,0.985811,0.0696026,0.0650871,-0.0716127,-0.866141,9.67522,0.424173,-1.10741,-0.148812,8.94158,-0.22977,10.2703,0.396173,-0.710831,-0.148812
552460,0.970767,0.105545,0.0564827,-0.071479,-0.866141,9.67258,0.424173,-1.10741,-0.148812,8.80417,0.0988493,10.189,0.381713,-0.716877,-0.148812
552914,0.970911,0.105545,0.0536523,-0.0425077,-0.864916,9.67188,0.424354,-1.10628,-0.148718,8.83445,0.100074,10.1624,0.381895,-0.715692,-0.148718
554345,0.971054,0.105545,0.0508219,-0.0509427,-0.847328,9.66453,0.42382,-1.10519,-0.14816,8.82733,0.117662,10.1292,0.38136,-0.714549,-0.14816
555773,0.971197,0.105545,0.0479914,-0.0942491,-0.871183,9.6595,0.424136,-1.10512,-0.148184,8.78533,0.0938063,10.0983,0.381677,-0.714414,-0.148184
556416,0.966501,0.0643181,0.0515113,-0.0941154,-0.871183,9.65686,0.424136,-1.10511,-0.148184,8.74252,-0.283128,10.1278,0.398262,-0.716297,-0.148184
557188,0.966644,0.0643181,0.0486809,-0.119809,-0.88428,9.65447,0.424264,-1.10436,-0.148361,8.71814,-0.296225,10.0996,0.398389,-0.715491,-0.148361
558628,0.966787,0.0643181,0.0458505,-0.176607,-0.903701,9.65467,0.424328,-1.10476,-0.148475,8.66265,-0.315646,10.0739,0.398453,-0.715833,-0.148475
559767,0.966787,0.0643181,0.0458505,-0.176607,-0.903701,9.65467,0.424328,-1.10476,-0.148475,8.66265,-0.315646,10.0739,0.398453,-0.715833,-0.148475
560067,0.966938,0.0643181,0.0430222,-0.123804,-0.947668,9.64258,0.424705,-1.10338,-0.148668,8.71683,-0.359613,10.0359,0.398831,-0.714388,-0.148668
560368,0.985909,0.0636582,0.0228896,-0.123664,-0.947668,9.63995,0.424705,-1.10337,-0.148668,8.89042,-0.365646,9.84922,0.399096,-0.706751,-0.148668
561564,0.986059,0.0636582,0.0200613,-0.0736341,-0.96417,9.63591,0.425096,-1.10207,-0.1482,8.94183,-0.382148,9.81933,0.399487,-0.705392,-0.1482
562977,0.98621,0.0636582,0.017233,-0.0726544,-0.942927,9.62517,0.425095,-1.10106,-0.148523,8.94418,-0.360905,9.78273,0.399486,-0.704321,-0.148523
564370,0.993486,0.0635155,0.0381744,-0.072514,-0.942927,9.62253,0.425095,-1.10106,-0.148523,9.01085,-0.36221,9.97156,0.399543,-0.701387,-0.148523
564383,0.993637,0.0635155,0.0353462,-0.163442,-0.958769,9.60849,0.425358,-1.10169,-0.14851,8.9213,-0.378051,9.93166,0.399807,-0.701959,-0.14851
565799,0.993788,0.0635155,0.0325179,-0.253857,-0.964901,9.59244,0.425659,-1.10224,-0.148482,8.83226,-0.384184,9.88975,0.400108,-0.702448,-0.148482
567240,0.993938,0.0635155,0.0296897,-0.349162,-0.955765,9.57869,0.425603,-1.10332,-0.14812,8.73834,-0.375048,9.85014,0.400052,-0.703473,-0.14812
568250,0.975936,0.0657755,0.0469662,-0.349022,-0.955765,9.57606,0.425603,-1.10332,-0.14812,8.57388,-0.354385,10.0055,0.399143,-0.710709,-0.14812
568671,0.976087,0.0657755,0.044138,-0.364057,-0.937373,9.56488,0.4256,-1.10364,-0.148263,8.56023,-0.335993,9.96843,0.39914,-0.710971,-0.148263
570046,0.976087,0.0657755,0.044138,-0.364057,-0.937373,9.56488,0.4256,-1.10364,-0.148263,8.56023,-0.335993,9.96843,0.39914,-0.710971,-0.148263
570122,0.976245,0.0657755,0.0413105,-0.300239,-0.972079,9.54806,0.426009,-1.10276,-0.148317,8.62549,-0.370699,9.92576,0.399548,-0.710028,-0.148317
571546,0.976403,0.0657755,0.0384831,-0.297218,-0.982837,9.52966,0.426352,-1.10245,-0.148426,8.62995,-0.381457,9.88151,0.399891,-0.709651,-0.148426
572180,1.00085,0.0670345,0.0622293,-0.297071,-0.982837,9.52703,0.426352,-1.10244,-0.148426,8.85366,-0.369945,10.096,0.399385,-0.699808,-0.148426
572958,1.00101,0.0670345,0.0594019,-0.383907,-0.950948,9.51646,0.426058,-1.10325,-0.14847,8.76826,-0.338057,10.0596,0.399091,-0.700554,-0.14847
574408,1.00117,0.0670345,0.0565744,-0.499771,-0.94058,9.49787,0.425689,-1.10457,-0.1482,8.65384,-0.327689,10.0151,0.398722,-0.701813,-0.1482
575821,1.00133,0.0670345,0.053747,-0.635672,-0.933276,9.48693,0.425663,-1.10632,-0.147972,8.51939,-0.320385,9.97833,0.398695,-0.703496,-0.147972
576107,1.01066,0.0673073,0.0704251,-0.635525,-0.933276,9.48429,0.425663,-1.10631,-0.147972,8.60483,-0.31789,10.1282,0.398586,-0.699737,-0.147972
577255,1.01081,0.0673073,0.0675977,-0.74264,-0.913254,9.49838,0.425468,-1.10823,-0.148099,8.49916,-0.297869,10.1164,0.398391,-0.701592,-0.148099
578712,1.01097,0.0673073,0.0647702,-0.785049,-0.92514,9.50185,0.425423,-1.10963,-0.148042,8.45819,-0.309755,10.094,0.398346,-0.702927,-0.148042
580048,1.03995,0.0671752,0.0773733,-0.784902,-0.92514,9.49922,0.425423,-1.10962,-0.148042,8.72332,-0.310963,10.2066,0.398399,-0.691262,-0.148042
580126,1.04011,0.0671751,0.0745459,-0.748928,-0.973136,9.51399,0.426194,-1.10993,-0.148438,8.76074,-0.358959,10.1956,0.39917,-0.6915,-0.148438
580209,1.04011,0.0671751,0.0745459,-0.748928,-0.973136,9.51399,0.426194,-1.10993,-0.148438,8.76074,-0.358959,10.1956,0.39917,-0.6915,-0.148438
581549,1.04028,0.0671751,0.0716289,-0.692564,-0.96918,9.51675,0.426253,-1.11009,-0.148514,8.81867,-0.355003,10.1716,0.399229,-0.691592,-0.148514
583003,1.04045,0.067175,0.0687119,-0.654183,-0.948675,9.52787,0.426099,-1.1099,-0.148466,8.85861,-0.334499,10.1561,0.399076,-0.691334,-0.148466
583981,1.04427,0.0751807,0.0794356,-0.654024,-0.948675,9.52515,0.426099,-1.10989,-0.148466,8.89366,-0.261304,10.2514,0.395855,-0.689792,-0.148466
584419,1.04444,0.0751806,0.0765186,-0.680475,-0.949407,9.50925,0.426248,-1.11056,-0.14839,8.86878,-0.262036,10.2089,0.396004,-0.690392,-0.14839
585863,1.04461,0.0751806,0.0736016,-0.772179,-0.934149,9.50826,0.425945,-1.11182,-0.148337,8.77864,-0.246779,10.1812,0.3957,-0.691584,-0.148337
587288,1.04479,0.0751805,0.0706846,-0.886282,-0.94472,9.49893,0.425795,-1.11381,-0.14836,8.66611,-0.25735,10.1452,0.395551,-0.693504,-0.14836
587958,1.04598,0.076917,0.0682698,-0.886122,-0.94472,9.49621,0.425795,-1.1138,-0.14836,8.67714,-0.241474,10.1204,0.394852,-0.693018,-0.14836
588710,1.04615,0.0769169,0.0653528,-1.00398,-0.972099,9.49359,0.426298,-1.11582,-0.148512,8.56085,-0.268854,10.0911,0.395355,-0.694968,-0.148512
