time,fx,fy,fz,tx,ty,tz
496084,-0.348926,-0.828098,9.94073,0.417694,-1.09345,-0.150742
497503,-1.40473,-1.20718,10.0544,0.442825,-1.15362,-0.148411
498959,-2.07981,-1.20883,10.0767,0.445528,-1.18998,-0.148725
500388,-2.12544,-0.871737,10.1779,0.417776,-1.21157,-0.148511
501788,-0.894041,-1.002,10.0165,0.434449,-1.13202,-0.14835
503234,0.125513,-0.826386,9.87241,0.419694,-1.08468,-0.148801
504675,1.00592,-0.894321,10.0371,0.423359,-1.02536,-0.149594
506081,0.907086,-1.15844,9.91371,0.441208,-1.03325,-0.149953
507522,-0.068368,-1.04847,10.1399,0.434276,-1.08383,-0.146595
508960,-0.904934,-1.03046,9.93599,0.431913,-1.13385,-0.146204
510390,-1.09497,-0.815026,9.93524,0.422679,-1.1474,-0.146148
511828,-0.765779,-0.709931,9.69909,0.411127,-1.1468,-0.148035
513250,0.38315,-0.859145,9.58505,0.42746,-1.05215,-0.146172
514684,0.34142,-0.784199,9.75645,0.417243,-1.07892,-0.14842
516117,0.527023,-1.02348,9.84363,0.436523,-1.0399,-0.151587
517592,-0.723835,-1.03125,9.92269,0.436933,-1.12515,-0.144591
518978,-0.799423,-0.746169,9.91224,0.416916,-1.13016,-0.148023
520441,-0.813394,-0.725383,9.87604,0.418953,-1.14045,-0.147735
521884,0.096187,-0.7416,9.66253,0.414123,-1.09353,-0.151193
523318,0.952758,-0.910224,9.64473,0.423399,-1.02154,-0.14757
524707,0.286623,-1.09001,9.4492,0.438664,-1.0702,-0.149145
526145,-0.511562,-1.02623,9.47592,0.432619,-1.08658,-0.149318
527576,-2.25748,-0.955257,9.43158,0.431584,-1.21195,-0.146954
529019,-2.38405,-0.817291,9.44217,0.418876,-1.19478,-0.147093
530482,-2.67439,-0.487146,9.72178,0.402013,-1.2521,-0.144365
531878,-0.968617,-0.986126,9.51829,0.429151,-1.12668,-0.149847
533314,-0.303265,-1.04678,9.73236,0.439638,-1.1066,-0.147404
534749,0.606862,-1.06716,9.70044,0.427279,-1.03524,-0.14902
536191,-0.277302,-1.30526,9.55005,0.457992,-1.07401,-0.148664
537614,-1.97399,-0.640479,9.55122,0.407911,-1.18497,-0.146221
539041,-2.6549,-0.490839,9.68547,0.402991,-1.21112,-0.1458
540506,-3.0453,-0.729057,9.63846,0.418528,-1.26044,-0.144172
541940,-1.67995,-0.810151,9.93799,0.415636,-1.17308,-0.146886
