time,ax,ay,az
193065,-0.00341797,-0.915527,0.0952148
196945,-0.00366211,-1.10303,0.0952148
200915,-0.0305176,-0.903076,0.0749512
204857,-0.0305176,-0.903076,0.0966797
208834,-0.0178223,-1.10254,0.0966797
212775,-0.0158691,-0.969482,0.0883789
216723,-0.0158691,-0.969482,0.0942383
220615,-0.00732422,-1.00952,0.0942383
224553,-0.0185547,-1.03662,0.083252
228480,-0.0185547,-1.03662,0.0996094
232450,-0.00537109,-0.923584,0.0996094
236385,-0.0268555,-1.19116,0.0974121
240285,-0.0268555,-1.19116,0.0947266
244202,-0.0246582,-0.974365,0.0947266
248256,-0.0419922,-1.19458,0.0849609
252199,-0.0419922,-1.19458,0.0961914
256118,0.00878906,-1.06323,0.0961914
259930,0,-0.965088,0.078125
263767,0,-0.965088,0.078125
267692,0.0192871,-1.10083,0.105469
271642,0.0192871,-0.79541,0.083252
275546,0.0153809,-0.79541,0.083252
279478,-0.034668,-1.11157,0.0825195
283483,-0.034668,-0.897705,0.0957031
287392,-0.0136719,-0.897705,0.0957031
291287,-0.0686035,-1.01782,0.0861816
295217,-0.0686035,-1.04736,0.0837402
299171,-0.0581055,-1.04736,0.0837402
303086,-0.00952148,-0.841553,0.0976562
307055,-0.00952148,-0.844238,0.0915527
310981,-0.0258789,-1.09424,0.0915527
314887,-0.0148926,-1.01123,0.0986328
318815,-0.0148926,-1.01343,0.0915527
322749,-0.0300293,-1.13843,0.0915527
326688,-0.0378418,-1.23193,0.0734863
330613,-0.0378418,-1.23193,0.110596
334538,0.0126953,-1.00562,0.110596
338450,-0.00732422,-1.24146,0.0881348
342431,-0.00732422,-1.24146,0.0888672
346370,0.0202637,-0.976074,0.0888672
350228,-0.00170898,-1.11719,0.101318
354153,-0.00170898,-1.11719,0.0668945
358188,-0.0605469,-1.1123,0.0668945
362112,-0.00195313,-0.955811,0.110596
366015,-0.00195313,-0.955811,0.0693359
369945,-0.0661621,-1.13745,0.0693359
373876,-0.0803223,-0.904541,0.108643
377829,-0.0178223,-0.904541,0.119629
381779,-0.0336914,-1.02246,0.119629
385687,-0.0166016,-1.05225,0.0737305
389591,-0.0791016,-1.05225,0.0737305
393543,-0.0078125,-0.876221,0.114258
397488,-0.0146484,-1.17456,0.0693359
401418,-0.0771484,-1.17456,0.0693359
405352,-0.0161133,-1.00684,0.105225
409245,-0.0161133,-1.01733,0.103271
413173,-0.0183105,-1.01733,0.103271
417131,-0.0219727,-1.10303,0.079834
421085,-0.0219727,-0.879639,0.095459
425028,0.0322266,-0.879639,0.095459
428943,-0.0441894,-1.15527,0.0722656
432891,-0.0441894,-1.13281,0.113525
436824,-0.0126953,-0.882812,0.113525
440754,-0.0583496,-1.15942,0.0878906
444697,-0.0583496,-1.18652,0.0915527
448622,-0.0390625,-0.999023,0.0915527
452557,-0.0151367,-0.930908,0.102051
456467,-0.0151367,-0.891357,0.0944824
460448,-0.0273438,-1.07886,0.0944824
464399,-0.0566406,-0.919678,0.0786133
468413,-0.0566406,-0.919678,0.0974121
472325,-0.0651855,-1.19995,0.0974121
476207,-0.0454102,-1.11768,0.114014
480143,-0.0454102,-1.11768,0.0681152
484101,-0.0424805,-1.10596,0.0681152
488038,-0.0546875,-1.2251,0.0563965
491968,-0.0546875,-1.2251,0.126465
495888,0.00830078,-0.965332,0.126465
499826,-0.0595703,-1.24902,0.079834
503747,-0.0595703,-1.24902,0.101807
507681,-0.0229492,-1.01929,0.101807
511601,-0.0563965,-1.01294,0.119629
515511,0.00610352,-1.01294,0.108643
519485,-0.0935059,-1.13696,0.0461426
523410,-0.0908203,-0.893066,0.119141
527332,-0.0283203,-0.893066,0.119141
531275,-0.064209,-1.09155,0.10376
535191,-0.0959473,-0.930664,0.0791016
539139,-0.0959473,-0.930664,0.0791016
543118,-0.0317383,-0.92627,0.118408
547081,-0.0317383,-1.10376,0.0515137
551113,-0.0793457,-1.10376,0.0515137
555035,-0.0769043,-0.818115,0.0668945
558956,-0.0769043,-1.07617,0.106201
562915,-0.0500488,-1.07617,0.106201
566839,-0.0656738,-0.939697,0.0856934
570772,-0.0656738,-0.983643,0.0805664
574738,-0.0773926,-0.983643,0.0805664
578701,-0.0825195,-1.19507,0.0869141
582632,-0.0825195,-1.23706,0.0976562
586571,-0.0646973,-0.924561,0.0976562
590520,-0.0864258,-1.19751,0.095459
594450,-0.0864258,-1.22363,0.121338
598392,-0.0305176,-0.973633,0.121338
602335,-0.032959,-0.90332,0.112793
606310,-0.032959,-0.922607,0.0766602
610199,-0.106201,-1.17261,0.0766602
614152,-0.0546875,-0.938965,0.117188
618092,-0.0546875,-0.938965,0.0415039
622049,-0.144287,-1.23535,0.0415039
625944,-0.0908203,-1.03955,0.0849609
629872,-0.0908203,-1.03955,0.105713
633820,-0.0275879,-1.03076,0.105713
637749,-0.102539,-1.16943,0.0529785
641684,-0.102539,-1.16943,0.0986328
645644,-0.0407715,-1.00781,0.0986328
649543,-0.0554199,-1.16333,0.0842285
653519,-0.0554199,-1.16333,0.0974121
657527,-0.0793457,-1.01709,0.0974121
661461,-0.0927734,-0.960938,0.136475
665379,-0.0302734,-0.960938,0.165771
669305,-0.115234,-1.12549,0.103271
673242,-0.074707,-0.865479,0.111084
677182,-0.074707,-0.865479,0.0788574
681102,-0.118408,-1.11768,0.0788574
685037,-0.0715332,-1.03882,0.0595703
688953,-0.134033,-1.03882,0.0595703
692946,-0.0983887,-0.977539,0.0996094
696856,-0.0983887,-1.18994,0.0705566
700811,-0.118896,-1.18994,0.0705566
704771,-0.0932617,-0.941162,0.0695801
708726,-0.0932617,-1.06982,0.0981445
712636,-0.0576172,-1.06982,0.0981445
716564,-0.0800781,-0.962158,0.104004
720492,-0.0800781,-0.9375,0.0932617
724398,-0.102783,-0.9375,0.0932617
728312,-0.092041,-1.04053,0.12207
732305,-0.092041,-1.00928,0.0895996
736227,-0.145508,-0.946777,0.0895996
740150,-0.177734,-1.15015,0.0725098
744080,-0.177734,-1.16675,0.128662
748020,-0.160889,-1.10425,0.128662
751967,-0.112549,-1.08862,0.10791
755875,-0.112549,-1.0752,0.0280762
759798,-0.172852,-1.2002,0.0280762
763767,-0.020752,-0.890625,0.12915
767764,-0.020752,-0.890625,0.0666504
771697,-0.0961914,-1.15527,0.0666504
775607,-0.100586,-0.951172,0.0893555
779553,-0.100586,-0.951172,0.116943
783530,-0.113525,-1.06665,0.116943
787439,-0.211426,-1.17407,0.0664062
791355,-0.211426,-1.17407,0.088623
795322,-0.185303,-1.01172,0.088623
799238,-0.172607,-1.15015,0.0932617
803176,-0.172607,-1.15015,0.0998535
807120,-0.136963,-0.912109,0.0998535
811048,-0.166992,-0.89502,0.0893555
815015,-0.104492,-0.89502,0.0717773
818962,-0.12793,-0.972656,0.0717773
822897,-0.133057,-0.878906,0.11499
826829,-0.133057,-0.878906,0.081543
830788,-0.211914,-1.16138,0.081543
834728,-0.196533,-1.12939,0.0822754
838639,-0.196533,-1.12939,0.0822754
842606,-0.169922,-0.998047,0.0688477
846567,-0.169922,-0.973145,0.0866699
850541,-0.126953,-0.973145,0.0866699
854466,-0.0505371,-0.678711,0.122314
858403,-0.0505371,-1.02979,0.0742188
862324,-0.14624,-1.02979,0.0742188
866259,-0.185791,-0.952393,0.092041
870199,-0.185791,-1.19165,0.0847168
874142,-0.225342,-1.19165,0.0847168
878130,-0.244629,-1.12036,0.0476074
882048,-0.244629,-1.08032,0.123535
885973,-0.154541,-0.955322,0.123535
889898,-0.162109,-1.15601,0.0861816
893830,-0.162109,-1.14185,0.0905762
897785,-0.128418,-0.954346,0.0905762
901743,-0.171143,-1.06738,0.0864258
905644,-0.171143,-1.10522,0.0595703
909559,-0.24707,-1.23022,0.0595703
913472,-0.151611,-1.01172,0.141602
917402,-0.151611,-1.01172,0.0822754
921343,-0.20459,-1.16357,0.0822754
925289,-0.161621,-0.871338,0.0939941
929251,-0.161621,-0.871338,0.120117
933171,-0.105469,-0.901611,0.120117
937117,-0.266357,-1.1145,0.0368652
941008,-0.266357,-1.1145,0.0520019
944947,-0.233154,-1.0498,0.114502
948859,-0.213867,-1.13574,0.109619
952810,-0.213867,-1.13574,0.0842285
956737,-0.235352,-0.931152,0.0842285
960665,-0.212158,-0.900146,0.0947266
964605,-0.149658,-0.900146,0.0844727
968576,-0.184814,-0.922363,0.0844727
972510,-0.148682,-0.882568,0.0942383
976480,-0.211182,-0.882568,0.0942383
980414,-0.277344,-1.29248,0.0842285
984347,-0.277344,-1.03784,0.0915527
988357,-0.265381,-1.03784,0.0915527
992299,-0.175537,-1.00098,0.117676
996220,-0.175537,-1.05273,0.0371094
1000169,-0.241699,-1.05273,0.0371094
1004071,-0.18335,-0.83374,0.115234
1008024,-0.18335,-1.25122,0.0834961
1011926,-0.274658,-1.25122,0.0834961
1015871,-0.264648,-0.971924,0.109863
1019824,-0.264648,-0.959961,0.126465
1023771,-0.213135,-0.959961,0.126465
1027724,-0.253906,-0.95752,0.0666504
1031651,-0.253906,-0.938721,0.0803223
1035569,-0.243408,-0.813721,0.0803223
1039510,-0.277344,-1.22729,0.105713
1043463,-0.277344,-1.2168,0.0878906
1047397,-0.304932,-1.0293,0.0878906
1051341,-0.219971,-0.961914,0.123047
1055307,-0.219971,-0.961914,0.0410156
1059212,-0.281738,-0.979492,0.0410156
1063156,-0.229248,-0.760986,0.0771484
1067103,-0.229248,-0.760986,0.0566406
1071054,-0.30835,-1.17383,0.0566406
1074989,-0.323486,-0.918945,0.0820312
1078930,-0.323486,-0.918945,0.139404
1082873,-0.236084,-0.958984,0.139404
1086816,-0.342041,-1.0459,-0.0012207
1090739,-0.342041,-1.0459,-0.0324707
1094681,-0.28418,-0.881104,0.0925293
1098690,-0.302979,-1.27222,0.11499
1102633,-0.302979,-1.27222,0.0966797
1106608,-0.331299,-0.98999,0.0966797
1110541,-0.368408,-0.994141,0.108643
1114443,-0.243408,-0.994141,0.111816
1118398,-0.287109,-0.900146,0.0493164
1122397,-0.2854,-0.858643,0.112549
1126300,-0.2854,-0.858643,0.0627441
1130224,-0.313477,-1.13037,0.125244
1134165,-0.342773,-0.872314,0.0722656
1138127,-0.342773,-0.872314,0.0722656
1142062,-0.287354,-0.943359,0.0878906
1145993,-0.287354,-0.81665,0.0793457
1149910,-0.327393,-0.81665,0.0793457
1153859,-0.345459,-1.00439,0.122559
1157839,-0.345459,-1.17334,0.0849609
1161744,-0.362549,-1.17334,0.0849609
1165681,-0.327148,-0.840088,0.123291
1169625,-0.327148,-0.967529,0.0842285
1173596,-0.284912,-0.967529,0.0842285
1177532,-0.41333,-1.00732,0.0578613
1181457,-0.41333,-1.0603,0.194336
1185380,-0.284668,-0.997803,0.194336
1189319,-0.365723,-1.09668,0.0766602
1193273,-0.365723,-1.10767,0.0581055
1197190,-0.380859,-0.795166,0.0581055
1201188,-0.269043,-0.91333,0.146973
1205104,-0.269043,-0.891602,0.0458984
1209104,-0.437988,-1.0791,0.0458984
1213074,-0.360352,-0.901855,0.108887
1216967,-0.360352,-0.901855,0.115967
1220931,-0.3396,-0.969727,0.115967
1224850,-0.345703,-0.691162,0.0576172
1228827,-0.345703,-0.691162,0.060791
1232710,-0.419678,-1.125,0.060791
1236711,-0.414062,-1.04688,0.0895996
1240622,-0.414062,-1.04688,0.150391
1244546,-0.325439,-0.865479,0.150391
1248440,-0.345703,-0.863037,0.0134277
1252403,-0.345703,-0.863037,0.0180664
1256347,-0.388672,-0.717773,0.0805664
1260271,-0.390625,-1.03052,0.144287
1264201,-0.328125,-1.03052,0.133789
1268141,-0.457764,-0.865723,0.0712891
1272095,-0.470703,-0.770752,0.0864258
1276028,-0.408203,-0.770752,0.0812988
1280005,-0.417969,-0.882324,0.0812988
1283903,-0.392578,-0.870361,0.0979004
1287895,-0.455078,-0.870361,0.0979004
1291795,-0.412842,-0.995605,0.0549316
1295747,-0.412842,-0.828857,0.0700684
1299663,-0.427246,-0.828857,0.0700684
1303572,-0.303223,-0.70874,0.160156
1307544,-0.303223,-1.02295,-0.0148926
1311510,-0.508057,-1.02295,-0.0148926
1315390,-0.480713,-0.976074,0.106201
1319469,-0.480713,-0.916992,0.170898
1323414,-0.364258,-0.916992,0.170898
1327360,-0.552246,-0.927246,-0.0263672
1331277,-0.552246,-0.914795,0.121582
1335215,-0.436279,-0.914795,0.121582
1339174,-0.454834,-1.09521,0.134766
1343134,-0.454834,-1.07373,0.112793
1347091,-0.44751,-0.82373,0.112793
1351012,-0.435791,-0.919434,0.0224609
1354941,-0.435791,-0.918701,0.114258
1358856,-0.458252,-0.918701,0.114258
1362846,-0.361572,-0.897705,0.148438
1366841,-0.361572,-0.897705,0.0151367
1370823,-0.493896,-0.962646,0.0151367
1374763,-0.461426,-0.702148,0.0878906
1378697,-0.461426,-0.702148,0.166992
1382679,-0.384521,-0.766113,0.166992
1386607,-0.561035,-0.882812,0.0180664
1390523,-0.561035,-0.882812,0.0783691
1394470,-0.514648,-0.838623,0.0783691
1398406,-0.45459,-0.819092,0.101562
1402367,-0.45459,-0.819092,0.0891113
1406290,-0.507568,-0.65918,0.0891113
1410224,-0.464355,-1.01929,0.105713
1414169,-0.464355,-1.01929,0.0646973
1418124,-0.545898,-0.871094,0.0646973
1422085,-0.428711,-0.70874,0.137207
1425991,-0.428711,-0.70874,0.125732
1429946,-0.485107,-0.832764,0.0632324
1433848,-0.470215,-0.930908,0.0444336
1437843,-0.595215,-0.930908,0.0158691
1441765,-0.506836,-0.986084,0.140869
1445757,-0.529297,-0.896484,0.0827637
1449676,-0.529297,-0.896484,0.0827637
1453627,-0.451416,-0.739258,0.0576172
1457535,-0.465332,-1.02271,-0.00366211
1461436,-0.277832,-1.02271,-0.00366211
1465391,-0.907227,-0.880859,-0.584229
1469343,-0.907227,-0.990479,0.083252
1473326,-0.627197,-0.990479,0.083252
1477294,-0.313232,-0.781738,0.342041
1481224,-0.313232,-0.734131,0.22583
1485151,-0.613281,-0.734131,0.22583
1489085,-0.508545,-1.09839,0.652344
1493029,-0.508545,-0.716553,0.236328
1497003,-0.598633,-0.716553,0.236328
1500895,-0.476074,-0.677002,0.304199
1504839,-0.476074,-0.660156,0.432129
1508782,-0.546875,-0.785156,0.432129
1512726,-0.509521,-0.709717,0.23999
1516664,-0.509521,-0.718506,0.0185547
1520607,-0.592285,-0.843506,0.0185547
1524560,-0.586426,-0.584473,-0.223633
1528526,-0.586426,-0.580078,-0.272461
1532436,-0.619385,-0.705078,-0.272461
1536390,-0.621094,-0.807373,-0.121582
1540317,-0.621094,-0.807373,-0.174561
1544284,-0.583008,-0.710693,-0.174561
1548205,-0.62085,-0.789551,-0.110596
1552177,-0.62085,-0.789551,0.059082
1556120,-0.546143,-0.562988,0.059082
1559999,-0.640625,-1.01562,0.03125
1563934,-0.640625,-1.01562,0.198975
1567900,-0.654297,-0.869141,0.198975
1571828,-0.479736,-0.675293,0.338623
1575807,-0.479736,-0.675293,0.334717
1579767,-0.606934,-0.781982,0.209717
1583711,-0.594238,-0.860596,0.207275
1587728,-0.656738,-0.860596,0.193115
1591669,-0.59668,-0.967285,0.193115
1595604,-0.608887,-0.762451,0.144287
1599537,-0.608887,-0.762451,0.160156
1603490,-0.552979,-0.601807,0.0351562
1607421,-0.504395,-0.908936,-0.0166016
1611338,-0.691895,-0.908936,-0.0166016
1615315,-0.596924,-0.674072,0.0773926
1619253,-0.606689,-0.663086,-0.0393066
1623187,-0.606689,-0.663086,-0.0393066
1627137,-0.686279,-0.651123,-0.0727539
1631094,-0.686279,-0.687256,0.0554199
1635037,-0.632568,-0.687256,0.0554199
1638971,-0.699707,-0.929443,0.09375
1642917,-0.699707,-0.661377,0.121338
1646857,-0.671387,-0.661377,0.121338
1650872,-0.587891,-0.833984,0.152588
1654793,-0.587891,-0.760254,0.138916
1658723,-0.7146,-0.760254,0.138916
1662635,-0.552002,-0.731934,0.224365
1666571,-0.552002,-0.701904,0.0964355
1670536,-0.662109,-0.826904,0.0964355
1674493,-0.683838,-0.616455,0.129883
1678436,-0.683838,-0.574951,0.16333
1682357,-0.5896,-0.699951,0.16333
1686316,-0.74707,-0.687744,0.00415039
1690221,-0.74707,-0.745605,0.0129394
1694150,-0.63208,-0.683105,0.0129394
1698149,-0.73291,-0.680176,-0.0283203
1702098,-0.73291,-0.680176,0.128174
1706068,-0.612793,-0.532227,0.128174
1709979,-0.721436,-0.891602,0.0148926
1713953,-0.721436,-0.891602,-0.0109863
1717900,-0.777344,-0.791748,-0.0109863
1721801,-0.60083,-0.671631,0.127441
1725740,-0.60083,-0.671631,0.0651855
1729708,-0.680176,-0.69043,0.0651855
1733665,-0.69751,-0.709961,0.15625
1737616,-0.69751,-0.709961,0.17334
1741546,-0.688477,-0.899902,0.17334
1745514,-0.667236,-0.552734,0.147461
1749464,-0.667236,-0.552734,0.17749
1753358,-0.633301,-0.467041,0.11499
1757297,-0.676025,-0.767822,0.0598144
1761236,-0.801025,-0.767822,0.0483398
1765171,-0.691406,-0.602539,0.17334
1769145,-0.711914,-0.564697,0.0703125
1773079,-0.711914,-0.564697,0.0703125
1777003,-0.756104,-0.611816,-0.00805664
1780904,-0.780273,-0.553711,-0.00585938
1784850,-0.717773,-0.553711,-0.00585938
1788828,-0.741943,-0.769775,0.0473633
1792775,-0.741943,-0.588135,0.0688477
1796728,-0.740723,-0.588135,0.0688477
1800682,-0.772217,-0.818359,0.0107422
1804625,-0.772217,-0.665771,0.134521
1808642,-0.717285,-0.665771,0.134521
1812578,-0.662354,-0.800293,0.130127
1816496,-0.662354,-0.865967,0.0444336
1820452,-0.782227,-0.865967,0.0444336
1824434,-0.696045,-0.645264,0.205566
1828331,-0.696045,-0.77002,0.231201
1832261,-0.642822,-0.77002,0.231201
1836204,-0.865723,-0.764893,0.0537109
1840151,-0.865723,-0.798828,0.115723
1844145,-0.681396,-0.673828,0.115723
1848076,-0.804443,-0.605469,0.0334473
1852001,-0.804443,-0.610596,0.145508
1855950,-0.663574,-0.423096,0.145508
1859908,-0.773926,-0.710938,0.0280762
1863847,-0.773926,-0.710938,-0.0227051
1867763,-0.834229,-0.617432,-0.0227051
1871721,-0.682617,-0.439209,0.0827637
1875635,-0.682617,-0.439209,0.0598144
1879608,-0.758545,-0.463867,0.0598144
1883573,-0.709961,-0.395996,0.0893555
1887488,-0.709961,-0.395996,0.0227051
1891428,-0.834717,-0.714844,0.0227051
1895375,-0.77832,-0.432373,0.134033
1899314,-0.77832,-0.432373,0.139404
1903226,-0.682861,-0.366699,0.139404
1907179,-0.935059,-0.80957,0.0397949
1911127,-0.935059,-0.80957,0.0112305
1915087,-0.780029,-0.580811,0.19873
1919061,-0.75708,-0.495605,0.137695
1923005,-0.69458,-0.495605,0.149658
1926931,-0.860352,-0.560791,0.0246582
1930873,-0.855713,-0.665039,0.0952148
1934849,-0.793213,-0.665039,0.0893555
1938786,-0.841553,-0.715576,0.0893555
1942728,-0.823975,-0.432861,0.0622559
1946661,-0.761475,-0.432861,0.0622559
1950609,-0.769287,-0.589844,0.0163574
1954550,-0.769287,-0.548828,0.00048828
1958524,-0.888184,-0.548828,0.00048828
1962415,-0.731934,-0.551514,0.12915
1966351,-0.731934,-0.591309,0.00830078
1970314,-0.85791,-0.591309,0.00830078
1974272,-0.847168,-0.493896,0.0788574
1978225,-0.847168,-0.572998,0.163574
1982185,-0.754639,-0.572998,0.163574
1986158,-0.875732,-0.596436,0.0805664
1990035,-0.875732,-0.583252,0.0947266
1993992,-0.787598,-0.583252,0.0947266
1997941,-0.847168,-0.548584,0.0930176
2001904,-0.847168,-0.549805,0.225342
2005880,-0.724609,-0.299805,0.225342
2009799,-0.858154,-0.709229,0.0681152
2013776,-0.858154,-0.724609,0.059082
2017687,-0.878906,-0.474609,0.059082
2021620,-0.76709,-0.414307,0.0541992
2025571,-0.76709,-0.391113,0.0637207
2029591,-0.866943,-0.453613,0.0637207
2033555,-0.781982,-0.436279,0.0976562
2037505,-0.781982,-0.436279,-0.0136719
2041455,-0.86792,-0.649902,-0.0136719
2045383,-0.824951,-0.384766,0.0783691
2049372,-0.824951,-0.384766,0.0898438
2053298,-0.731201,-0.388184,0.0898438
2057237,-1.00586,-0.724609,0.015625
2061177,-1.00586,-0.724609,0.16626
2065093,-0.77002,-0.463379,0.16626
2069050,-0.848145,-0.537842,0.0739746
2072998,-0.848145,-0.537842,0.0974121
2076949,-0.906738,-0.459229,0.0974121
2080894,-0.81665,-0.575195,0.152344
2084828,-0.81665,-0.575195,0.15625
2088770,-0.91748,-0.651855,0.09375
2092725,-0.93457,-0.34668,0.0917969
2096662,-0.80957,-0.34668,0.106445
2100575,-0.858154,-0.438232,0.0439453
2104514,-0.862061,-0.406982,0.0683594
2108452,-0.924561,-0.406982,0.0683594
2112396,-0.801514,-0.411377,0.0942383
2116334,-0.807617,-0.477051,0.00585938
2120273,-0.932617,-0.477051,0.00585938
2124223,-0.849609,-0.347656,0.0610352
2128174,-0.849609,-0.378418,0.0693359
2132124,-0.838379,-0.378418,0.0693359
2136063,-0.902588,-0.414551,0.0908203
2140073,-0.902588,-0.438721,0.0539551
2144023,-0.873291,-0.438721,0.0539551
2147964,-0.910645,-0.48584,0.0810547
2151904,-0.910645,-0.317139,0.181396
2155853,-0.830811,-0.317139,0.181396
2159794,-0.864258,-0.533936,0.0859375
2163731,-0.864258,-0.562012,0.0847168
2167691,-0.920654,-0.499512,0.0847168
2171637,-0.840088,-0.408936,0.111572
2175589,-0.840088,-0.406738,0.118896
2179551,-0.871094,-0.406738,0.118896
2183517,-0.88916,-0.382812,0.0727539
2187449,-0.88916,-0.43457,0.013916
2191381,-0.918945,-0.49707,0.013916
2195320,-0.90918,-0.300049,0.0788574
2199257,-0.90918,-0.287109,0.349121
2203216,-0.397217,-0.224609,0.349121
2207142,-1.81055,-0.658203,-1.24585
2211051,-1.81055,-0.658203,0.854248
2214988,-0.204834,-0.490234,0.854248
2218991,-1.35742,-0.158447,-0.130615
2222968,-1.35742,-0.158447,1.01074
2226901,-0.641846,-0.425781,1.01074
2230849,-0.935547,-0.178955,-0.221436
2234801,-0.935547,-0.178955,0.0817871
2238738,-1.08423,-0.458984,0.0817871
2242677,-0.628906,-0.313477,0.828613
2246617,-0.628906,-0.313477,0.843018
2250544,-1.02246,-0.215332,0.0305176
2254475,-1.02148,-0.320312,0.157959
2258412,-0.833984,-0.320312,0.177979
2262345,-1.04077,-0.257812,-0.697021
2266278,-1.03125,-0.428467,0.0776367
2270204,-0.90625,-0.428467,0.0820312
2274138,-0.824219,-0.266357,0.0820312
2278086,-0.82666,-0.311035,-0.417969
2282024,-1.01416,-0.311035,-0.417969
2285983,-0.934326,-0.371338,-0.195312
2289920,-0.934326,-0.348145,-0.154785
2293842,-0.983154,-0.348145,-0.154785
2297820,-0.822998,-0.447754,0.563477
2301729,-0.822998,-0.0507812,0.185791
2305697,-0.881104,-0.0507812,0.185791
2309624,-0.960938,-0.418701,0.0505371
2313566,-0.960938,-0.257812,0.385742
2317500,-0.949707,-0.257812,0.385742
2321493,-0.84668,-0.171875,0.487305
2325451,-0.84668,-0.181641,0.39917
2329463,-0.896973,-0.369141,0.39917
2333411,-1.01855,-0.178223,-0.154541
2337299,-1.01855,-0.128174,0.00585938
2341236,-0.944824,-0.440674,0.00585938
2345209,-0.897217,-0.146484,0.132568
2349129,-0.897217,-0.163574,-0.0202637
2353078,-0.862793,-0.163574,-0.0202637
2357011,-1.02612,-0.410889,-0.325195
2360952,-1.02612,-0.376953,-0.298584
2364882,-0.9375,-0.126953,-0.298584
2368813,-0.906738,-0.304443,0.0837402
2372755,-0.906738,-0.304443,0.0761719
2376684,-0.936035,-0.226562,0.0761719
2380623,-0.939697,-0.286621,0.0227051
2384575,-0.939697,-0.286621,0.0371094
2388543,-1.00366,-0.402832,0.0371094
2392462,-0.886475,-0.24707,0.341309
2396377,-0.886475,-0.24707,0.348877
2400315,-0.94165,-0.444824,0.411377
2404258,-0.94873,-0.275146,0.229492
2408247,-0.94873,-0.275146,0.203369
2412158,-0.909912,-0.374756,0.140869
2416092,-0.877197,-0.382324,0.168945
2420032,-1.0022,-0.382324,0.185547
2424000,-0.841797,-0.128906,0.248047
2427931,-0.847656,-0.235352,-0.0983887
2431910,-0.972656,-0.235352,-0.0773926
2435835,-1.00171,-0.178467,-0.202393
2439864,-1.03394,-0.153564,-0.0632324
2443821,-0.908936,-0.153564,-0.0632324
2447803,-0.982178,-0.252441,0.0129394
2451708,-0.982178,-0.0578613,-0.0378418
2455664,-0.922363,-0.0578613,-0.0378418
2459594,-1.03101,-0.290527,-0.155273
2463543,-1.03101,-0.169922,0.107422
2467458,-0.957031,-0.169922,0.107422
2471396,-0.850098,-0.0112305,0.324463
2475334,-0.850098,-0.126709,0.240234
2479258,-0.98877,-0.126709,0.240234
2483186,-0.966309,-0.151855,0.140625
2487139,-0.966309,-0.178711,0.159424
2491101,-0.978271,-0.178711,0.159424
2495030,-0.926514,-0.020752,0.311768
2498993,-0.926514,-0.0419922,0.19751
2502969,-0.90918,-0.0419922,0.19751
2506941,-1.0542,-0.293213,-0.0583496
2510851,-1.0542,-0.290283,-0.0407715
2514777,-0.906738,-0.0402832,-0.0407715
2518718,-1.01147,-0.178223,-0.0397949
2522648,-1.01147,-0.153564,0.0183105
2526578,-0.937988,-0.0910645,0.0183105
2530514,-0.975098,-0.146484,-0.126465
2534460,-0.975098,-0.146484,-0.120361
2538379,-1.02539,-0.226074,-0.120361
2542351,-0.916016,-0.0473633,0.0856934
2546309,-0.916016,-0.0473633,0.100098
2550275,-0.988281,-0.114258,0.100098
2554193,-0.944824,-0.0163574,0.126465
