time,a_x,a_y,a_z,F_x,F_y,F_z,T_x,T_y,T_z
0,-0.0175781,-0.993652,0.0722656,-0.190451,-0.899815,10.1437,0.425679,-1.0967,-0.148439
423,-0.0175781,-0.993652,0.0722657,-0.190451,-0.899815,10.1437,0.425679,-1.0967,-0.148439
1860,-0.0175781,-0.993652,0.0722657,-0.190363,-0.90402,10.1448,0.425678,-1.0967,-0.148539
2637,-0.0175781,-0.993652,0.0722658,-0.190363,-0.90402,10.1448,0.425678,-1.0967,-0.148539
3291,-0.0175781,-0.993652,0.0722658,-0.186139,-0.90757,10.146,0.425683,-1.09669,-0.14832
4707,-0.0175781,-0.993652,0.0722659,-0.184817,-0.906597,10.1474,0.425669,-1.09668,-0.148184
6144,-0.0175781,-0.993651,0.0722659,-0.189729,-0.906097,10.147,0.425697,-1.09667,-0.14822
6583,-0.0155488,-0.993652,0.0722659,-0.189729,-0.906096,10.147,0.425697,-1.09667,-0.14822
7600,-0.0155488,-0.993652,0.072266,-0.202328,-0.912315,10.1466,0.42568,-1.0967,-0.14829
9021,-0.0155488,-0.993652,0.072266,-0.205532,-0.916524,10.1475,0.425691,-1.0967,-0.148193
10157,-0.0155488,-0.993652,0.072266,-0.205532,-0.916524,10.1475,0.425691,-1.0967,-0.148193
10447,-0.0155488,-0.993652,0.0722657,-0.206106,-0.914712,10.1458,0.425683,-1.09672,-0.14814
10529,-0.0147817,-0.987717,0.0710652,-0.206106,-0.914713,10.1458,0.425683,-1.09672,-0.14814
11906,-0.0147817,-0.987718,0.0710649,-0.203769,-0.912754,10.1518,0.425689,-1.09669,-0.148132
13346,-0.0147817,-0.987718,0.0710646,-0.209224,-0.92304,10.1558,0.425693,-1.09674,-0.148084
14463,-0.0143625,-0.989752,0.0712222,-0.209224,-0.92304,10.1558,0.425693,-1.09674,-0.148084
14782,-0.0143625,-0.989752,0.0712219,-0.215623,-0.928444,10.1577,0.425698,-1.09677,-0.148192
16187,-0.0143625,-0.989752,0.0712215,-0.217206,-0.92574,10.1595,0.425727,-1.09684,-0.14808
17631,-0.0143625,-0.989752,0.0712212,-0.219566,-0.929418,10.1595,0.425729,-1.09683,-0.148143
18404,-0.0165287,-0.99041,0.0713301,-0.219566,-0.929418,10.1595,0.425729,-1.09683,-0.148143
19039,-0.0165287,-0.99041,0.0713298,-0.225185,-0.931156,10.1595,0.425717,-1.09688,-0.148232
20348,-0.0165287,-0.99041,0.0713298,-0.225185,-0.931156,10.1595,0.425717,-1.09688,-0.148232
20483,-0.0165287,-0.99041,0.0713301,-0.224731,-0.931669,10.1597,0.425688,-1.0969,-0.148103
21916,-0.0165287,-0.99041,0.0713304,-0.223432,-0.929917,10.1585,0.425751,-1.09697,-0.14798
22335,-0.0123856,-0.988143,0.0703632,-0.223432,-0.929917,10.1585,0.425751,-1.09697,-0.14798
23329,-0.0123856,-0.988143,0.0703635,-0.228449,-0.929588,10.1682,0.425864,-1.097,-0.148009
24772,-0.0123856,-0.988143,0.0703638,-0.235792,-0.919447,10.1695,0.425919,-1.09711,-0.147997
26240,-0.0123856,-0.988143,0.0703641,-0.229272,-0.923169,10.1693,0.425948,-1.09714,-0.147857
26310,-0.0102619,-0.990224,0.0721805,-0.229272,-0.923169,10.1693,0.425948,-1.09714,-0.147857
27675,-0.0102619,-0.990224,0.0721808,-0.22339,-0.927107,10.1663,0.425952,-1.09712,-0.14796
29064,-0.0102619,-0.990224,0.0721812,-0.223756,-0.924231,10.1679,0.425949,-1.09717,-0.147878
30133,-0.0102619,-0.990224,0.0721812,-0.223756,-0.924231,10.1679,0.425949,-1.09717,-0.147878
30227,-0.0120494,-0.990892,0.0733473,-0.223756,-0.924231,10.1679,0.425949,-1.09717,-0.147878
30507,-0.0120494,-0.990892,0.0733473,-0.229893,-0.929811,10.1652,0.426008,-1.09721,-0.147967
31936,-0.0120494,-0.990892,0.0733473,-0.232634,-0.931295,10.1671,0.426084,-1.09728,-0.147972
33372,-0.0120494,-0.990892,0.0733473,-0.226992,-0.934497,10.1658,0.42607,-1.09726,-0.148031
34149,-0.0130816,-0.992264,0.0709496,-0.226992,-0.934497,10.1658,0.42607,-1.09726,-0.148031
34789,-0.0130816,-0.992264,0.0709496,-0.217922,-0.922543,10.1754,0.426141,-1.09722,-0.148188
36228,-0.0130816,-0.992264,0.0709496,-0.21725,-0.927474,10.1713,0.426127,-1.09722,-0.148221
37664,-0.0130816,-0.992264,0.0709496,-0.214297,-0.922937,10.1708,0.426148,-1.09722,-0.147956
38103,-0.01361,-0.991385,0.070108,-0.214297,-0.922937,10.1708,0.426148,-1.09722,-0.147956
39105,-0.01361,-0.991385,0.070108,-0.213348,-0.921183,10.1675,0.426109,-1.09726,-0.147981
40197,-0.01361,-0.991385,0.070108,-0.213348,-0.921183,10.1675,0.426109,-1.09726,-0.147981
40537,-0.01361,-0.991385,0.0701077,-0.221713,-0.924516,10.1636,0.426163,-1.09732,-0.147898
41958,-0.01361,-0.991385,0.0701075,-0.211236,-0.931481,10.1588,0.426157,-1.0973,-0.148141
42054,-0.013401,-0.991102,0.0695674,-0.211236,-0.931481,10.1588,0.426157,-1.0973,-0.148141
43404,-0.013401,-0.991101,0.0695672,-0.196198,-0.924451,10.1588,0.426229,-1.09719,-0.148244
44834,-0.013401,-0.991101,0.0695669,-0.192972,-0.930708,10.1563,0.426199,-1.09715,-0.148173
46022,-0.0126954,-0.987864,0.0698347,-0.192972,-0.930707,10.1563,0.426199,-1.09715,-0.148173
46273,-0.0126954,-0.987864,0.0698345,-0.186913,-0.921676,10.1542,0.426234,-1.09703,-0.148173
47688,-0.0126954,-0.987863,0.0698343,-0.189405,-0.924,10.1498,0.426139,-1.09701,-0.148086
49148,-0.0126954,-0.987863,0.069834,-0.179139,-0.920589,10.1502,0.42625,-1.09694,-0.148074
49964,-0.0123365,-0.986823,0.070181,-0.179139,-0.920589,10.1502,0.42625,-1.09694,-0.148074
50061,-0.0123365,-0.986823,0.070181,-0.179139,-0.920589,10.1502,0.42625,-1.09694,-0.148074
50557,-0.0123365,-0.986824,0.0701809,-0.185895,-0.927157,10.1493,0.426204,-1.09692,-0.148013
51988,-0.0123365,-0.986824,0.0701808,-0.196074,-0.927749,10.1471,0.426169,-1.0969,-0.148018
53424,-0.0123365,-0.986824,0.0701806,-0.195868,-0.91816,10.144,0.426156,-1.09683,-0.148028
53878,-0.0157349,-0.987974,0.0704028,-0.195868,-0.91816,10.144,0.426156,-1.09683,-0.148028
54838,-0.0157349,-0.987975,0.0704027,-0.187437,-0.904118,10.1481,0.426181,-1.09678,-0.147934
56285,-0.0157349,-0.987975,0.0704025,-0.166155,-0.901525,10.1498,0.426207,-1.0965,-0.148208
57754,-0.0157349,-0.987976,0.0704024,-0.166033,-0.90456,10.1542,0.426189,-1.09642,-0.148235
57841,-0.0165188,-0.9905,0.0680031,-0.166033,-0.904561,10.1542,0.426189,-1.09642,-0.148235
59159,-0.0165188,-0.9905,0.068003,-0.171902,-0.912519,10.1512,0.426218,-1.09639,-0.148123
60111,-0.0165188,-0.9905,0.068003,-0.171902,-0.912519,10.1512,0.426218,-1.09639,-0.148123
60579,-0.0165188,-0.9905,0.0679931,-0.192518,-0.917085,10.1529,0.426172,-1.09646,-0.147843
61794,-0.0169184,-0.991312,0.0668907,-0.192518,-0.917085,10.1529,0.426172,-1.09646,-0.147843
62023,-0.0169184,-0.991312,0.0668809,-0.218645,-0.909293,10.1516,0.426118,-1.09682,-0.147859
63459,-0.0169184,-0.991312,0.066871,-0.201033,-0.906429,10.1584,0.42615,-1.0967,-0.147908
64870,-0.0169184,-0.991311,0.0668611,-0.187392,-0.912581,10.1611,0.426085,-1.09666,-0.148139
65721,-0.0165244,-0.990417,0.0661663,-0.187392,-0.91258,10.1611,0.426085,-1.09666,-0.148139
66318,-0.0165244,-0.990417,0.0661564,-0.156421,-0.913818,10.166,0.426138,-1.09626,-0.148144
67747,-0.0165244,-0.990416,0.0661465,-0.175065,-0.917096,10.1676,0.426099,-1.09632,-0.148091
69205,-0.0165244,-0.990416,0.0661366,-0.19049,-0.916097,10.1676,0.426108,-1.09639,-0.148104
69664,-0.0154862,-0.988639,0.0684168,-0.19049,-0.916096,10.1676,0.426108,-1.09639,-0.148104
70309,-0.0154862,-0.988639,0.0684168,-0.19049,-0.916096,10.1676,0.426108,-1.09639,-0.148104
70627,-0.0154862,-0.988639,0.0684171,-0.218435,-0.90947,10.1678,0.425942,-1.09658,-0.147822
72055,-0.0154862,-0.988639,0.0684174,-0.241392,-0.900966,10.1734,0.425862,-1.09689,-0.147629
73481,-0.0154862,-0.988639,0.0684177,-0.234406,-0.919765,10.1724,0.425925,-1.09694,-0.147854
73602,-0.0149565,-0.988066,0.0674336,-0.234406,-0.919764,10.1724,0.425925,-1.09694,-0.147854
74911,-0.0149565,-0.988066,0.0674339,-0.215637,-0.916279,10.1796,0.425967,-1.09694,-0.147851
76349,-0.0149565,-0.988066,0.0674342,-0.173929,-0.919441,10.1799,0.42608,-1.09651,-0.147962
77632,-0.0164879,-1.00051,0.0667996,-0.173929,-0.919441,10.1799,0.42608,-1.09651,-0.147962
77766,-0.0164879,-1.00051,0.0667999,-0.182538,-0.915115,10.1817,0.426074,-1.09647,-0.148014
79204,-0.0164879,-1.00051,0.0668002,-0.206529,-0.910616,10.1753,0.42604,-1.09666,-0.147965
80074,-0.0164879,-1.00051,0.0668002,-0.206529,-0.910616,10.1753,0.42604,-1.09666,-0.147965
80641,-0.0164879,-1.00051,0.0668006,-0.245257,-0.906194,10.1769,0.426023,-1.09693,-0.147761
81534,-0.0153492,-0.993067,0.0671849,-0.245257,-0.906194,10.1769,0.426023,-1.09693,-0.147761
82076,-0.0153492,-0.993068,0.0671854,-0.28341,-0.903936,10.1771,0.425994,-1.09745,-0.147634
83498,-0.0153492,-0.993068,0.0671858,-0.275325,-0.921764,10.1837,0.426088,-1.09749,-0.147593
84928,-0.0153492,-0.993068,0.0671862,-0.251412,-0.935205,10.1837,0.426157,-1.09753,-0.147597
85510,-0.0147658,-0.990649,0.0676083,-0.251412,-0.935205,10.1837,0.426157,-1.09753,-0.147597
86370,-0.0147658,-0.990649,0.0676087,-0.183413,-0.937763,10.1859,0.426288,-1.09701,-0.147943
87810,-0.0147658,-0.99065,0.0676091,-0.168972,-0.925069,10.1878,0.426254,-1.09675,-0.148056
89226,-0.0147658,-0.99065,0.0676095,-0.195593,-0.914586,10.1828,0.42611,-1.09692,-0.148083
89417,-0.0137535,-1.0006,0.0678786,-0.195593,-0.914586,10.1828,0.42611,-1.09692,-0.148083
90246,-0.0137535,-1.0006,0.0678786,-0.195593,-0.914586,10.1828,0.42611,-1.09692,-0.148083
90664,-0.0137535,-1.0006,0.0678788,-0.247016,-0.912671,10.1766,0.426177,-1.09716,-0.147748
92095,-0.0137535,-1.0006,0.067879,-0.316743,-0.902346,10.1796,0.426098,-1.09807,-0.147656
93360,-0.013594,-0.990109,0.0683142,-0.316743,-0.902346,10.1796,0.426098,-1.09807,-0.147656
93575,-0.013594,-0.990109,0.0683144,-0.305229,-0.912989,10.1817,0.426048,-1.0981,-0.14761
95037,-0.013594,-0.990109,0.0683147,-0.260216,-0.938912,10.1808,0.426295,-1.0981,-0.14762
96427,-0.013594,-0.990109,0.0683149,-0.166902,-0.929286,10.1805,0.426388,-1.09728,-0.148111
97288,-0.0135126,-0.986724,0.0702564,-0.166902,-0.929285,10.1805,0.426388,-1.09728,-0.148111
97868,-0.0135126,-0.986724,0.0702566,-0.12686,-0.922827,10.1887,0.426292,-1.09675,-0.147935
99282,-0.0135126,-0.986724,0.0702569,-0.142166,-0.930878,10.1795,0.426446,-1.09667,-0.148117
99979,-0.0135126,-0.986724,0.0702569,-0.142166,-0.930878,10.1795,0.426446,-1.09667,-0.148117
100704,-0.0135126,-0.986724,0.0702467,-0.217797,-0.904649,10.1763,0.426346,-1.09695,-0.147995
101235,-0.0133515,-0.988936,0.0714901,-0.217797,-0.904649,10.1763,0.426346,-1.09695,-0.147995
102152,-0.0133515,-0.988936,0.0714799,-0.332185,-0.888185,10.1768,0.426112,-1.09829,-0.147809
103563,-0.0133515,-0.988936,0.0714697,-0.325368,-0.924497,10.166,0.426371,-1.0983,-0.147915
104995,-0.0133515,-0.988936,0.0714595,-0.283994,-0.930993,10.1691,0.426292,-1.09836,-0.147762
105173,-0.0158991,-1.00189,0.0681514,-0.283994,-0.930993,10.1691,0.426292,-1.09836,-0.147762
106456,-0.0158991,-1.00189,0.0681412,-0.150764,-0.934009,10.1721,0.426394,-1.09731,-0.148128
107855,-0.0158991,-1.00189,0.068131,-0.0851108,-0.945938,10.1723,0.426589,-1.09647,-0.148168
109089,-0.0171975,-1.00606,0.0454664,-0.0851108,-0.945938,10.1723,0.426589,-1.09647,-0.148168
109283,-0.0171975,-1.00606,0.0454562,-0.0960464,-0.944835,10.1644,0.426685,-1.09618,-0.148371
109988,-0.0171975,-1.00606,0.0454562,-0.0960464,-0.944835,10.1644,0.426685,-1.09618,-0.148371
110724,-0.0171975,-1.00606,0.0454163,-0.197178,-0.926804,10.1477,0.426496,-1.09647,-0.148231
112155,-0.0171975,-1.00606,0.0453764,-0.380368,-0.900937,10.1358,0.426208,-1.09825,-0.148198
113016,-0.0148762,-0.975036,0.053235,-0.380368,-0.900937,10.1358,0.426208,-1.09825,-0.148198
113598,-0.0148762,-0.975036,0.0531951,-0.493806,-0.916283,10.1248,0.426269,-1.09928,-0.148104
115042,-0.0148762,-0.975035,0.0531552,-0.578933,-0.901723,10.1362,0.426107,-1.10092,-0.147742
116451,-0.0148762,-0.975035,0.0531153,-0.454985,-0.92629,10.1387,0.426114,-1.10063,-0.148258
116978,-0.0231419,-1.02738,0.0597897,-0.454985,-0.92629,10.1387,0.426114,-1.10063,-0.148258
117900,-0.0231419,-1.02738,0.0597498,-0.304544,-0.965213,10.1516,0.426699,-1.09965,-0.148312
119330,-0.0231419,-1.02738,0.0597099,-0.211504,-0.919933,10.1535,0.426151,-1.09903,-0.148569
120176,-0.0231419,-1.02738,0.0597099,-0.211504,-0.919933,10.1535,0.426151,-1.09903,-0.148569
120745,-0.0231419,-1.02738,0.0596389,-0.195829,-0.956457,10.1476,0.426683,-1.09825,-0.148879
120883,-0.0273431,-1.04419,0.0639405,-0.195829,-0.956457,10.1475,0.426683,-1.09825,-0.148879
122182,-0.0273431,-1.04419,0.0638696,-0.40122,-0.930714,10.1416,0.426531,-1.10037,-0.148275
123617,-0.0273431,-1.04419,0.0637987,-0.519257,-0.864577,10.1425,0.425685,-1.10123,-0.148209
124847,-0.0221977,-0.99222,0.0667052,-0.519257,-0.864577,10.1424,0.425685,-1.10123,-0.148209
125057,-0.0221977,-0.99222,0.0666343,-0.699683,-0.912018,10.1419,0.426155,-1.1038,-0.148158
126473,-0.0221977,-0.99222,0.0665633,-0.610239,-0.911602,10.142,0.426014,-1.10392,-0.148955
127907,-0.0221977,-0.99222,0.0664924,-0.456973,-0.894664,10.1636,0.425948,-1.10329,-0.148724
128768,-0.0195795,-1.04406,0.0665035,-0.456973,-0.894664,10.1636,0.425948,-1.10329,-0.148724
129354,-0.0195795,-1.04406,0.0664326,-0.293675,-0.926502,10.1635,0.426145,-1.10238,-0.148985
130138,-0.0195795,-1.04406,0.0664326,-0.293675,-0.926502,10.1635,0.426145,-1.10238,-0.148985
130797,-0.0195795,-1.04406,0.0663325,-0.145068,-0.937539,10.167,0.426281,-1.10031,-0.149169
132198,-0.0195795,-1.04406,0.0662324,-0.340401,-0.902646,10.1695,0.426235,-1.10207,-0.148544
132702,-0.021348,-1.06084,0.066318,-0.340401,-0.902646,10.1695,0.426235,-1.10207,-0.148544
133638,-0.021348,-1.06084,0.066218,-0.486605,-0.861182,10.1693,0.425588,-1.10281,-0.148645
135069,-0.021348,-1.06084,0.0661179,-0.718359,-0.893717,10.1789,0.425672,-1.10573,-0.148297
136508,-0.021348,-1.06084,0.0660178,-0.672337,-0.934834,10.1705,0.426066,-1.10652,-0.148902
136641,-0.0135264,-0.996007,0.0683694,-0.672337,-0.934834,10.1704,0.426066,-1.10652,-0.148902
137924,-0.0135264,-0.996007,0.0682693,-0.465002,-0.892761,10.1974,0.425761,-1.10529,-0.148723
139363,-0.0135264,-0.996007,0.0681692,-0.253717,-0.963822,10.1872,0.426263,-1.10396,-0.149162
140118,-0.0135264,-0.996007,0.0681692,-0.253717,-0.963822,10.1872,0.426263,-1.10396,-0.149162
140602,-0.00952797,-1.01361,0.0704271,-0.253717,-0.963822,10.187,0.426263,-1.10396,-0.149162
140808,-0.00952797,-1.01361,0.0702866,-0.0565674,-1.0298,10.1609,0.42735,-1.10106,-0.149356
142236,-0.00952797,-1.01361,0.070146,-0.265984,-0.86343,10.1731,0.425933,-1.10248,-0.148554
143677,-0.00952797,-1.01361,0.0700054,-0.471084,-0.874785,10.1579,0.425853,-1.10353,-0.148761
144477,-0.0051184,-1.01925,0.0715962,-0.471084,-0.874785,10.1577,0.425853,-1.10353,-0.148761
145112,-0.0051184,-1.01925,0.0714556,-0.772431,-0.918895,10.1605,0.426305,-1.10687,-0.148399
146553,-0.0051184,-1.01925,0.071315,-0.830994,-0.853507,10.1833,0.425128,-1.10914,-0.149249
148001,-0.0051184,-1.01925,0.0711745,-0.576399,-0.968549,10.1846,0.426305,-1.10758,-0.148929
148406,-0.0144315,-1.04009,0.0644821,-0.576399,-0.968549,10.1845,0.426305,-1.10758,-0.148929
149389,-0.0144315,-1.04009,0.0643416,-0.339646,-1.00007,10.1902,0.426691,-1.10648,-0.149084
150364,-0.0144315,-1.04009,0.0643416,-0.339646,-1.00007,10.1902,0.426691,-1.10648,-0.149084
150833,-0.0144315,-1.04009,0.0641698,0.00610719,-0.99294,10.1674,0.426805,-1.10238,-0.149783
152293,-0.0144315,-1.04009,0.063998,-0.134181,-0.928341,10.1449,0.426558,-1.10269,-0.148741
152380,-0.0192082,-0.995338,0.0713295,-0.134181,-0.928341,10.1448,0.426558,-1.10269,-0.148741
153708,-0.0192082,-0.995338,0.0711577,-0.370167,-0.842274,10.1244,0.425375,-1.10375,-0.149062
155157,-0.0192082,-0.995337,0.070986,-0.726241,-0.87968,10.1287,0.425575,-1.10695,-0.148671
156296,-0.0104098,-0.980987,0.0757972,-0.726241,-0.87968,10.1286,0.425575,-1.10695,-0.148671
156554,-0.0104098,-0.980987,0.0756254,-0.922977,-0.863158,10.1422,0.425241,-1.11049,-0.14907
157993,-0.0104098,-0.980987,0.0754537,-0.648751,-0.936011,10.1606,0.425636,-1.10886,-0.149489
159424,-0.0104098,-0.980987,0.0752819,-0.386744,-1.05952,10.1415,0.427195,-1.10795,-0.149612
159979,-0.0104098,-0.980987,0.0752819,-0.386744,-1.05952,10.1415,0.427195,-1.10795,-0.149612
160249,-0.0173906,-1.05772,0.0681976,-0.386744,-1.05952,10.1413,0.427195,-1.10795,-0.149612
160878,-0.0173906,-1.05772,0.0679928,0.0525381,-0.962757,10.1261,0.426648,-1.10295,-0.150302
162291,-0.0173906,-1.05772,0.067788,0.0172521,-0.867783,10.1058,0.425693,-1.10189,-0.149095
163721,-0.0173906,-1.05772,0.0675833,-0.222422,-0.877508,10.0658,0.425724,-1.10283,-0.149382
164126,-0.0209355,-1.07627,0.0666818,-0.222422,-0.877508,10.0656,0.425724,-1.10283,-0.149382
165164,-0.0209355,-1.07627,0.0664771,-0.57942,-0.799063,10.0849,0.424671,-1.10543,-0.148649
166589,-0.0209355,-1.07627,0.0662723,-0.879703,-0.858149,10.1163,0.424631,-1.10962,-0.148779
168004,-0.0209355,-1.07627,0.0660675,-0.676,-1.05147,10.1267,0.426549,-1.10857,-0.149578
168061,-0.0128467,-0.955431,0.0657077,-0.676,-1.05147,10.1265,0.426549,-1.10857,-0.149578
169492,-0.0128467,-0.955431,0.0655029,-0.377009,-1.03747,10.148,0.426722,-1.10761,-0.149242
170134,-0.0128467,-0.955431,0.0655029,-0.377009,-1.03747,10.148,0.426722,-1.10761,-0.149242
170888,-0.0128467,-0.955431,0.0652772,0.118196,-1.01663,10.1197,0.427004,-1.10235,-0.150127
172004,-0.0130116,-1.05324,0.0686887,0.118196,-1.01663,10.1195,0.427004,-1.10235,-0.150127
172329,-0.0130116,-1.05323,0.0684629,0.211217,-0.921875,10.1035,0.426485,-1.09982,-0.149272
173772,-0.0130116,-1.05323,0.0682372,-0.0253653,-0.844516,10.0712,0.425756,-1.1004,-0.149383
175192,-0.0130116,-1.05323,0.0680115,-0.390823,-0.861572,10.0816,0.425768,-1.10241,-0.148636
175933,-0.0130958,-1.0681,0.0645785,-0.390823,-0.861572,10.0814,0.425768,-1.10241,-0.148636
176637,-0.0130958,-1.0681,0.0643528,-0.789629,-0.844153,10.1177,0.424967,-1.10722,-0.148379
178055,-0.0130958,-1.0681,0.064127,-0.663421,-1.04423,10.1235,0.427012,-1.1071,-0.148623
179471,-0.0130958,-1.0681,0.0639013,-0.380609,-1.04513,10.1311,0.427392,-1.10594,-0.148122
179882,-0.0243805,-0.988225,0.0619398,-0.380609,-1.04513,10.1309,0.427392,-1.10594,-0.148122
180096,-0.0243805,-0.988225,0.0619398,-0.380609,-1.04513,10.1309,0.427392,-1.10594,-0.148122
180908,-0.0243794,-0.988225,0.0616646,0.116415,-0.93607,10.1162,0.426675,-1.10105,-0.148931
182344,-0.0243784,-0.988225,0.0613895,0.287492,-0.942243,10.0861,0.427186,-1.09784,-0.148471
183780,-0.0243774,-0.988225,0.0611143,0.0331283,-0.822048,10.065,0.425844,-1.09846,-0.148386
183814,-0.00790407,-0.989916,0.0729041,0.0331293,-0.822048,10.0647,0.425844,-1.09846,-0.148386
185195,-0.00790303,-0.989916,0.072629,-0.360351,-0.83118,10.0816,0.425565,-1.10061,-0.147835
186637,-0.007902,-0.989916,0.0723538,-0.813243,-0.884126,10.0961,0.425725,-1.1058,-0.147269
187777,0.000521998,-0.996753,0.0642537,-0.813242,-0.884127,10.0958,0.425725,-1.1058,-0.147269
188075,0.00052303,-0.996753,0.0639786,-0.826469,-1.00218,10.1101,0.426905,-1.10733,-0.147654
189514,0.000524061,-0.996753,0.0637034,-0.609649,-1.00044,10.1125,0.427099,-1.10692,-0.147388
190199,0.000524061,-0.996753,0.0637034,-0.609649,-1.00044,10.1125,0.427099,-1.10692,-0.147388
190947,0.000524061,-0.996754,0.0633475,-0.243614,-0.945587,10.0931,0.426725,-1.10389,-0.148186
191709,-0.0153907,-1.04126,0.0584358,-0.243614,-0.945587,10.0928,0.426725,-1.10389,-0.148186
192363,-0.0153907,-1.04126,0.0580798,-0.105808,-0.930856,10.0637,0.426994,-1.10168,-0.147678
193800,-0.0153907,-1.04126,0.0577238,-0.359386,-0.798574,10.0595,0.425505,-1.10309,-0.147349
195238,-0.0153907,-1.04126,0.0573679,-0.711269,-0.814285,10.0746,0.425202,-1.10567,-0.147683
195640,-0.0175364,-0.971697,0.0584545,-0.711269,-0.814285,10.0743,0.425202,-1.10567,-0.147683
196671,-0.0175364,-0.971697,0.0580986,-1.10269,-0.931675,10.0854,0.426147,-1.11072,-0.147085
198096,-0.0175364,-0.971697,0.0577426,-1.13728,-0.985424,10.1156,0.426744,-1.11313,-0.147028
199528,-0.0175364,-0.971698,0.0573866,-0.872891,-0.952068,10.118,0.426438,-1.11266,-0.147318
199594,-0.0186336,-0.949186,0.066531,-0.872891,-0.952068,10.1176,0.426438,-1.11266,-0.147318
200348,-0.0186336,-0.949186,0.066531,-0.872891,-0.952068,10.1176,0.426438,-1.11266,-0.147318
201002,-0.0186325,-0.949186,0.0661336,-0.514086,-0.960139,10.1024,0.426949,-1.11028,-0.147946
202433,-0.0186315,-0.949186,0.0657361,-0.321335,-0.910214,10.0914,0.426711,-1.10787,-0.14778
203529,-0.0212231,-1.09433,0.0718524,-0.321334,-0.910214,10.091,0.426711,-1.10787,-0.14778
203837,-0.021222,-1.09433,0.0714549,-0.518901,-0.765401,10.1154,0.425113,-1.10914,-0.147664
205302,-0.021221,-1.09433,0.0710574,-0.832773,-0.864972,10.1493,0.425503,-1.11175,-0.148062
206715,-0.02122,-1.09433,0.07066,-1.14113,-0.940094,10.1977,0.426369,-1.11596,-0.147513
207471,-0.0287615,-1.02466,0.0655503,-1.14113,-0.940094,10.1973,0.426369,-1.11596,-0.147513
208136,-0.0287605,-1.02466,0.0651528,-1.08314,-0.952169,10.2459,0.426575,-1.11761,-0.147554
209562,-0.0287595,-1.02466,0.0647553,-0.717338,-0.951043,10.2607,0.426693,-1.11607,-0.148212
210014,-0.0287595,-1.02466,0.0647553,-0.717338,-0.951043,10.2607,0.426693,-1.11607,-0.148212
210999,-0.0287584,-1.02466,0.064324,-0.202823,-0.909578,10.2467,0.426282,-1.11199,-0.148822
211403,-0.0326061,-1.00218,0.0668953,-0.202822,-0.909578,10.2463,0.426282,-1.11199,-0.148822
212454,-0.0326051,-1.00218,0.066464,0.188379,-0.91443,10.2378,0.426764,-1.10719,-0.148827
213882,-0.0326041,-1.00218,0.0660327,0.213677,-0.80224,10.2455,0.42548,-1.10465,-0.149389
215309,-0.032603,-1.00218,0.0656014,-0.0744892,-0.879441,10.2773,0.425707,-1.10519,-0.14969
215317,-0.0152343,-1.02629,0.0677114,-0.0744883,-0.879441,10.2769,0.425707,-1.10519,-0.14969
216751,-0.0152333,-1.02629,0.0672801,-0.545175,-1.00657,10.2876,0.427382,-1.10864,-0.148812
218158,-0.0152323,-1.02629,0.0668488,-0.833997,-0.861512,10.3533,0.425808,-1.11199,-0.148626
219258,-0.0126755,-0.995101,0.0606364,-0.833996,-0.861512,10.3529,0.425808,-1.11199,-0.148626
219600,-0.0126745,-0.995101,0.0602052,-0.680627,-0.953583,10.3446,0.426559,-1.11257,-0.148976
220056,-0.0126745,-0.995101,0.0602052,-0.680627,-0.953583,10.3446,0.426559,-1.11257,-0.148976
221033,-0.0126734,-0.995101,0.059819,-0.118878,-0.971511,10.3191,0.427152,-1.10867,-0.149031
222494,-0.0126724,-0.995101,0.0594329,0.566154,-0.852976,10.3343,0.425738,-1.1017,-0.148934
223179,-0.0113698,-0.985038,0.0453272,0.566155,-0.852976,10.334,0.425738,-1.1017,-0.148934
223903,-0.0113688,-0.985038,0.044941,1.00529,-0.957576,10.2983,0.426792,-1.09514,-0.148726
225320,-0.0113677,-0.985038,0.0445549,0.875677,-0.98996,10.2917,0.427315,-1.09235,-0.149391
226764,-0.0113667,-0.985038,0.0441688,0.303905,-0.944822,10.2641,0.42696,-1.09471,-0.148588
227149,0.00270944,-0.93922,0.0579593,0.303906,-0.944822,10.2637,0.42696,-1.09471,-0.148588
228179,0.00271048,-0.93922,0.0575732,-0.211282,-0.897453,10.269,0.426878,-1.09803,-0.1477
229626,0.00271151,-0.93922,0.0571871,-0.542555,-0.826398,10.245,0.425639,-1.10261,-0.148638
230342,0.00271151,-0.93922,0.0571871,-0.542555,-0.826398,10.245,0.425639,-1.10261,-0.148638
231036,0.0221278,-1.00038,0.0624997,-0.542554,-0.826398,10.2446,0.425639,-1.10261,-0.148638
231064,0.0221288,-1.00038,0.0620986,-0.176797,-0.994451,10.1973,0.427166,-1.09975,-0.149014
232492,0.0221298,-1.00038,0.0616976,0.262396,-0.903449,10.1904,0.426755,-1.09636,-0.149017
233937,0.0221309,-1.00038,0.0612966,0.764673,-0.902908,10.1544,0.426139,-1.08987,-0.149494
234964,0.00152355,-1.02028,0.0828907,0.764674,-0.902908,10.1541,0.426139,-1.08987,-0.149494
235345,0.00152458,-1.02028,0.0824896,0.687819,-1.13451,10.1103,0.42955,-1.08729,-0.149656
236787,0.00152561,-1.02028,0.0820886,0.166089,-0.870189,10.0787,0.427165,-1.08989,-0.148782
238221,0.00152665,-1.02028,0.0816876,-0.427684,-0.748593,10.069,0.425503,-1.09406,-0.148032
