seq,Fx,Fy,Fz,Mx,My,Mz
3040,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3041,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3042,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3043,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3044,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3045,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3046,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3047,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3048,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3049,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3050,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3051,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3052,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3053,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3054,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3055,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3056,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3057,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3058,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3059,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3060,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3061,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3062,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3063,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3064,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3065,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3066,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3067,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3068,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3069,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3070,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3071,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3072,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3073,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3074,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3075,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3076,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3077,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3078,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3079,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3080,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3081,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3082,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3083,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3084,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3085,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3086,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3087,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3088,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3089,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3090,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3091,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3092,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3093,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3094,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3095,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3096,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3097,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3098,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3099,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3100,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3101,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3102,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3103,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3104,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3105,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3106,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3107,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3108,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3109,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3110,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3111,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3112,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3113,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3114,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3115,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3116,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3117,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3118,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3119,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
3120,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3121,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3122,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3123,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3124,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3125,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3126,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3127,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3128,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3129,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3130,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3131,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3132,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3133,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3134,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3135,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3136,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3137,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3138,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3139,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3140,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3141,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3142,-0.297827,-0.255871,-4.99441,-0.0137948,0.0343602,-0.00518915
3143,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3144,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3145,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3146,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3147,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3148,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3149,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3150,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3151,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3152,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3153,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3154,-0.297827,-0.255871,-4.99441,-0.0137948,0.0343602,-0.00518915
3155,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3156,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3157,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3158,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3159,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3160,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3161,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3162,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3163,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3164,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3165,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3166,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3167,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3168,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3169,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3170,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3171,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3172,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3173,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3174,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3175,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3176,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3177,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3178,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3179,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3180,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3181,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3182,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3183,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3184,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3185,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3186,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3187,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3188,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3189,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3190,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3191,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3192,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3193,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3194,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3195,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3196,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3197,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3198,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3199,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3200,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3201,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3202,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3203,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3204,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3205,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3206,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3207,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3208,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3209,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3210,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3211,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3212,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3213,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3214,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3215,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3216,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3217,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3218,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3219,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3220,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3221,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3222,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3223,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3224,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3225,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3226,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3227,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3228,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3229,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3230,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3231,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3232,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3233,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3234,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3235,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3236,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3237,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3238,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3239,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3240,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3241,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3242,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3243,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3244,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3245,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3246,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3247,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3248,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3249,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3250,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
3251,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3252,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3253,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3254,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3255,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3256,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3257,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3258,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3259,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3260,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3261,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3262,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3263,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3264,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3265,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3266,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3267,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3268,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3269,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3270,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3271,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3272,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3273,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3274,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3275,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3276,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3277,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3278,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3279,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3280,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3281,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3282,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3283,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3284,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3285,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3286,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3287,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3288,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3289,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3290,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3291,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3292,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3293,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3294,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3295,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3296,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3297,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3298,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3299,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3300,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3301,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3302,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3303,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3304,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3305,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3306,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3307,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3308,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3309,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3310,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3311,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3312,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3313,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3314,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3315,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3316,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3317,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3318,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3319,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3320,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3321,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3322,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3323,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3324,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3325,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3326,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3327,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3328,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3329,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3330,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3331,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3332,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3333,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3334,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3335,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3336,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3337,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3338,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3339,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3340,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3341,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3342,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3343,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3344,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3345,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3346,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3347,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3348,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3349,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3350,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3351,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3352,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3353,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3354,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3355,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3356,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3357,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3358,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3359,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3360,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3361,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3362,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3363,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3364,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
3365,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
3366,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
3367,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3368,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3369,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3370,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3371,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3372,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3373,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3374,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3375,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3376,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3377,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3378,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
3379,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3380,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
3381,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
3382,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3383,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
3384,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
