seq,Fx,Fy,Fz,Mx,My,Mz
1017,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1018,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1019,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1020,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1021,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1022,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1023,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1024,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1025,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
1026,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1027,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1028,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1029,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1030,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1031,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1032,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1033,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1034,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1035,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1036,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1037,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1038,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1039,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1040,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1041,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1042,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1043,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1044,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1045,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1046,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1047,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1048,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1049,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1050,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1051,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1052,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1053,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1054,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1055,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1056,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1057,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1058,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1059,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1060,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1061,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1062,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1063,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1064,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1065,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1066,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1067,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1068,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1069,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1070,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1071,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1072,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1073,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1074,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1075,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1076,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1077,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
1078,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1079,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1080,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1081,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1082,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1083,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1084,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1085,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1086,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1087,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1088,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1089,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1090,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1091,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1092,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1093,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1094,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1095,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1096,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1097,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1098,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1099,-0.308253,-0.259342,-4.99218,-0.0130409,0.0341875,-0.00404502
1100,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
1101,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1102,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1103,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1104,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1105,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1106,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1107,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1108,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1109,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1110,-0.308253,-0.259342,-4.99218,-0.0130409,0.0341875,-0.00404502
1111,-0.308253,-0.259342,-4.99218,-0.0130409,0.0341875,-0.00404502
1112,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1113,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1114,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1115,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1116,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1117,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1118,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1119,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1120,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1121,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1122,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1123,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1124,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1125,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1126,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1127,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1128,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1129,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1130,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1131,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1132,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1133,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1134,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1135,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1136,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1137,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
1138,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1139,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1140,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1141,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1142,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1143,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1144,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1145,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1146,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1147,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1148,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1149,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1150,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1151,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1152,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1153,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1154,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1155,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1156,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1157,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1158,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1159,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1160,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1161,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1162,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1163,-0.30593,-0.252571,-4.98918,-0.01402,0.0337811,-0.00412236
1164,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1165,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1166,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1167,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1168,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1169,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
1170,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1171,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1172,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1173,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1174,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1175,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1176,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1177,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1178,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1179,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1180,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1181,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1182,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1183,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1184,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1185,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1186,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1187,-0.292995,-0.24545,-4.99122,-0.0110168,0.033228,-0.00516272
1188,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
1189,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1190,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1191,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1192,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1193,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1194,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1195,-0.310362,-0.252372,-4.99334,-0.0136758,0.0341023,-0.00290906
1196,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1197,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1198,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1199,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1200,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1201,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1202,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1203,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1204,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1205,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1206,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1207,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1208,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1209,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1210,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1211,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1212,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1213,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1214,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1215,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1216,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1217,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1218,-0.292995,-0.24545,-4.99122,-0.0110168,0.033228,-0.00516272
1219,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1220,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1221,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1222,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1223,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1224,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1225,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1226,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1227,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1228,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1229,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1230,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1231,-0.300894,-0.247462,-4.98938,-0.0129356,0.0330366,-0.00520556
1232,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1233,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
1234,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1235,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1236,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1237,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1238,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1239,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1240,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1241,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1242,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1243,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1244,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1245,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1246,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1247,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1248,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1249,-0.302907,-0.253057,-4.98758,-0.0126863,0.0343875,-0.00487983
1250,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1251,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1252,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1253,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1254,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1255,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1256,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1257,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1258,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1259,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1260,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1261,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1262,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1263,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1264,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1265,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1266,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1267,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1268,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1269,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1270,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1271,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1272,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1273,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1274,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1275,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1276,-0.296947,-0.251437,-4.99325,-0.0130517,0.0320991,-0.00478399
1277,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1278,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1279,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1280,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1281,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
1282,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1283,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1284,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1285,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1286,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1287,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1288,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1289,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1290,-0.305309,-0.247262,-4.99351,-0.0125894,0.0333582,-0.00399285
1291,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1292,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1293,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1294,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
1295,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1296,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1297,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1298,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1299,-0.296926,-0.249388,-4.99397,-0.013097,0.0348826,-0.00480969
1300,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1301,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1302,-0.296955,-0.241468,-4.98735,-0.0109016,0.0341661,-0.00558448
1303,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1304,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1305,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
1306,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1307,-0.307342,-0.252865,-4.99175,-0.0123418,0.0347097,-0.00366629
1308,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1309,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1310,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1311,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1312,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1313,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1314,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1315,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1316,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1317,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1318,-0.301983,-0.256542,-4.99305,-0.0141366,0.0328433,-0.00370075
1319,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1320,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1321,-0.308253,-0.259342,-4.99218,-0.0130409,0.0341875,-0.00404502
1322,-0.308253,-0.259342,-4.99218,-0.0130409,0.0341875,-0.00404502
1323,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1324,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1325,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1326,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1327,-0.29998,-0.240976,-4.98893,-0.012237,0.0335585,-0.00482625
1328,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1329,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1330,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1331,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1332,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1333,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1334,-0.298951,-0.257034,-4.99146,-0.0128023,0.0334499,-0.00445805
1335,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1336,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1337,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1338,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1339,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1340,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1341,-0.293915,-0.251936,-4.99166,-0.0117164,0.032706,-0.00554207
1342,-0.292995,-0.24545,-4.99122,-0.0110168,0.033228,-0.00516272
1343,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1344,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1345,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1346,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1347,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1348,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1349,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1350,-0.305027,-0.24609,-4.98875,-0.0133222,0.0343032,-0.00374285
1351,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1352,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1353,-0.296027,-0.244952,-4.9928,-0.0123528,0.0326202,-0.00440467
1354,-0.298043,-0.250553,-4.99103,-0.0121034,0.0339722,-0.0040785
1355,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1356,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
1357,-0.301074,-0.250063,-4.99262,-0.0134384,0.0333648,-0.00332123
